"Freq [GHz]","dB(S(1,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'","dB(S(2,1)) [] - _1_for_ON__0_for_OFF='1' SCBias_length='18mm' SCGround_length='18mm'"
2.893,-12.0018738990204,-0.8529138485865
2.894,-11.990257666368,-0.853857029809273
2.895,-11.9786479331035,-0.854802250845222
2.896,-11.9670447106538,-0.855749514498435
2.897,-11.955448010364,-0.856698823573729
2.898,-11.9438578434972,-0.85765018087664
2.899,-11.9322742212352,-0.858603589213434
2.9,-11.9206971546789,-0.85955905139106
2.901,-11.9091266548489,-0.86051657021719
2.902,-11.8975627326856,-0.86147614850015
2.903,-11.88600539905,-0.862437789048986
2.904,-11.8744546647239,-0.863401494673405
2.905,-11.8629105404103,-0.864367268183769
2.906,-11.851373036734,-0.865335112391099
2.907,-11.8398421642421,-0.866305030107071
2.908,-11.8283179334039,-0.867277024144013
2.909,-11.8168003546121,-0.868251097314847
2.91,-11.8052894381824,-0.869227252433157
2.911,-11.7937851943549,-0.870205492313107
2.912,-11.7822876332933,-0.871185819769487
2.913,-11.7707967650864,-0.872168237617697
2.914,-11.7593125997481,-0.87315274867369
2.915,-11.7478351472174,-0.874139355754006
2.916,-11.7363644173596,-0.875128061675789
2.917,-11.7249004199662,-0.876118869256696
2.918,-11.7134431647552,-0.87711178131497
2.919,-11.7019926613721,-0.878106800669373
2.92,-11.6905489193896,-0.879103930139243
2.921,-11.6791119483084,-0.880103172544384
2.922,-11.6676817575577,-0.881104530705169
2.923,-11.6562583564951,-0.882108007442447
2.924,-11.6448417544076,-0.883113605577583
2.925,-11.6334319605114,-0.884121327932425
2.926,-11.622028983953,-0.885131177329281
2.927,-11.6106328338088,-0.886143156590964
2.928,-11.5992435190861,-0.887157268540726
2.929,-11.5878610487231,-0.888173516002271
2.93,-11.5764854315895,-0.889191901799767
2.931,-11.5651166764869,-0.890212428757784
2.932,-11.5537547921491,-0.891235099701335
2.933,-11.5423997872422,-0.892259917455846
2.934,-11.5310516703656,-0.893286884847134
2.935,-11.5197104500518,-0.894316004701428
2.936,-11.5083761347672,-0.895347279845333
2.937,-11.4970487329121,-0.896380713105849
2.938,-11.4857282528213,-0.897416307310289
2.939,-11.4744147027645,-0.898454065286395
2.94,-11.4631080909463,-0.899493989862199
2.941,-11.4518084255073,-0.900536083866084
2.942,-11.4405157145235,-0.901580350126783
2.943,-11.4292299660074,-0.902626791473304
2.944,-11.4179511879083,-0.903675410735002
2.945,-11.4066793881121,-0.904726210741509
2.946,-11.3954145744424,-0.905779194322735
2.947,-11.3841567546601,-0.906834364308889
2.948,-11.3729059364645,-0.907891723530438
2.949,-11.3616621274932,-0.908951274818087
2.95,-11.3504253353223,-0.910013021002818
2.951,-11.3391955674673,-0.911076964915815
2.952,-11.3279728313829,-0.912143109388533
2.953,-11.3167571344638,-0.913211457252576
2.954,-11.3055484840446,-0.914282011339827
2.955,-11.2943468874004,-0.915354774482306
2.956,-11.2831523517473,-0.916429749512246
2.957,-11.2719648842422,-0.917506939262034
2.958,-11.2607844919837,-0.918586346564241
2.959,-11.2496111820121,-0.919667974251579
2.96,-11.23844496131,-0.920751825156894
2.961,-11.2272858368022,-0.921837902113166
2.962,-11.2161338153565,-0.922926207953507
2.963,-11.2049889037837,-0.924016745511133
2.964,-11.193851108838,-0.925109517619338
2.965,-11.1827204372177,-0.926204527111529
2.966,-11.1715968955648,-0.927301776821183
2.967,-11.1604804904659,-0.928401269581825
2.968,-11.1493712284522,-0.929503008227062
2.969,-11.1382691160002,-0.930606995590517
2.97,-11.1271741595315,-0.93171323450587
2.971,-11.1160863654136,-0.932821727806805
2.972,-11.1050057399597,-0.933932478327009
2.973,-11.0939322894296,-0.935045488900177
2.974,-11.0828660200295,-0.936160762360007
2.975,-11.0718069379128,-0.937278301540154
2.976,-11.0607550491798,-0.938398109274221
2.977,-11.0497103598785,-0.939520188395817
2.978,-11.0386728760047,-0.94064454173843
2.979,-11.0276426035024,-0.941771172135519
2.98,-11.016619548264,-0.942900082420433
2.981,-11.0056037161306,-0.944031275426453
2.982,-10.9945951128923,-0.945164753986742
2.983,-10.9835937442887,-0.94630052093435
2.984,-10.972599616009,-0.947438579102196
2.985,-10.9616127336921,-0.948578931323046
2.986,-10.9506331029272,-0.949721580429541
2.987,-10.9396607292543,-0.950866529254128
2.988,-10.9286956181637,-0.952013780629102
2.989,-10.9177377750972,-0.95316333738656
2.99,-10.9067872054477,-0.954315202358397
2.991,-10.8958439145599,-0.955469378376293
2.992,-10.8849079077303,-0.956625868271696
2.993,-10.8739791902077,-0.957784674875849
2.994,-10.8630577671934,-0.958945801019706
2.995,-10.8521436438414,-0.960109249533989
2.996,-10.8412368252587,-0.961275023249127
2.997,-10.8303373165059,-0.962443124995276
2.998,-10.8194451225968,-0.963613557602282
2.999,-10.8085602484994,-0.964786323899687
3,-10.7976826991356,-0.965961426716712
3.001,-10.7868124793819,-0.967138868882235
3.002,-10.7759495940694,-0.968318653224784
3.003,-10.7650940479842,-0.969500782572537
3.004,-10.7542458458674,-0.970685259753281
3.005,-10.7434049924158,-0.97187208759443
3.006,-10.7325714922818,-0.973061268922983
3.007,-10.721745350074,-0.974252806565561
3.008,-10.710926570357,-0.975446703348304
3.009,-10.7001151576522,-0.976642962096955
3.01,-10.6893111164374,-0.977841585636799
3.011,-10.6785144511479,-0.979042576792647
3.012,-10.6677251661758,-0.980245938388833
3.013,-10.6569432658712,-0.981451673249212
3.014,-10.6461687545416,-0.982659784197106
3.015,-10.6354016364529,-0.983870274055359
3.016,-10.6246419158289,-0.985083145646273
3.017,-10.6138895968523,-0.986298401791572
3.018,-10.6031446836644,-0.987516045312467
3.019,-10.5924071803655,-0.988736079029566
3.02,-10.5816770910154,-0.989958505762919
3.021,-10.5709544196332,-0.991183328331963
3.022,-10.5602391701978,-0.992410549555523
3.023,-10.5495313466481,-0.993640172251794
3.024,-10.5388309528834,-0.994872199238348
3.025,-10.5281379927633,-0.9961066333321
3.026,-10.5174524701081,-0.99734347734929
3.027,-10.5067743886993,-0.998582734105488
3.028,-10.4961037522792,-0.999824406415557
3.029,-10.4854405645518,-1.00106849709366
3.03,-10.4747848291828,-1.00231500895327
3.031,-10.4641365497994,-1.00356394480704
3.032,-10.4534957299914,-1.00481530746698
3.033,-10.4428623733105,-1.00606909974424
3.034,-10.4322364832713,-1.00732532444925
3.035,-10.4216180633509,-1.00858398439164
3.036,-10.4110071169897,-1.00984508238021
3.037,-10.400403647591,-1.01110862122297
3.038,-10.3898076585219,-1.01237460372708
3.039,-10.3792191531129,-1.01364303269884
3.04,-10.3686381346586,-1.0149139109437
3.041,-10.3580646064175,-1.01618724126623
3.042,-10.3474985716127,-1.01746302647012
3.043,-10.3369400334315,-1.0187412693581
3.044,-10.3263889950263,-1.02002197273205
3.045,-10.3158454595142,-1.02130513939287
3.046,-10.3053094299776,-1.02259077214053
3.047,-10.2947809094644,-1.02387887377399
3.048,-10.284259900988,-1.02516944709129
3.049,-10.2737464075274,-1.02646249488945
3.05,-10.263240432028,-1.02775801996445
3.051,-10.2527419774012,-1.02905602511128
3.052,-10.2422510465248,-1.0303565131239
3.053,-10.2317676422435,-1.03165948679515
3.054,-10.2212917673684,-1.03296494891688
3.055,-10.2108234246781,-1.03427290227981
3.056,-10.2003626169181,-1.03558334967356
3.057,-10.1899093468014,-1.03689629388666
3.058,-10.1794636170088,-1.03821173770645
3.059,-10.1690254301888,-1.03952968391921
3.06,-10.1585947889578,-1.04085013530998
3.061,-10.1481716959008,-1.04217309466266
3.062,-10.1377561535708,-1.04349856475996
3.063,-10.1273481644897,-1.04482654838336
3.064,-10.1169477311479,-1.04615704831314
3.065,-10.1065548560052,-1.04749006732834
3.066,-10.0961695414903,-1.04882560820671
3.067,-10.0857917900013,-1.05016367372478
3.068,-10.0754216039058,-1.05150426665775
3.069,-10.0650589855412,-1.05284738977956
3.07,-10.054703937215,-1.0541930458628
3.071,-10.0443564612045,-1.05554123767872
3.072,-10.0340165597576,-1.05689196799727
3.073,-10.0236842350922,-1.05824523958698
3.074,-10.0133594893975,-1.05960105521502
3.075,-10.0030423248329,-1.06095941764719
3.076,-9.99273274352935,-1.06232032964781
3.077,-9.98243074758857,-1.06368379397986
3.078,-9.97213633908389,-1.06504981340478
3.079,-9.96184952006006,-1.06641839068262
3.08,-9.95157029253362,-1.06778952857195
3.081,-9.94129865849294,-1.06916322982978
3.082,-9.93103461989848,-1.07053949721168
3.083,-9.92077817868292,-1.07191833347167
3.084,-9.91052933675136,-1.0732997413622
3.085,-9.90028809598144,-1.07468372363422
3.086,-9.89005445822355,-1.07607028303706
3.087,-9.87982842530099,-1.07745942231845
3.088,-9.86960999901013,-1.07885114422454
3.089,-9.85939918112059,-1.08024545149985
3.09,-9.84919597337536,-1.08164234688724
3.091,-9.839000377491,-1.08304183312794
3.092,-9.82881239515783,-1.08444391296149
3.093,-9.81863202804002,-1.08584858912571
3.094,-9.8084592777758,-1.08725586435677
3.095,-9.79829414597762,-1.08866574138905
3.096,-9.78813663423228,-1.09007822295526
3.097,-9.7779867441011,-1.09149331178628
3.098,-9.76784447712011,-1.09291101061126
3.099,-9.75770983480012,-1.09433132215753
3.1,-9.74758281862697,-1.09575424915065
3.101,-9.73746343006163,-1.09717979431429
3.102,-9.72735167054038,-1.09860796037032
3.103,-9.71724754147492,-1.10003875003877
3.104,-9.70715104425257,-1.10147216603772
3.105,-9.6970621802364,-1.10290821108342
3.106,-9.68698095076532,-1.10434688789017
3.107,-9.67690735715437,-1.10578819917037
3.108,-9.66684140069474,-1.10723214763443
3.109,-9.65678308265392,-1.10867873599085
3.11,-9.64673240427597,-1.1101279669461
3.111,-9.63668936678149,-1.11157984320467
3.112,-9.62665397136788,-1.11303436746903
3.113,-9.61662621920948,-1.11449154243964
3.114,-9.60660611145766,-1.11595137081486
3.115,-9.59659364924097,-1.11741385529101
3.116,-9.58658883366532,-1.11887899856233
3.117,-9.57659166581407,-1.12034680332094
3.118,-9.56660214674821,-1.12181727225684
3.119,-9.55662027750648,-1.1232904080579
3.12,-9.54664605910548,-1.12476621340982
3.121,-9.53667949253986,-1.12624469099613
3.122,-9.52672057878241,-1.12772584349816
3.123,-9.51676931878419,-1.12920967359504
3.124,-9.50682571347469,-1.13069618396366
3.125,-9.49688976376199,-1.13218537727867
3.126,-9.48696147053282,-1.13367725621248
3.127,-9.4770408346527,-1.13517182343516
3.128,-9.46712785696615,-1.13666908161451
3.129,-9.4572225382967,-1.13816903341603
3.13,-9.44732487944712,-1.13967168150287
3.131,-9.43743488119951,-1.14117702853579
3.132,-9.42755254431538,-1.14268507717325
3.133,-9.41767786953586,-1.14419583007124
3.134,-9.40781085758176,-1.14570928988341
3.135,-9.39795150915371,-1.14722545926091
3.136,-9.38809982493231,-1.14874434085252
3.137,-9.3782558055782,-1.15026593730451
3.138,-9.36841945173224,-1.15179025126067
3.139,-9.35859076401558,-1.15331728536231
3.14,-9.34876974302979,-1.15484704224821
3.141,-9.33895638935701,-1.1563795245546
3.142,-9.32915070356005,-1.15791473491518
3.143,-9.31935268618247,-1.15945267596105
3.144,-9.30956233774875,-1.16099335032074
3.145,-9.29977965876442,-1.16253676062016
3.146,-9.29000464971607,-1.16408290948259
3.147,-9.28023731107157,-1.16563179952864
3.148,-9.27047764328017,-1.16718343337631
3.149,-9.26072564677251,-1.16873781364086
3.15,-9.2509813219609,-1.17029494293487
3.151,-9.2412446692393,-1.1718548238682
3.152,-9.23151568898346,-1.17341745904794
3.153,-9.22179438155105,-1.17498285107848
3.154,-9.21208074728177,-1.17655100256137
3.155,-9.20237478649743,-1.1781219160954
3.156,-9.19267649950208,-1.17969559427652
3.157,-9.18298588658211,-1.18127203969787
3.158,-9.17330294800634,-1.18285125494972
3.159,-9.16362768402615,-1.18443324261946
3.16,-9.1539600948756,-1.18601800529163
3.161,-9.14430018077144,-1.18760554554779
3.162,-9.13464794191336,-1.18919586596666
3.163,-9.12500337848393,-1.19078896912393
3.164,-9.11536649064886,-1.19238485759236
3.165,-9.10573727855695,-1.19398353394175
3.166,-9.0961157423403,-1.19558500073882
3.167,-9.08650188211435,-1.19718926054736
3.168,-9.07689569797804,-1.19879631592805
3.169,-9.06729719001383,-1.20040616943853
3.17,-9.05770635828782,-1.20201882363335
3.171,-9.0481232028499,-1.203634281064
3.172,-9.03854772373375,-1.20525254427878
3.173,-9.02897992095706,-1.20687361582291
3.174,-9.01941979452146,-1.20849749823846
3.175,-9.00986734441279,-1.21012419406428
3.176,-9.00032257060109,-1.21175370583601
3.177,-8.99078547304065,-1.21338603608616
3.178,-8.98125605167022,-1.21502118734393
3.179,-8.97173430641302,-1.21665916213532
3.18,-8.96222023717686,-1.21829996298299
3.181,-8.95271384385423,-1.21994359240637
3.182,-8.94321512632234,-1.22159005292158
3.183,-8.93372408444327,-1.22323934704136
3.184,-8.92424071806404,-1.22489147727513
3.185,-8.91476502701668,-1.22654644612897
3.186,-8.90529701111833,-1.22820425610551
3.187,-8.89583667017131,-1.22986490970403
3.188,-8.88638400396322,-1.23152840942036
3.189,-8.87693901226702,-1.23319475774688
3.19,-8.86750169484113,-1.23486395717251
3.191,-8.85807205142943,-1.23653601018269
3.192,-8.8486500817615,-1.23821091925936
3.193,-8.83923578555253,-1.2398886868809
3.194,-8.82982916250353,-1.24156931552221
3.195,-8.82043021230129,-1.24325280765459
3.196,-8.81103893461862,-1.24493916574577
3.197,-8.80165532911424,-1.24662839225985
3.198,-8.79227939543304,-1.24832048965735
3.199,-8.78291113320599,-1.25001546039515
3.2,-8.77355054205037,-1.25171330692643
3.201,-8.76419762156973,-1.25341403170072
3.202,-8.75485237135401,-1.25511763716386
3.203,-8.74551479097963,-1.25682412575797
3.204,-8.73618488000955,-1.2585334999214
3.205,-8.72686263799332,-1.26024576208882
3.206,-8.71754806446721,-1.26196091469102
3.207,-8.70824115895421,-1.26367896015509
3.208,-8.69894192096418,-1.26539990090424
3.209,-8.68965034999382,-1.26712373935786
3.21,-8.68036644552689,-1.26885047793155
3.211,-8.6710902070341,-1.27058011903696
3.212,-8.66182163397334,-1.27231266508184
3.213,-8.65256072578964,-1.27404811847011
3.214,-8.64330748191531,-1.27578648160167
3.215,-8.63406190176994,-1.27752775687255
3.216,-8.62482398476054,-1.27927194667475
3.217,-8.61559373028153,-1.28101905339628
3.218,-8.6063711377149,-1.28276907942118
3.219,-8.59715620643017,-1.28452202712945
3.22,-8.58794893578453,-1.28627789889702
3.221,-8.57874932512289,-1.28803669709575
3.222,-8.56955737377793,-1.28979842409347
3.223,-8.56037308107014,-1.29156308225383
3.224,-8.55119644630795,-1.29333067393639
3.225,-8.54202746878773,-1.29510120149657
3.226,-8.53286614779389,-1.29687466728561
3.227,-8.52371248259892,-1.29865107365058
3.228,-8.51456647246344,-1.30043042293431
3.229,-8.5054281166363,-1.30221271747547
3.23,-8.49629741435462,-1.30399795960842
3.231,-8.48717436484377,-1.30578615166331
3.232,-8.47805896731762,-1.30757729596597
3.233,-8.46895122097842,-1.30937139483798
3.234,-8.4598511250169,-1.3111684505965
3.235,-8.45075867861236,-1.31296846555448
3.236,-8.44167388093274,-1.31477144202043
3.237,-8.4325967311346,-1.3165773822985
3.238,-8.42352722836327,-1.3183862886884
3.239,-8.4144653717528,-1.32019816348552
3.24,-8.40541116042612,-1.32201300898072
3.241,-8.39636459349503,-1.32383082746045
3.242,-8.38732567006024,-1.32565162120669
3.243,-8.3782943892115,-1.32747539249688
3.244,-8.36927075002755,-1.32930214360401
3.245,-8.36025475157626,-1.33113187679647
3.246,-8.35124639291462,-1.33296459433815
3.247,-8.34224567308886,-1.33480029848834
3.248,-8.33325259113438,-1.33663899150177
3.249,-8.32426714607597,-1.3384806756285
3.25,-8.31528933692767,-1.34032535311403
3.251,-8.30631916269298,-1.34217302619914
3.252,-8.2973566223648,-1.34402369712003
3.253,-8.28840171492555,-1.34587736810814
3.254,-8.27945443934718,-1.34773404139022
3.255,-8.2705147945912,-1.34959371918832
3.256,-8.26158277960877,-1.35145640371972
3.257,-8.25265839334073,-1.35332209719693
3.258,-8.2437416347176,-1.35519080182772
3.259,-8.23483250265974,-1.35706251981501
3.26,-8.22593099607725,-1.35893725335692
3.261,-8.21703711387011,-1.36081500464675
3.262,-8.2081508549282,-1.36269577587293
3.263,-8.19927221813133,-1.36457956921897
3.264,-8.19040120234931,-1.36646638686351
3.265,-8.18153780644195,-1.36835623098032
3.266,-8.17268202925916,-1.37024910373818
3.267,-8.16383386964091,-1.37214500730092
3.268,-8.15499332641739,-1.37404394382744
3.269,-8.1461603984089,-1.3759459154716
3.27,-8.137335084426,-1.37785092438228
3.271,-8.12851738326955,-1.37975897270333
3.272,-8.11970729373067,-1.38167006257353
3.273,-8.11090481459086,-1.3835841961266
3.274,-8.10210994462199,-1.38550137549122
3.275,-8.09332268258634,-1.38742160279091
3.276,-8.08454302723666,-1.3893448801441
3.277,-8.07577097731623,-1.39127120966405
3.278,-8.06700653155881,-1.39320059345888
3.279,-8.05824968868872,-1.39513303363157
3.28,-8.04950044742095,-1.39706853227983
3.281,-8.0407588064611,-1.39900709149619
3.282,-8.0320247645054,-1.40094871336796
3.283,-8.02329832024086,-1.40289339997719
3.284,-8.01457947234519,-1.40484115340064
3.285,-8.00586821948688,-1.40679197570983
3.286,-7.99716456032524,-1.40874586897089
3.287,-7.98846849351043,-1.41070283524472
3.288,-7.97978001768344,-1.41266287658683
3.289,-7.97109913147623,-1.41462599504735
3.29,-7.96242583351166,-1.41659219267106
3.291,-7.95376012240358,-1.41856147149735
3.292,-7.9451019967568,-1.42053383356016
3.293,-7.93645145516722,-1.42250928088802
3.294,-7.92780849622176,-1.424487815504
3.295,-7.91917311849845,-1.42646943942572
3.296,-7.9105453205664,-1.42845415466527
3.297,-7.90192510098597,-1.43044196322927
3.298,-7.89331245830857,-1.43243286711881
3.299,-7.8847073910769,-1.43442686832942
3.3,-7.87610989782486,-1.43642396885111
3.301,-7.86751997707763,-1.43842417066826
3.302,-7.85893762735168,-1.44042747575968
3.303,-7.85036284715477,-1.4424338860986
3.304,-7.84179563498601,-1.44444340365258
3.305,-7.83323598933591,-1.44645603038353
3.306,-7.82468390868633,-1.44847176824769
3.307,-7.81613939151057,-1.45049061919567
3.308,-7.80760243627339,-1.45251258517233
3.309,-7.79907304143096,-1.45453766811683
3.31,-7.790551205431,-1.45656586996256
3.311,-7.78203692671277,-1.45859719263723
3.312,-7.77353020370695,-1.46063163806273
3.313,-7.76503103483592,-1.46266920815517
3.314,-7.75653941851357,-1.46470990482485
3.315,-7.74805535314542,-1.46675372997626
3.316,-7.7395788371286,-1.46880068550806
3.317,-7.73110986885194,-1.47085077331303
3.318,-7.72264844669589,-1.4729039952781
3.319,-7.71419456903266,-1.4749603532843
3.32,-7.70574823422609,-1.47701984920676
3.321,-7.69730944063183,-1.47908248491468
3.322,-7.68887818659727,-1.48114826227132
3.323,-7.68045447046156,-1.483217183134
3.324,-7.67203829055567,-1.48528924935408
3.325,-7.66362964520237,-1.48736446277684
3.326,-7.65522853271628,-1.48944282524167
3.327,-7.64683495140386,-1.49152433858189
3.328,-7.63844889956344,-1.49360900462473
3.329,-7.63007037548527,-1.49569682519146
3.33,-7.62169937745149,-1.49778780209723
3.331,-7.61333590373615,-1.49988193715108
3.332,-7.60497995260527,-1.50197923215598
3.333,-7.59663152231683,-1.50407968890876
3.334,-7.58829061112077,-1.50618330920014
3.335,-7.57995721725904,-1.50829009481466
3.336,-7.57163133896556,-1.51040004753069
3.337,-7.56331297446637,-1.51251316912045
3.338,-7.55500212197945,-1.5146294613499
3.339,-7.54669877971488,-1.51674892597885
3.34,-7.5384029458748,-1.51887156476085
3.341,-7.53011461865346,-1.52099737944318
3.342,-7.5218337962372,-1.5231263717669
3.343,-7.51356047680445,-1.52525854346676
3.344,-7.50529465852579,-1.5273938962712
3.345,-7.49703633956396,-1.5295324319024
3.346,-7.48878551807379,-1.53167415207619
3.347,-7.48054219220237,-1.53381905850206
3.348,-7.47230636008889,-1.53596715288314
3.349,-7.46407801986478,-1.53811843691617
3.35,-7.45585716965366,-1.54027291229156
3.351,-7.44764380757138,-1.54243058069328
3.352,-7.439437931726,-1.54459144379888
3.353,-7.43123954021784,-1.5467555032795
3.354,-7.42304863113944,-1.54892276079982
3.355,-7.41486520257565,-1.55109321801805
3.356,-7.40668925260357,-1.55326687658597
3.357,-7.39852077929258,-1.55544373814881
3.358,-7.39035978070436,-1.55762380434534
3.359,-7.3822062548929,-1.55980707680778
3.36,-7.37406019990449,-1.56199355716186
3.361,-7.36592161377776,-1.56418324702672
3.362,-7.35779049454367,-1.56637614801496
3.363,-7.34966684022552,-1.56857226173259
3.364,-7.34155064883895,-1.57077158977903
3.365,-7.333441918392,-1.57297413374714
3.366,-7.32534064688501,-1.57517989522309
3.367,-7.31724683231078,-1.57738887578645
3.368,-7.30916047265443,-1.57960107701018
3.369,-7.30108156589348,-1.58181650046054
3.37,-7.2930101099979,-1.58403514769712
3.371,-7.28494610293001,-1.58625702027282
3.372,-7.27688954264456,-1.58848211973387
3.373,-7.26884042708875,-1.59071044761974
3.374,-7.26079875420217,-1.59294200546321
3.375,-7.25276452191685,-1.59517679479031
3.376,-7.24473772815731,-1.59741481712031
3.377,-7.23671837084044,-1.5996560739657
3.378,-7.22870644787563,-1.60190056683226
3.379,-7.22070195716472,-1.60414829721886
3.38,-7.21270489660203,-1.60639926661766
3.381,-7.20471526407431,-1.60865347651397
3.382,-7.19673305746082,-1.61091092838627
3.383,-7.18875827463326,-1.61317162370619
3.384,-7.18079091345589,-1.61543556393851
3.385,-7.17283097178536,-1.61770275054114
3.386,-7.16487844747088,-1.6199731849651
3.387,-7.15693333835415,-1.62224686865454
3.388,-7.14899564226934,-1.6245238030467
3.389,-7.14106535704316,-1.62680398957185
3.39,-7.13314248049478,-1.6290874296534
3.391,-7.12522701043595,-1.63137412470779
3.392,-7.11731894467087,-1.63366407614449
3.393,-7.10941828099634,-1.63595728536603
3.394,-7.10152501720156,-1.63825375376797
3.395,-7.09363915106836,-1.64055348273882
3.396,-7.08576068037106,-1.64285647366017
3.397,-7.0778896028765,-1.64516272790654
3.398,-7.07002591634406,-1.64747224684546
3.399,-7.06216961852567,-1.6497850318374
3.4,-7.05432070716576,-1.65210108423581
3.401,-7.04647918000131,-1.65442040538707
3.402,-7.03864503476188,-1.65674299663047
3.403,-7.03081826916951,-1.65906885929827
3.404,-7.02299888093879,-1.66139799471561
3.405,-7.01518686777691,-1.6637304042005
3.406,-7.00738222738356,-1.6660660890639
3.407,-6.99958495745096,-1.66840505060963
3.408,-6.99179505566391,-1.67074729013435
3.409,-6.98401251969975,-1.67309280892758
3.41,-6.97623734722834,-1.67544160827175
3.411,-6.96846953591214,-1.67779368944204
3.412,-6.9607090834061,-1.68014905370651
3.413,-6.95295598735777,-1.68250770232602
3.414,-6.94521024540721,-1.68486963655425
3.415,-6.93747185518702,-1.68723485763765
3.416,-6.92974081432242,-1.68960336681549
3.417,-6.92201712043108,-1.69197516531983
3.418,-6.91430077112328,-1.69435025437541
3.419,-6.90659176400185,-1.69672863519985
3.42,-6.89889009666213,-1.69911030900343
3.421,-6.891195766692,-1.70149527698921
3.422,-6.88350877167193,-1.70388354035297
3.423,-6.87582910917492,-1.70627510028322
3.424,-6.86815677676648,-1.70866995796118
3.425,-6.86049177200467,-1.71106811456076
3.426,-6.85283409244013,-1.71346957124862
3.427,-6.84518373561597,-1.71587432918403
3.428,-6.83754069906791,-1.71828238951897
3.429,-6.82990498032414,-1.72069375339813
3.43,-6.82227657690543,-1.72310842195879
3.431,-6.81465548632505,-1.72552639633096
3.432,-6.8070417060888,-1.72794767763721
3.433,-6.79943523369503,-1.73037226699286
3.434,-6.79183606663459,-1.73280016550573
3.435,-6.78424420239088,-1.73523137427637
3.436,-6.77665963843979,-1.73766589439787
3.437,-6.76908237224975,-1.74010372695599
3.438,-6.7615124012817,-1.74254487302901
3.439,-6.75394972298906,-1.7449893336879
3.44,-6.74639433481782,-1.74743710999613
3.441,-6.73884623420643,-1.74988820300977
3.442,-6.73130541858587,-1.7523426137775
3.443,-6.72377188537959,-1.75480034334052
3.444,-6.7162456320036,-1.75726139273259
3.445,-6.70872665586633,-1.75972576298002
3.446,-6.70121495436875,-1.7621934551017
3.447,-6.69371052490431,-1.76466447010898
3.448,-6.68621336485895,-1.76713880900581
3.449,-6.67872347161108,-1.76961647278866
3.45,-6.67124084253159,-1.77209746244646
3.451,-6.66376547498388,-1.77458177896069
3.452,-6.65629736632376,-1.77706942330535
3.453,-6.64883651389957,-1.77956039644691
3.454,-6.64138291505209,-1.78205469934432
3.455,-6.63393656711455,-1.78455233294908
3.456,-6.62649746741265,-1.7870532982051
3.457,-6.61906561326457,-1.78955759604879
3.458,-6.61164100198089,-1.79206522740908
3.459,-6.60422363086469,-1.79457619320728
3.46,-6.59681349721145,-1.79709049435721
3.461,-6.58941059830911,-1.79960813176515
3.462,-6.58201493143805,-1.80212910632981
3.463,-6.57462649387107,-1.80465341894236
3.464,-6.5672452828734,-1.80718107048639
3.465,-6.55987129570271,-1.80971206183794
3.466,-6.55250452960905,-1.81224639386551
3.467,-6.54514498183493,-1.81478406742996
3.468,-6.53779264961527,-1.81732508338463
3.469,-6.53044753017735,-1.81986944257527
3.47,-6.52310962074089,-1.82241714583998
3.471,-6.51577891851802,-1.82496819400937
3.472,-6.50845542071323,-1.82752258790641
3.473,-6.50113912452343,-1.83008032834647
3.474,-6.49383002713789,-1.83264141613728
3.475,-6.48652812573829,-1.83520585207905
3.476,-6.47923341749866,-1.83777363696432
3.477,-6.47194589958545,-1.84034477157805
3.478,-6.46466556915741,-1.84291925669756
3.479,-6.45739242336571,-1.84549709309257
3.48,-6.45012645935387,-1.84807828152517
3.481,-6.44286767425774,-1.85066282274984
3.482,-6.43561606520556,-1.85325071751342
3.483,-6.42837162931788,-1.85584196655512
3.484,-6.42113436370763,-1.85843657060653
3.485,-6.41390426548006,-1.86103453039161
3.486,-6.40668133173276,-1.86363584662665
3.487,-6.39946555955563,-1.86624052002036
3.488,-6.39225694603093,-1.86884855127375
3.489,-6.38505548823322,-1.87145994108023
3.49,-6.37786118322938,-1.87407469012552
3.491,-6.37067402807861,-1.87669279908776
3.492,-6.36349401983242,-1.87931426863741
3.493,-6.35632115553461,-1.88193909943724
3.494,-6.34915543222131,-1.88456729214243
3.495,-6.3419968469209,-1.88719884740049
3.496,-6.33484539665411,-1.88983376585125
3.497,-6.32770107843391,-1.89247204812693
3.498,-6.32056388926558,-1.89511369485206
3.499,-6.31343382614666,-1.89775870664354
3.5,-6.30631088606699,-1.90040708411061
3.501,-6.29919506600867,-1.90305882785482
3.502,-6.29208636294606,-1.90571393847009
3.503,-6.2849847738458,-1.90837241654267
3.504,-6.27789029566677,-1.91103426265118
3.505,-6.27080292536012,-1.91369947736659
3.506,-6.26372265986927,-1.91636806125212
3.507,-6.25664949612983,-1.91904001486343
3.508,-6.24958343106971,-1.92171533874848
3.509,-6.24252446160905,-1.92439403344759
3.51,-6.2354725846602,-1.92707609949339
3.511,-6.22842779712777,-1.9297615374109
3.512,-6.22139009590859,-1.93245034771745
3.513,-6.21435947789171,-1.93514253092272
3.514,-6.20733593995842,-1.93783808752874
3.515,-6.20031947898221,-1.94053701802987
3.516,-6.1933100918288,-1.94323932291286
3.517,-6.1863077753561,-1.94594500265676
3.518,-6.17931252641425,-1.948654057733
3.519,-6.1723243418456,-1.95136648860534
3.52,-6.16534321848467,-1.95408229572994
3.521,-6.15836915315821,-1.95680147955524
3.522,-6.15140214268514,-1.95952404052208
3.523,-6.14444218387662,-1.96224997906369
3.524,-6.13748927353594,-1.96497929560559
