Freq [GHz],Phase_Difference(HFSS),Phase_Difference(measured)
2.885,88.14638872,97.05417
2.886,88.15134442,97.18071
2.887,88.15636959,97.24121
2.888,88.1614643,97.22828
2.889,88.16662859,97.25586
2.89,88.17186254,97.24872
2.891,88.17716618,97.25025
2.892,88.18253958,97.47046
2.893,88.18798279,97.17395
2.894,88.19349585,97.26229
2.895,88.19907882,97.35455
2.896,88.20473175,97.32129
2.897,88.21045468,97.21721
2.898,88.21624766,97.2555
2.899,88.22211073,97.39459
2.9,88.22804393,97.53057
2.901,88.23404731,97.35873
2.902,88.2401209,97.59684
2.903,88.24626475,97.642
2.904,88.25247888,97.70407
2.905,88.25876334,97.71406
2.906,88.26511817,97.66333
2.907,88.27154338,97.71808
2.908,88.27803903,97.78444
2.909,88.28460513,97.74487
2.91,88.29124171,97.80693
2.911,88.29794881,97.72833
2.912,88.30472645,97.9945
2.913,88.31157465,97.80197
2.914,88.31849344,97.65889
2.915,88.32548285,97.87194
2.916,88.33254288,98.06287
2.917,88.33967357,97.89667
2.918,88.34687494,97.7836
2.919,88.35414699,97.90407
2.92,88.36148975,98.19719
2.921,88.36890323,98.20244
2.922,88.37638745,97.94391
2.923,88.38394241,98.07293
2.924,88.39156813,98.12215
2.925,88.39926463,98.10928
2.926,88.4070319,98.25813
2.927,88.41486995,98.33047
2.928,88.4227788,98.03842
2.929,88.43075845,98.1549
2.93,88.4388089,98.0522
2.931,88.44693016,98.22969
2.932,88.45512222,98.26622
2.933,88.46338509,98.30344
2.934,88.47171876,98.40306
2.935,88.48012324,98.39738
2.936,88.48859852,98.578
2.937,88.4971446,98.36282
2.938,88.50576147,98.37056
2.939,88.51444913,98.56068
2.94,88.52320756,98.61192
2.941,88.53203677,98.55594
2.942,88.54093673,98.5745
2.943,88.54990744,98.68356
2.944,88.55894889,98.62469
2.945,88.56806105,98.61801
2.946,88.57724393,98.84789
2.947,88.5864975,98.8602
2.948,88.59582175,98.83168
2.949,88.60521665,98.75941
2.95,88.61468219,98.83251
2.951,88.62421836,99.00991
2.952,88.63382512,98.79338
2.953,88.64350245,98.9108
2.954,88.65325034,99.00398
2.955,88.66306876,99.02295
2.956,88.67295769,98.63542
2.957,88.68291709,98.87663
2.958,88.69294694,99.16578
2.959,88.70304721,99.21753
2.96,88.71321787,98.79373
2.961,88.7234589,99.25606
2.962,88.73377026,99.06639
2.963,88.74415191,99.03157
2.964,88.75460383,99.1987
2.965,88.76512597,99.33072
2.966,88.77571831,99.11089
2.967,88.78638081,99.28542
2.968,88.79711343,99.24677
2.969,88.80791613,99.21776
2.97,88.81878887,99.1979
2.971,88.82973161,99.38919
2.972,88.84074431,99.41091
2.973,88.85182693,99.43004
2.974,88.86297942,99.49601
2.975,88.87420174,99.51927
2.976,88.88549384,99.42565
2.977,88.89685569,99.58551
2.978,88.90828722,99.38864
2.979,88.9197884,99.57454
2.98,88.93135917,99.63822
2.981,88.94299948,99.62981
2.982,88.95470929,99.75758
2.983,88.96648853,99.68518
2.984,88.97833717,99.65702
2.985,88.99025514,99.79399
2.986,89.00224239,99.8646
2.987,89.01429886,99.76697
2.988,89.0264245,100.02245
2.989,89.03861926,99.9702
2.99,89.05088307,99.93218
2.991,89.06321587,100.04653
2.992,89.07561761,100.1626
2.993,89.08808822,99.95508
2.994,89.10062764,100.05438
2.995,89.11323582,99.9862
2.996,89.12591268,100.21925
2.997,89.13865816,100.07989
2.998,89.15147221,100.19238
2.999,89.16435475,99.95701
3,89.17730571,100.24962
3.001,89.19032504,100.27153
3.002,89.20341265,100.28484
3.003,89.21656849,100.28467
3.004,89.22979249,100.35077
3.005,89.24308456,100.36935
3.006,89.25644465,100.44905
3.007,89.26987268,100.34448
3.008,89.28336857,100.45294
3.009,89.29693226,100.41159
3.01,89.31056367,100.68033
3.011,89.32426272,100.35234
3.012,89.33802934,100.59189
3.013,89.35186345,100.64864
3.014,89.36576498,100.77895
3.015,89.37973385,100.6393
3.016,89.39376997,100.70719
3.017,89.40787327,100.86487
3.018,89.42204368,100.76746
3.019,89.43628109,100.81525
3.02,89.45058545,100.57848
3.021,89.46495666,100.83117
3.022,89.47939464,100.79953
3.023,89.49389931,100.94815
3.024,89.50847059,100.94432
3.025,89.52310838,100.86473
3.026,89.5378126,101.00536
3.027,89.55258317,100.91672
3.028,89.56742,101.03671
3.029,89.582323,101.04873
3.03,89.59729209,101.1967
3.031,89.61232717,101.2052
3.032,89.62742816,101.00976
3.033,89.64259496,101.47119
3.034,89.65782748,101.25961
3.035,89.67312563,101.1241
3.036,89.68848933,101.39417
3.037,89.70391847,101.22668
3.038,89.71941297,101.36424
3.039,89.73497273,101.56914
3.04,89.75059765,101.40197
3.041,89.76628765,101.35699
3.042,89.78204262,101.56721
3.043,89.79786246,101.45467
3.044,89.81374709,101.32863
3.045,89.82969641,101.55686
3.046,89.8457103,101.60912
3.047,89.86178869,101.83262
3.048,89.87793146,101.46933
3.049,89.89413853,101.72699
3.05,89.91040978,101.79483
3.051,89.92674511,101.98434
3.052,89.94314444,101.80515
3.053,89.95960764,101.87915
3.054,89.97613463,101.91449
3.055,89.9927253,102.00931
3.056,90.00937954,101.82022
3.057,90.02609726,101.99031
3.058,90.04287833,101.65427
3.059,90.05972267,102.16794
3.06,90.07663017,102.25391
3.061,90.09360072,102.13016
3.062,90.11063421,102.17211
3.063,90.12773053,102.09757
3.064,90.14488959,102.11784
3.065,90.16211126,102.25464
3.066,90.17939545,101.88129
3.067,90.19674204,102.13697
3.068,90.21415092,102.20915
3.069,90.23162199,102.42847
3.07,90.24915513,102.41998
3.071,90.26675024,102.32044
3.072,90.2844072,102.33596
3.073,90.30212589,102.53903
3.074,90.31990622,102.45401
3.075,90.33774806,102.55261
3.076,90.3556513,102.57814
3.077,90.37361583,102.54219
3.078,90.39164154,102.47562
3.079,90.40972831,102.57054
3.08,90.42787603,102.57655
3.081,90.44608458,102.78839
3.082,90.46435384,102.99155
3.083,90.4826837,102.59192
3.084,90.50107405,102.65564
3.085,90.51952477,102.73992
3.086,90.53803574,102.93765
3.087,90.55660684,102.86165
3.088,90.57523795,102.93015
3.089,90.59392897,103.0865
3.09,90.61267976,102.9712
3.091,90.63149021,102.99544
3.092,90.65036021,102.9895
3.093,90.66928963,103.10061
3.094,90.68827834,102.919
3.095,90.70732624,103.30624
3.096,90.7264332,103.0365
3.097,90.74559911,103.38195
3.098,90.76482383,103.35559
3.099,90.78410724,103.26923
3.1,90.80344924,103.27688
3.101,90.82284968,103.47581
3.102,90.84230846,103.46325
3.103,90.86182545,103.399
3.104,90.88140052,103.50748
3.105,90.90103355,103.36032
3.106,90.92072442,103.6081
3.107,90.94047301,103.6443
3.108,90.96027918,103.66358
3.109,90.98014283,103.60579
3.11,91.00006381,103.85609
3.111,91.020042,103.53562
3.112,91.04007729,103.83365
3.113,91.06016954,103.71181
3.114,91.08031863,103.84183
3.115,91.10052443,103.90975
3.116,91.12078681,103.68353
3.117,91.14110566,103.98239
3.118,91.16148084,103.90437
3.119,91.18191222,103.86692
3.12,91.20239968,103.88585
3.121,91.22294309,104.10138
3.122,91.24354232,104.01474
3.123,91.26419725,104.15252
3.124,91.28490774,104.04533
3.125,91.30567367,104.18833
3.126,91.32649491,104.25461
3.127,91.34737132,104.30517
3.128,91.36830279,104.31746
3.129,91.38928918,104.36714
3.13,91.41033036,104.19182
3.131,91.43142619,104.39046
3.132,91.45257656,104.28171
3.133,91.47378134,104.51345
3.134,91.49504038,104.39774
3.135,91.51635356,104.43793
3.136,91.53772075,104.68181
3.137,91.55914182,104.67495
3.138,91.58061663,104.84778
3.139,91.60214507,104.67673
3.14,91.62372698,104.76902
3.141,91.64536225,104.79441
3.142,91.66705074,104.61728
3.143,91.68879232,104.73009
3.144,91.71058686,104.83274
3.145,91.73243422,104.78668
3.146,91.75433427,104.94044
3.147,91.77628688,104.77319
3.148,91.79829192,104.93953
3.149,91.82034926,105.04806
3.15,91.84245876,104.85199
3.151,91.86462028,105.04144
3.152,91.8868337,105.09723
3.153,91.90909888,105.05428
3.154,91.93141569,104.96224
3.155,91.953784,105.0887
3.156,91.97620366,105.19915
3.157,91.99867456,105.40678
3.158,92.02119655,105.13237
3.159,92.04376949,105.2255
3.16,92.06639327,105.4305
3.161,92.08906773,105.48575
3.162,92.11179275,105.47627
3.163,92.1345682,105.51654
3.164,92.15739393,105.60885
3.165,92.18026981,105.3356
3.166,92.20319572,105.61537
3.167,92.22617151,105.52667
3.168,92.24919705,105.6138
3.169,92.2722722,105.51643
3.17,92.29539683,105.76299
3.171,92.31857081,105.59118
3.172,92.341794,105.68959
3.173,92.36506626,105.90611
3.174,92.38838746,105.93628
3.175,92.41175747,105.81826
3.176,92.43517614,105.88819
3.177,92.45864335,105.91218
3.178,92.48215896,105.98485
3.179,92.50572283,106.02632
3.18,92.52933482,106.05966
3.181,92.55299481,106.20766
3.182,92.57670266,106.19387
3.183,92.60045822,106.12184
3.184,92.62426137,106.11685
3.185,92.64811197,106.28335
3.186,92.67200989,106.25034
3.187,92.69595498,106.12415
3.188,92.71994711,106.47202
3.189,92.74398615,106.33945
3.19,92.76807196,106.57666
3.191,92.79220441,106.67926
3.192,92.81638335,106.53494
3.193,92.84060866,106.6097
3.194,92.8648802,106.47839
3.195,92.88919783,106.44487
3.196,92.91356141,106.69209
3.197,92.93797082,106.6532
3.198,92.96242591,106.50188
3.199,92.98692655,106.80827
3.2,93.0114726,106.77372
3.201,93.03606393,106.86679
3.202,93.0607004,106.65596
3.203,93.08538188,106.87346
3.204,93.11010823,107.07468
3.205,93.13487931,107.10689
3.206,93.15969499,107.05767
3.207,93.18455514,107.11473
3.208,93.20945961,107.01748
3.209,93.23440828,107.16469
3.21,93.259401,107.13957
3.211,93.28443764,107.29713
3.212,93.30951807,107.40901
3.213,93.33464215,107.12218
3.214,93.35980975,107.28372
3.215,93.38502072,107.38577
3.216,93.41027494,107.32609
3.217,93.43557227,107.47442
3.218,93.46091257,107.31759
3.219,93.48629571,107.60007
3.22,93.51172156,107.70521
3.221,93.53718997,107.56642
3.222,93.56270082,107.77213
3.223,93.58825397,107.74971
3.224,93.61384928,107.7146
3.225,93.63948662,107.54114
3.226,93.66516586,107.60876
3.227,93.69088686,107.68342
3.228,93.71664948,107.67462
3.229,93.7424536,107.81052
3.23,93.76829907,107.64783
3.231,93.79418576,107.77522
3.232,93.82011354,108.04007
3.233,93.84608228,108.13016
3.234,93.87209184,108.00597
3.235,93.89814208,107.87168
3.236,93.92423288,108.02606
3.237,93.95036409,108.03291
3.238,93.97653559,108.33411
3.239,94.00274724,108.24362
3.24,94.0289989,108.02841
3.241,94.05529046,108.11099
3.242,94.08162176,108.18129
3.243,94.10799268,108.20542
3.244,94.13440308,108.2885
3.245,94.16085284,108.33465
3.246,94.18734181,108.43979
3.247,94.21386987,108.40593
3.248,94.24043689,108.76564
3.249,94.26704272,108.48756
3.25,94.29368724,108.53628
3.251,94.32037032,108.39875
3.252,94.34709182,108.76156
3.253,94.37385161,108.6284
3.254,94.40064957,108.83945
3.255,94.42748554,108.72476
3.256,94.45435942,108.85779
3.257,94.48127106,108.72527
3.258,94.50822032,108.7861
3.259,94.5352071,108.89826
3.26,94.56223124,108.99724
3.261,94.58929261,108.90532
3.262,94.6163911,109.22679
3.263,94.64352656,109.07196
3.264,94.67069887,109.15464
3.265,94.69790789,109.09475
3.266,94.7251535,108.99672
3.267,94.75243556,109.17143
3.268,94.77975395,109.25495
3.269,94.80710853,109.27437
3.27,94.83449917,109.2845
3.271,94.86192575,109.47345
3.272,94.88938813,109.35878
3.273,94.91688619,109.39645
3.274,94.94441979,109.54335
3.275,94.97198881,109.31473
3.276,94.99959312,109.61255
3.277,95.02723258,109.41777
3.278,95.05490708,109.63777
3.279,95.08261647,109.62245
3.28,95.11036064,109.59273
3.281,95.13813945,109.54373
3.282,95.16595278,109.59311
3.283,95.1938005,109.97561
3.284,95.22168248,109.79228
3.285,95.24959859,109.82747
3.286,95.2775487,109.84186
3.287,95.30553269,109.9812
3.288,95.33355044,109.9997
3.289,95.3616018,109.80957
3.29,95.38968667,109.96442
3.291,95.4178049,110.09247
3.292,95.44595637,110.08315
3.293,95.47414097,110.09025
3.294,95.50235855,109.92172
3.295,95.530609,110.36023
3.296,95.55889219,110.38495
3.297,95.58720799,110.18564
3.298,95.61555628,110.226
3.299,95.64393693,110.16323
3.3,95.67234982,110.22162
3.301,95.70079482,110.61197
3.302,95.72927181,110.53978
3.303,95.75778066,110.38478
3.304,95.78632125,110.4355
3.305,95.81489346,110.62605
3.306,95.84349715,110.47549
3.307,95.87213221,110.47735
3.308,95.90079851,110.82706
3.309,95.92949593,110.80414
3.31,95.95822435,110.89296
3.311,95.98698364,110.94248
3.312,96.01577368,110.60115
3.313,96.04459434,110.87928
3.314,96.07344551,110.834
3.315,96.10232706,110.75318
3.316,96.13123887,111.01761
3.317,96.16018082,111.08809
3.318,96.18915278,110.94458
3.319,96.21815464,111.12768
3.32,96.24718627,110.94789
3.321,96.27624755,111.22642
3.322,96.30533835,111.00481
3.323,96.33445857,111.1701
3.324,96.36360808,111.12967
3.325,96.39278675,111.24135
3.326,96.42199447,111.28911
3.327,96.45123112,111.19042
3.328,96.48049657,111.2315
3.329,96.50979072,111.624
3.33,96.53911343,111.39574
3.331,96.56846459,111.47597
3.332,96.59784407,111.63087
3.333,96.62725177,111.66586
3.334,96.65668756,111.53456
3.335,96.68615133,111.66844
3.336,96.71564295,111.64619
3.337,96.7451623,111.6153
3.338,96.77470928,111.63707
3.339,96.80428375,111.66211
3.34,96.83388561,111.76985
3.341,96.86351474,111.75978
3.342,96.89317101,111.94568
3.343,96.92285432,112.06317
3.344,96.95256454,111.85646
3.345,96.98230156,111.92939
3.346,97.01206527,112.03703
3.347,97.04185554,112.21842
3.348,97.07167226,111.84212
3.349,97.10151531,112.1761
3.35,97.13138459,112.20665
3.351,97.16127997,112.16455
3.352,97.19120134,111.99073
3.353,97.22114858,112.36172
3.354,97.25112159,112.52588
3.355,97.28112024,112.21068
3.356,97.31114442,112.58958
3.357,97.34119401,112.46724
3.358,97.37126891,112.42156
3.359,97.401369,112.54144
3.36,97.43149417,112.51608
3.361,97.4616443,112.5266
3.362,97.49181928,112.39613
3.363,97.52201899,112.53109
3.364,97.55224333,112.77855
3.365,97.58249219,112.63321
3.366,97.61276544,112.73471
3.367,97.64306298,112.98102
3.368,97.6733847,112.7638
3.369,97.70373049,112.84566
3.37,97.73410023,112.85089
3.371,97.76449381,112.80739
3.372,97.79491112,112.87633
3.373,97.82535206,112.92805
3.374,97.85581651,112.78256
3.375,97.88630436,112.93114
3.376,97.91681549,113.1287
3.377,97.94734981,113.07732
3.378,97.97790721,113.08626
3.379,98.00848756,113.33069
3.38,98.03909077,113.13095
3.381,98.06971672,113.38689
3.382,98.10036531,113.19658
3.383,98.13103642,113.29283
3.384,98.16172995,113.41074
3.385,98.1924458,113.50215
3.386,98.22318385,113.31119
3.387,98.25394399,113.52787
3.388,98.28472612,113.46611
3.389,98.31553013,113.56674
3.39,98.34635592,113.73074
3.391,98.37720337,113.38727
3.392,98.40807238,113.67665
3.393,98.43896285,113.77114
3.394,98.46987466,113.86969
3.395,98.50080772,113.84254
3.396,98.53176191,113.76165
3.397,98.56273714,113.9362
3.398,98.59373329,113.95935
3.399,98.62475026,113.99024
3.4,98.65578795,114.06014
3.401,98.68684625,113.89989
3.402,98.71792506,114.15073
3.403,98.74902427,114.2053
3.404,98.78014377,114.23504
3.405,98.81128348,114.0766
3.406,98.84244327,114.24501
3.407,98.87362306,114.0132
3.408,98.90482273,114.22846
3.409,98.93604218,114.18828
3.41,98.96728131,114.27269
3.411,98.99854002,114.21078
3.412,99.0298182,114.40221
3.413,99.06111576,114.38372
3.414,99.09243259,114.32403
3.415,99.12376858,114.63611
3.416,99.15512365,114.5173
3.417,99.18649768,114.60955
3.418,99.21789058,114.4729
3.419,99.24930225,114.71689
3.42,99.28073258,114.65189
3.421,99.31218148,114.73055
3.422,99.34364884,114.83247
3.423,99.37513456,114.8544
3.424,99.40663855,114.90117
3.425,99.43816071,114.92911
3.426,99.46970093,114.79762
3.427,99.50125912,114.64602
3.428,99.53283518,114.89012
3.429,99.56442901,115.1763
3.43,99.59604051,114.97564
3.431,99.62766958,115.11461
3.432,99.65931613,115.11371
3.433,99.69098006,115.16973
3.434,99.72266126,115.02792
3.435,99.75435965,115.17343
3.436,99.78607513,115.17038
3.437,99.8178076,115.48778
3.438,99.84955695,115.32546
3.439,99.88132311,115.4386
3.44,99.91310596,115.44045
3.441,99.94490541,115.61108
3.442,99.97672138,115.56587
3.443,100.0085538,115.48984
3.444,100.0404024,115.45945
3.445,100.0722674,115.56921
3.446,100.1041484,115.69417
3.447,100.1360455,115.68406
3.448,100.1679585,115.69949
3.449,100.1998873,115.77949
3.45,100.2318319,115.58221
3.451,100.2637922,115.96434
3.452,100.295768,115.85712
3.453,100.3277593,115.82117
3.454,100.3597659,115.78144
3.455,100.3917879,115.84327
3.456,100.423825,115.93634
3.457,100.4558772,116.22737
3.458,100.4879444,115.9726
3.459,100.5200265,116.21963
3.46,100.5521235,116.11464
3.461,100.5842352,116.33136
3.462,100.6163615,116.21022
3.463,100.6485023,116.14266
3.464,100.6806576,116.38652
3.465,100.7128273,116.32878
3.466,100.7450112,116.41261
3.467,100.7772093,116.49014
3.468,100.8094215,116.55765
3.469,100.8416477,116.60922
3.47,100.8738878,116.4709
3.471,100.9061417,116.35585
3.472,100.9384093,116.52675
3.473,100.9706906,116.53146
3.474,101.0029854,116.68219
3.475,101.0352937,116.5437
3.476,101.0676154,116.76398
3.477,101.0999503,116.56269
3.478,101.1322985,116.74396
3.479,101.1646597,116.69758
3.48,101.197034,116.70265
3.481,101.2294211,117.03192
3.482,101.2618212,117.06333
3.483,101.2942339,116.89127
3.484,101.3266594,117.24803
3.485,101.3590974,117.22578
3.486,101.3915479,117.11815
3.487,101.4240108,117.27034
3.488,101.4564861,117.28902
3.489,101.4889735,117.27588
3.49,101.5214732,116.98882
3.491,101.5539848,117.2774
3.492,101.5865085,117.29875
3.493,101.619044,117.32538
3.494,101.6515914,117.36308
3.495,101.6841504,117.34065
3.496,101.7167211,117.66627
3.497,101.7493033,117.49807
3.498,101.781897,117.55138
3.499,101.8145021,117.60364
3.5,101.8471185,117.59421
3.501,101.8797461,117.65604
3.502,101.9123848,117.72597
3.503,101.9450345,117.75405
3.504,101.9776952,117.83078
3.505,102.0103668,117.9396
3.506,102.0430492,117.82785
3.507,102.0757423,117.8713
3.508,102.108446,118.01546
3.509,102.1411602,118.02757
3.51,102.1738849,118.03668
3.511,102.20662,118.07796
3.512,102.2393654,118.03431
3.513,102.272121,118.15769
3.514,102.3048867,118.13008
3.515,102.3376625,117.99526
3.516,102.3704483,118.13589
3.517,102.4032439,118.18429
3.518,102.4360493,118.21551
3.519,102.4688645,118.39625
3.52,102.5016893,118.42559
3.521,102.5345237,118.38557
3.522,102.5673675,118.32243
3.523,102.6002208,118.62348
3.524,102.6330834,118.6084
3.525,102.6659552,118.56192
3.526,102.6988362,118.61981
3.527,102.7317263,118.63892
3.528,102.7646254,118.5106
3.529,102.7975334,118.65932
3.53,102.8304502,118.65842
3.531,102.8633759,118.87252
3.532,102.8963102,118.94846
3.533,102.9292531,118.96588
3.534,102.9622045,118.77759
3.535,102.9951645,118.96927
3.536,103.0281327,118.92302
3.537,103.0611093,119.03845
3.538,103.0940941,119.2805
3.539,103.1270871,119.05855
3.54,103.1600881,119.18785
3.541,103.1930971,119.21207
3.542,103.226114,119.14512
3.543,103.2591387,119.0913
3.544,103.2921712,119.38727
3.545,103.3252114,119.30745
3.546,103.3582592,119.2796
3.547,103.3913145,119.40896
3.548,103.4243773,119.51819
3.549,103.4574474,119.57507
3.55,103.4905249,119.4817
3.551,103.5236095,119.62754
3.552,103.5567014,119.62721
3.553,103.5898003,119.43793
3.554,103.6229062,119.64607
3.555,103.656019,119.62662
3.556,103.6891386,119.64924
3.557,103.7222651,119.55377
3.558,103.7553982,119.81932
3.559,103.788538,119.90349
3.56,103.8216843,119.98878
3.561,103.8548371,119.8224
3.562,103.8879963,119.82391
3.563,103.9211618,120.07185
3.564,103.9543336,120.03
3.565,103.9875116,120.07449
3.566,104.0206956,120.21941
3.567,104.0538858,120.06427
3.568,104.0870818,120.06963
3.569,104.1202838,120.2924
3.57,104.1534916,120.27491
3.571,104.1867051,120.0419
3.572,104.2199243,120.48447
3.573,104.2531491,120.5084
3.574,104.2863794,120.46973
3.575,104.3196152,120.49779
3.576,104.3528564,120.62363
3.577,104.3861028,120.3681
3.578,104.4193546,120.58289
3.579,104.4526115,120.504
3.58,104.4858734,120.73553
3.581,104.5191404,120.79678
3.582,104.5524124,120.70533
3.583,104.5856893,120.87877
3.584,104.6189709,120.82534
3.585,104.6522573,120.71497
3.586,104.6855484,120.79231
3.587,104.7188441,120.90213
3.588,104.7521443,120.80513
3.589,104.785449,121.18468
3.59,104.818758,120.9262
3.591,104.8520714,121.07975
3.592,104.8853891,121.04984
3.593,104.9187109,121.19075
3.594,104.9520368,120.98619
3.595,104.9853668,121.15183
3.596,105.0187008,121.26594
3.597,105.0520386,121.16616
3.598,105.0853803,121.28198
3.599,105.1187258,121.35875
3.6,105.1520749,121.50083
3.601,105.1854277,121.56624
3.602,105.2187841,121.36885
3.603,105.2521439,121.60699
3.604,105.2855072,121.57297
3.605,105.3188738,121.51299
3.606,105.3522438,121.64801
3.607,105.3856169,121.73335
3.608,105.4189932,121.76886
3.609,105.4523726,121.76053
3.61,105.485755,121.70236
3.611,105.5191403,121.64856
3.612,105.5525286,121.81181
3.613,105.5859196,121.83876
3.614,105.6193134,121.78119
3.615,105.6527099,122.01779
3.616,105.686109,122.23997
3.617,105.7195107,122.06332
3.618,105.7529148,122.14057
3.619,105.7863214,122.11093
3.62,105.8197303,122.16356
3.621,105.8531415,122.27148
3.622,105.8865549,122.13475
3.623,105.9199704,122.24787
3.624,105.9533881,122.48268
3.625,105.9868078,122.32864
3.626,106.0202294,122.34654
3.627,106.0536529,122.62387
3.628,106.0870782,122.49637
3.629,106.1205053,122.54894
3.63,106.1539341,122.53267
3.631,106.1873645,122.6007
3.632,106.2207965,122.67566
3.633,106.25423,122.53324
3.634,106.2876649,122.67358
3.635,106.3211012,122.75358
3.636,106.3545388,122.85005
3.637,106.3879776,122.99441
3.638,106.4214176,123.00934
3.639,106.4548587,122.85643
3.64,106.4883009,122.84389
3.641,106.521744,122.74463
3.642,106.5551881,122.9946
3.643,106.588633,122.94792
3.644,106.6220787,123.18457
3.645,106.6555252,123.15613
3.646,106.6889723,123.23427
3.647,106.72242,123.21437
3.648,106.7558682,123.10018
3.649,106.7893169,123.148
3.65,106.822766,123.13064
3.651,106.8562155,123.6243
3.652,106.8896653,123.35422
3.653,106.9231152,123.52709
3.654,106.9565654,123.45095
3.655,106.9900156,123.64347
3.656,107.0234659,123.7972
3.657,107.0569161,123.49864
3.658,107.0903663,123.58469
3.659,107.1238162,123.66261
3.66,107.157266,123.67199
3.661,107.1907155,123.61007
3.662,107.2241647,123.71243
3.663,107.2576134,123.8076
3.664,107.2910617,123.92099
3.665,107.3245095,124.01403
3.666,107.3579566,123.99762
3.667,107.3914032,124.05826
3.668,107.424849,123.86773
3.669,107.458294,124.05748
3.67,107.4917382,124.36391
3.671,107.5251815,124.19901
3.672,107.5586239,124.13829
3.673,107.5920652,124.05343
3.674,107.6255054,124.11536
3.675,107.6589445,124.25813
3.676,107.6923825,124.4446
3.677,107.7258191,124.41809
3.678,107.7592544,124.54391
3.679,107.7926884,124.37135
3.68,107.8261208,124.4483
3.681,107.8595518,124.7333
3.682,107.8929812,124.58589
3.683,107.926409,124.692
3.684,107.9598351,124.77693
3.685,107.9932595,124.73493
3.686,108.026682,124.70197
3.687,108.0601027,124.87581
3.688,108.0935215,124.80895
3.689,108.1269382,124.94363
3.69,108.1603529,125.02186
3.691,108.1937656,125.02286
3.692,108.227176,124.94626
3.693,108.2605842,125.13738
3.694,108.2939901,125.17387
3.695,108.3273937,125.03668
3.696,108.3607949,125.19377
3.697,108.3941936,125.42732
3.698,108.4275898,125.17703
3.699,108.4609834,125.28522
3.7,108.4943743,125.43088
3.701,108.5277626,125.37791
3.702,108.561148,125.46982
3.703,108.5945307,125.38594
3.704,108.6279105,125.47359
3.705,108.6612873,125.60283
3.706,108.6946612,125.44537
3.707,108.728032,125.5893
3.708,108.7613996,125.69173
3.709,108.7947641,125.80077
3.71,108.8281254,125.73475
3.711,108.8614834,125.69443
3.712,108.894838,125.90007
3.713,108.9281892,125.96025
3.714,108.9615369,126.00209
3.715,108.9948811,125.9637
3.716,109.0282218,125.81882
3.717,109.0615587,125.80643
3.718,109.094892,126.21216
3.719,109.1282216,126.26738
3.72,109.1615473,126.13852
3.721,109.1948691,126.2051
3.722,109.228187,126.42702
3.723,109.2615009,126.20288
3.724,109.2948107,126.43824
3.725,109.3281165,126.34879
3.726,109.3614181,126.30786
3.727,109.3947154,126.56846
3.728,109.4280085,126.23975
3.729,109.4612972,126.5157
3.73,109.4945816,126.57137
3.731,109.5278615,126.76257
3.732,109.5611368,126.62844
3.733,109.5944076,126.65274
3.734,109.6276738,126.77212
3.735,109.6609353,126.86164
3.736,109.6941921,126.70263
3.737,109.727444,126.79312
3.738,109.7606911,126.99791
3.739,109.7939333,126.9627
3.74,109.8271705,127.04117
3.741,109.8604027,127.06135
3.742,109.8936298,127.10479
3.743,109.9268517,127.03581
3.744,109.9600685,127.30632
3.745,109.99328,127.13962
3.746,110.0264862,127.37187
3.747,110.059687,127.30235
3.748,110.0928824,127.32339
3.749,110.1260723,127.34611
3.75,110.1592566,127.51228
3.751,110.1924354,127.63223
3.752,110.2256085,127.7319
3.753,110.2587759,127.3875
3.754,110.2919375,127.73599
3.755,110.3250933,127.36813
3.756,110.3582433,127.40174
3.757,110.3913872,127.70566
3.758,110.4245252,127.7659
3.759,110.4576572,127.91832
3.76,110.490783,127.85596
3.761,110.5239027,127.86189
3.762,110.5570161,127.72787
3.763,110.5901233,127.96455
3.764,110.6232241,128.15588
3.765,110.6563186,128.14682
3.766,110.6894066,128.11765
3.767,110.7224881,128.11801
3.768,110.755563,128.26169
3.769,110.7886313,128.19778
3.77,110.821693,128.28733
3.771,110.8547479,128.50836
3.772,110.887796,128.35014
3.773,110.9208374,128.62161
3.774,110.9538718,128.39143
3.775,110.9868992,128.27477
3.776,111.0199197,128.37391
3.777,111.052933,128.60822
3.778,111.0859393,128.52565
3.779,111.1189384,128.73521
3.78,111.1519302,128.76014
3.781,111.1849148,128.60418
3.782,111.217892,128.80599
3.783,111.2508618,128.83994
3.784,111.2838242,129.022
3.785,111.3167791,128.9696
3.786,111.3497263,128.93677
3.787,111.382666,129.07348
3.788,111.415598,129.11229
3.789,111.4485222,129.03123
3.79,111.4814387,129.20757
3.791,111.5143473,129.21109
3.792,111.547248,129.112
3.793,111.5801408,129.36222
3.794,111.6130255,129.29843
3.795,111.6459022,129.45808
3.796,111.6787707,129.32272
3.797,111.7116311,129.43485
3.798,111.7444832,129.46173
3.799,111.777327,129.55605
3.8,111.8101625,129.50168
3.801,111.8429896,129.52559
3.802,111.8758082,129.49434
3.803,111.9086183,129.8007
3.804,111.9414199,129.67546
3.805,111.9742128,129.85564
3.806,112.006997,129.94863
3.807,112.0397725,130.07637
3.808,112.0725392,130.06838
3.809,112.105297,130.01875
3.81,112.138046,130.34186
3.811,112.170786,130.2708
3.812,112.2035169,130.14955
3.813,112.2362388,129.98047
3.814,112.2689516,130.37143
3.815,112.3016552,130.21612
3.816,112.3343496,130.27492
3.817,112.3670346,130.30716
3.818,112.3997104,130.51145
3.819,112.4323767,130.36586
