Freq [GHz],S11_HFSS,S21_HFSS,S31_HFSS,S41_HFSS
3.958,-4.42128127,-7.355483054,-13.01898189,-5.423101787
3.959,-4.423727651,-7.349883043,-13.0113288,-5.424156744
3.96,-4.426179781,-7.34431622,-13.00353866,-5.425218654
3.961,-4.428637591,-7.338782417,-12.99561336,-5.426287456
3.962,-4.43110101,-7.333281465,-12.98755478,-5.427363085
3.963,-4.433569973,-7.327813197,-12.97936481,-5.428445479
3.964,-4.43604441,-7.322377445,-12.97104531,-5.429534576
3.965,-4.438524255,-7.316974044,-12.96259816,-5.430630313
3.966,-4.441009441,-7.311602827,-12.95402523,-5.43173263
3.967,-4.443499901,-7.30626363,-12.94532837,-5.432841465
3.968,-4.445995571,-7.300956288,-12.93650944,-5.433956758
3.969,-4.448496384,-7.295680639,-12.92757028,-5.435078449
3.97,-4.451002277,-7.290436517,-12.91851273,-5.436206477
3.971,-4.453513185,-7.285223763,-12.90933863,-5.437340784
3.972,-4.456029045,-7.280042213,-12.9000498,-5.43848131
3.973,-4.458549794,-7.274891706,-12.89064805,-5.439627997
3.974,-4.461075368,-7.269772083,-12.8811352,-5.440780787
3.975,-4.463605705,-7.264683184,-12.87151304,-5.441939622
3.976,-4.466140745,-7.259624849,-12.86178336,-5.443104445
3.977,-4.468680425,-7.25459692,-12.85194793,-5.444275199
3.978,-4.471224686,-7.249599239,-12.84200854,-5.445451827
3.979,-4.473773466,-7.244631649,-12.83196693,-5.446634274
3.98,-4.476326706,-7.239693995,-12.82182487,-5.447822483
3.981,-4.478884347,-7.234786119,-12.81158407,-5.4490164
3.982,-4.481446329,-7.229907868,-12.80124628,-5.450215969
3.983,-4.484012595,-7.225059085,-12.79081321,-5.451421136
3.984,-4.486583087,-7.220239619,-12.78028656,-5.452631846
3.985,-4.489157747,-7.215449315,-12.76966802,-5.453848047
3.986,-4.491736518,-7.210688021,-12.75895928,-5.455069683
3.987,-4.494319344,-7.205955585,-12.748162,-5.456296704
3.988,-4.496906168,-7.201251856,-12.73727784,-5.457529055
3.989,-4.499496935,-7.196576684,-12.72630844,-5.458766684
3.99,-4.50209159,-7.191929919,-12.71525544,-5.460009541
3.991,-4.504690079,-7.187311411,-12.70412044,-5.461257572
3.992,-4.507292345,-7.182721012,-12.69290506,-5.462510727
3.993,-4.509898337,-7.178158574,-12.68161088,-5.463768956
3.994,-4.512508,-7.173623949,-12.67023948,-5.465032207
3.995,-4.515121282,-7.169116992,-12.65879243,-5.46630043
3.996,-4.51773813,-7.164637556,-12.64727127,-5.467573577
3.997,-4.520358492,-7.160185496,-12.63567755,-5.468851597
3.998,-4.522982316,-7.155760667,-12.62401278,-5.470134442
3.999,-4.52560955,-7.151362926,-12.61227847,-5.471422063
4,-4.528240145,-7.146992128,-12.60047612,-5.472714411
4.001,-4.53087405,-7.142648131,-12.58860721,-5.474011439
4.002,-4.533511214,-7.138330793,-12.5766732,-5.475313099
4.003,-4.536151588,-7.134039974,-12.56467555,-5.476619343
4.004,-4.538795123,-7.12977553,-12.55261569,-5.477930126
4.005,-4.54144177,-7.125537324,-12.54049504,-5.4792454
4.006,-4.544091481,-7.121325215,-12.52831501,-5.480565118
4.007,-4.546744207,-7.117139063,-12.516077,-5.481889236
4.008,-4.549399902,-7.112978732,-12.50378238,-5.483217707
4.009,-4.552058517,-7.108844084,-12.49143252,-5.484550487
4.01,-4.554720007,-7.10473498,-12.47902877,-5.48588753
4.011,-4.557384325,-7.100651286,-12.46657246,-5.487228791
4.012,-4.560051425,-7.096592865,-12.45406492,-5.488574227
4.013,-4.562721261,-7.092559582,-12.44150744,-5.489923794
4.014,-4.565393787,-7.088551303,-12.42890132,-5.491277447
4.015,-4.568068961,-7.084567894,-12.41624784,-5.492635144
4.016,-4.570746735,-7.080609221,-12.40354825,-5.493996841
4.017,-4.573427068,-7.076675153,-12.39080381,-5.495362497
4.018,-4.576109915,-7.072765556,-12.37801575,-5.496732068
4.019,-4.578795232,-7.068880301,-12.36518527,-5.498105512
4.02,-4.581482977,-7.065019255,-12.3523136,-5.499482788
4.021,-4.584173107,-7.061182289,-12.33940191,-5.500863855
4.022,-4.58686558,-7.057369273,-12.32645138,-5.50224867
4.023,-4.589560354,-7.053580078,-12.31346317,-5.503637194
4.024,-4.592257387,-7.049814577,-12.30043842,-5.505029386
4.025,-4.594956639,-7.046072641,-12.28737827,-5.506425205
4.026,-4.597658068,-7.042354143,-12.27428383,-5.507824612
4.027,-4.600361635,-7.038658956,-12.26115621,-5.509227566
4.028,-4.603067299,-7.034986956,-12.24799648,-5.51063403
4.029,-4.60577502,-7.031338015,-12.23480574,-5.512043962
4.03,-4.608484759,-7.027712011,-12.22158503,-5.513457326
4.031,-4.611196478,-7.024108818,-12.20833541,-5.514874082
4.032,-4.613910136,-7.020528314,-12.1950579,-5.516294192
4.033,-4.616625696,-7.016970375,-12.18175352,-5.517717618
4.034,-4.619343121,-7.013434878,-12.16842329,-5.519144323
4.035,-4.622062371,-7.009921703,-12.15506818,-5.520574269
4.036,-4.62478341,-7.006430728,-12.14168919,-5.522007419
4.037,-4.627506201,-7.002961832,-12.12828726,-5.523443736
4.038,-4.630230708,-6.999514895,-12.11486336,-5.524883184
4.039,-4.632956893,-6.996089798,-12.10141842,-5.526325727
4.04,-4.63568472,-6.992686423,-12.08795337,-5.527771328
4.041,-4.638414155,-6.98930465,-12.07446911,-5.529219952
4.042,-4.641145161,-6.985944363,-12.06096655,-5.530671563
4.043,-4.643877704,-6.982605443,-12.04744656,-5.532126126
4.044,-4.646611748,-6.979287775,-12.03391004,-5.533583607
4.045,-4.64934726,-6.975991242,-12.02035782,-5.53504397
4.046,-4.652084204,-6.97271573,-12.00679077,-5.536507182
4.047,-4.654822548,-6.969461122,-11.99320971,-5.537973207
4.048,-4.657562258,-6.966227306,-11.97961547,-5.539442013
4.049,-4.6603033,-6.963014166,-11.96600886,-5.540913565
4.05,-4.663045641,-6.95982159,-11.95239067,-5.542387831
4.051,-4.66578925,-6.956649466,-11.9387617,-5.543864776
4.052,-4.668534092,-6.953497681,-11.92512272,-5.545344368
4.053,-4.671280138,-6.950366123,-11.91147449,-5.546826575
4.054,-4.674027353,-6.947254682,-11.89781775,-5.548311364
4.055,-4.676775708,-6.944163247,-11.88415326,-5.549798703
4.056,-4.679525172,-6.941091709,-11.87048174,-5.55128856
4.057,-4.682275712,-6.938039957,-11.8568039,-5.552780904
4.058,-4.685027298,-6.935007883,-11.84312045,-5.554275702
4.059,-4.687779901,-6.93199538,-11.82943209,-5.555772924
4.06,-4.69053349,-6.929002338,-11.81573949,-5.557272539
4.061,-4.693288035,-6.926028651,-11.80204333,-5.558774516
4.062,-4.696043507,-6.923074212,-11.78834426,-5.560278825
4.063,-4.698799876,-6.920138915,-11.77464295,-5.561785435
4.064,-4.701557114,-6.917222655,-11.76094003,-5.563294316
4.065,-4.704315192,-6.914325325,-11.74723613,-5.564805439
4.066,-4.707074081,-6.911446822,-11.73353187,-5.566318774
4.067,-4.709833754,-6.908587042,-11.71982785,-5.567834292
4.068,-4.712594182,-6.905745881,-11.70612468,-5.569351963
4.069,-4.715355338,-6.902923235,-11.69242295,-5.570871758
4.07,-4.718117194,-6.900119003,-11.67872323,-5.57239365
4.071,-4.720879723,-6.897333082,-11.6650261,-5.573917609
4.072,-4.723642899,-6.894565371,-11.65133211,-5.575443607
4.073,-4.726406694,-6.891815769,-11.63764181,-5.576971616
4.074,-4.729171082,-6.889084175,-11.62395574,-5.578501609
4.075,-4.731936038,-6.886370489,-11.61027445,-5.580033557
4.076,-4.734701535,-6.883674612,-11.59659843,-5.581567433
4.077,-4.737467548,-6.880996445,-11.58292822,-5.583103211
4.078,-4.740234051,-6.878335889,-11.56926432,-5.584640863
4.079,-4.743001019,-6.875692846,-11.55560721,-5.586180362
4.08,-4.745768427,-6.873067219,-11.54195739,-5.587721682
4.081,-4.748536251,-6.87045891,-11.52831533,-5.589264797
4.082,-4.751304466,-6.867867823,-11.5146815,-5.590809679
4.083,-4.754073047,-6.865293863,-11.50105637,-5.592356304
4.084,-4.756841972,-6.862736932,-11.48744039,-5.593904646
4.085,-4.759611215,-6.860196937,-11.47383399,-5.595454678
4.086,-4.762380755,-6.857673783,-11.46023762,-5.597006376
4.087,-4.765150566,-6.855167375,-11.4466517,-5.598559715
4.088,-4.767920626,-6.852677619,-11.43307666,-5.600114668
4.089,-4.770690913,-6.850204424,-11.4195129,-5.601671213
4.09,-4.773461404,-6.847747694,-11.40596084,-5.603229323
4.091,-4.776232075,-6.84530734,-11.39242086,-5.604788975
4.092,-4.779002906,-6.842883268,-11.37889336,-5.606350144
4.093,-4.781773874,-6.840475387,-11.36537872,-5.607912806
4.094,-4.784544957,-6.838083607,-11.35187732,-5.609476938
4.095,-4.787316133,-6.835707836,-11.33838952,-5.611042515
4.096,-4.790087382,-6.833347986,-11.32491568,-5.612609515
4.097,-4.792858682,-6.831003966,-11.31145615,-5.614177914
4.098,-4.795630012,-6.828675687,-11.29801129,-5.615747688
4.099,-4.798401352,-6.826363061,-11.28458143,-5.617318815
4.1,-4.80117268,-6.824065999,-11.27116691,-5.618891272
4.101,-4.803943977,-6.821784414,-11.25776805,-5.620465037
4.102,-4.806715223,-6.819518219,-11.24438517,-5.622040086
4.103,-4.809486396,-6.817267326,-11.23101858,-5.623616399
4.104,-4.812257478,-6.815031649,-11.2176686,-5.625193952
4.105,-4.81502845,-6.812811103,-11.20433552,-5.626772723
4.106,-4.817799291,-6.810605601,-11.19101964,-5.628352692
4.107,-4.820569982,-6.808415058,-11.17772125,-5.629933836
4.108,-4.823340505,-6.806239391,-11.16444062,-5.631516133
4.109,-4.82611084,-6.804078514,-11.15117805,-5.633099564
4.11,-4.82888097,-6.801932344,-11.13793378,-5.634684106
4.111,-4.831650875,-6.799800797,-11.1247081,-5.636269739
4.112,-4.834420537,-6.79768379,-11.11150126,-5.637856441
4.113,-4.837189938,-6.795581241,-11.09831352,-5.639444193
4.114,-4.839959061,-6.793493068,-11.08514512,-5.641032974
4.115,-4.842727887,-6.791419189,-11.0719963,-5.642622764
4.116,-4.845496399,-6.789359522,-11.05886731,-5.644213541
4.117,-4.84826458,-6.787313987,-11.04575838,-5.645805288
4.118,-4.851032412,-6.785282503,-11.03266973,-5.647397983
4.119,-4.853799878,-6.78326499,-11.01960159,-5.648991607
4.12,-4.856566961,-6.781261369,-11.00655417,-5.65058614
4.121,-4.859333646,-6.77927156,-10.99352768,-5.652181563
4.122,-4.862099914,-6.777295484,-10.98052234,-5.653777857
4.123,-4.86486575,-6.775333063,-10.96753834,-5.655375004
4.124,-4.867631137,-6.773384219,-10.95457589,-5.656972982
4.125,-4.87039606,-6.771448873,-10.94163517,-5.658571776
4.126,-4.873160503,-6.76952695,-10.92871637,-5.660171364
4.127,-4.875924449,-6.767618371,-10.91581969,-5.66177173
4.128,-4.878687883,-6.765723061,-10.90294529,-5.663372854
4.129,-4.88145079,-6.763840943,-10.89009335,-5.664974718
4.13,-4.884213154,-6.761971941,-10.87726405,-5.666577305
4.131,-4.886974961,-6.760115981,-10.86445755,-5.668180597
4.132,-4.889736195,-6.758272987,-10.85167402,-5.669784575
4.133,-4.892496841,-6.756442885,-10.83891361,-5.671389222
4.134,-4.895256885,-6.7546256,-10.82617647,-5.672994521
4.135,-4.898016312,-6.752821059,-10.81346276,-5.674600454
4.136,-4.900775108,-6.751029188,-10.80077262,-5.676207003
4.137,-4.903533258,-6.749249914,-10.7881062,-5.677814153
4.138,-4.906290749,-6.747483165,-10.77546364,-5.679421886
4.139,-4.909047566,-6.745728867,-10.76284506,-5.681030184
4.14,-4.911803695,-6.74398695,-10.75025061,-5.682639032
4.141,-4.914559124,-6.742257342,-10.73768041,-5.684248412
4.142,-4.917313837,-6.74053997,-10.72513458,-5.685858309
4.143,-4.920067823,-6.738834766,-10.71261324,-5.687468706
4.144,-4.922821067,-6.737141657,-10.70011652,-5.689079587
4.145,-4.925573556,-6.735460574,-10.68764452,-5.690690935
4.146,-4.928325277,-6.733791447,-10.67519736,-5.692302735
4.147,-4.931076218,-6.732134206,-10.66277515,-5.693914971
4.148,-4.933826366,-6.730488783,-10.65037798,-5.695527627
4.149,-4.936575707,-6.728855109,-10.63800596,-5.697140688
4.15,-4.93932423,-6.727233115,-10.62565919,-5.698754137
4.151,-4.942071922,-6.725622734,-10.61333776,-5.700367961
4.152,-4.94481877,-6.724023897,-10.60104176,-5.701982144
4.153,-4.947564763,-6.722436538,-10.58877129,-5.703596669
4.154,-4.950309888,-6.720860589,-10.57652643,-5.705211524
4.155,-4.953054134,-6.719295983,-10.56430726,-5.706826692
4.156,-4.955797488,-6.717742655,-10.55211386,-5.708442159
4.157,-4.958539939,-6.716200538,-10.53994631,-5.71005791
4.158,-4.961281476,-6.714669567,-10.52780468,-5.711673931
4.159,-4.964022087,-6.713149677,-10.51568905,-5.713290207
4.16,-4.96676176,-6.711640801,-10.50359949,-5.714906725
4.161,-4.969500485,-6.710142877,-10.49153605,-5.716523469
4.162,-4.972238249,-6.708655839,-10.47949882,-5.718140426
4.163,-4.974975043,-6.707179623,-10.46748785,-5.719757581
4.164,-4.977710855,-6.705714167,-10.45550319,-5.721374922
4.165,-4.980445675,-6.704259406,-10.44354491,-5.722992433
4.166,-4.983179491,-6.702815277,-10.43161306,-5.724610103
4.167,-4.985912293,-6.701381718,-10.41970769,-5.726227916
4.168,-4.988644071,-6.699958666,-10.40782885,-5.727845859
4.169,-4.991374814,-6.69854606,-10.39597659,-5.72946392
4.17,-4.994104511,-6.697143838,-10.38415096,-5.731082085
4.171,-4.996833154,-6.695751937,-10.37235199,-5.73270034
4.172,-4.999560731,-6.694370298,-10.36057974,-5.734318674
4.173,-5.002287232,-6.692998859,-10.34883423,-5.735937072
4.174,-5.005012648,-6.691637559,-10.33711551,-5.737555522
4.175,-5.007736969,-6.690286339,-10.32542361,-5.739174012
4.176,-5.010460185,-6.688945139,-10.31375857,-5.740792528
4.177,-5.013182286,-6.687613899,-10.30212041,-5.742411058
4.178,-5.015903264,-6.68629256,-10.29050916,-5.74402959
4.179,-5.018623107,-6.684981063,-10.27892485,-5.745648111
4.18,-5.021341808,-6.683679349,-10.26736752,-5.74726661
4.181,-5.024059357,-6.68238736,-10.25583717,-5.748885073
4.182,-5.026775744,-6.681105037,-10.24433383,-5.750503489
4.183,-5.029490961,-6.679832324,-10.23285752,-5.752121846
4.184,-5.032204998,-6.678569162,-10.22140827,-5.753740132
4.185,-5.034917847,-6.677315494,-10.20998608,-5.755358336
4.186,-5.037629498,-6.676071264,-10.19859097,-5.756976444
4.187,-5.040339944,-6.674836415,-10.18722296,-5.758594447
4.188,-5.043049175,-6.67361089,-10.17588205,-5.760212333
4.189,-5.045757182,-6.672394634,-10.16456826,-5.761830089
4.19,-5.048463958,-6.671187591,-10.1532816,-5.763447705
4.191,-5.051169493,-6.669989704,-10.14202207,-5.76506517
4.192,-5.05387378,-6.66880092,-10.13078967,-5.766682471
4.193,-5.05657681,-6.667621183,-10.11958442,-5.768299599
4.194,-5.059278575,-6.666450439,-10.10840631,-5.769916543
4.195,-5.061979066,-6.665288633,-10.09725535,-5.77153329
4.196,-5.064678276,-6.664135711,-10.08613154,-5.773149831
4.197,-5.067376197,-6.66299162,-10.07503487,-5.774766155
4.198,-5.07007282,-6.661856305,-10.06396534,-5.776382251
4.199,-5.072768138,-6.660729715,-10.05292295,-5.777998108
4.2,-5.075462144,-6.659611795,-10.04190769,-5.779613717
4.201,-5.078154829,-6.658502492,-10.03091955,-5.781229066
4.202,-5.080846185,-6.657401756,-10.01995854,-5.782844145
4.203,-5.083536206,-6.656309533,-10.00902463,-5.784458944
4.204,-5.086224883,-6.655225771,-9.99811782,-5.786073453
4.205,-5.08891221,-6.654150419,-9.987238098,-5.787687662
4.206,-5.091598178,-6.653083426,-9.976385451,-5.789301561
4.207,-5.094282781,-6.65202474,-9.965559864,-5.790915139
4.208,-5.096966011,-6.650974311,-9.954761323,-5.792528387
4.209,-5.099647861,-6.649932088,-9.943989813,-5.794141296
4.21,-5.102328325,-6.64889802,-9.933245316,-5.795753854
4.211,-5.105007394,-6.647872058,-9.922527814,-5.797366054
4.212,-5.107685062,-6.646854152,-9.911837289,-5.798977885
4.213,-5.110361321,-6.645844251,-9.901173721,-5.800589337
4.214,-5.113036166,-6.644842308,-9.890537089,-5.802200402
4.215,-5.115709589,-6.643848273,-9.879927371,-5.803811069
4.216,-5.118381584,-6.642862096,-9.869344544,-5.805421331
4.217,-5.121052143,-6.641883731,-9.858788585,-5.807031176
4.218,-5.12372126,-6.640913127,-9.848259469,-5.808640597
4.219,-5.126388928,-6.639950237,-9.837757171,-5.810249584
4.22,-5.129055142,-6.638995014,-9.827281664,-5.811858128
4.221,-5.131719894,-6.638047409,-9.816832922,-5.813466221
4.222,-5.134383177,-6.637107375,-9.806410916,-5.815073853
4.223,-5.137044986,-6.636174866,-9.796015617,-5.816681015
4.224,-5.139705314,-6.635249834,-9.785646997,-5.8182877
4.225,-5.142364155,-6.634332233,-9.775305025,-5.819893897
4.226,-5.145021503,-6.633422017,-9.764989669,-5.821499599
4.227,-5.147677351,-6.632519138,-9.754700899,-5.823104798
4.228,-5.150331693,-6.631623553,-9.744438681,-5.824709484
4.229,-5.152984523,-6.630735213,-9.734202982,-5.826313649
4.23,-5.155635835,-6.629854075,-9.723993768,-5.827917284
4.231,-5.158285624,-6.628980093,-9.713811006,-5.829520383
4.232,-5.160933882,-6.628113223,-9.703654659,-5.831122936
4.233,-5.163580604,-6.627253418,-9.693524691,-5.832724935
4.234,-5.166225785,-6.626400635,-9.683421067,-5.834326372
4.235,-5.168869418,-6.62555483,-9.673343748,-5.835927239
4.236,-5.171511497,-6.624715958,-9.663292698,-5.837527528
4.237,-5.174152017,-6.623883976,-9.653267878,-5.839127231
4.238,-5.176790973,-6.62305884,-9.643269249,-5.840726341
4.239,-5.179428357,-6.622240507,-9.633296771,-5.842324849
4.24,-5.182064166,-6.621428933,-9.623350404,-5.843922748
4.241,-5.184698393,-6.620624075,-9.613430109,-5.84552003
4.242,-5.187331032,-6.619825892,-9.603535843,-5.847116688
4.243,-5.189962078,-6.619034339,-9.593667565,-5.848712714
4.244,-5.192591526,-6.618249375,-9.583825233,-5.8503081
4.245,-5.19521937,-6.617470959,-9.574008805,-5.851902839
4.246,-5.197845605,-6.616699047,-9.564218237,-5.853496923
4.247,-5.200470225,-6.615933599,-9.554453486,-5.855090346
4.248,-5.203093225,-6.615174573,-9.544714508,-5.8566831
4.249,-5.2057146,-6.614421927,-9.535001258,-5.858275177
4.25,-5.208334344,-6.613675621,-9.525313692,-5.859866571
4.251,-5.210952452,-6.612935614,-9.515651763,-5.861457275
4.252,-5.213568919,-6.612201865,-9.506015428,-5.863047281
4.253,-5.21618374,-6.611474334,-9.496404638,-5.864636582
4.254,-5.21879691,-6.610752981,-9.486819348,-5.866225172
4.255,-5.221408423,-6.610037765,-9.477259512,-5.867813043
4.256,-5.224018275,-6.609328648,-9.467725081,-5.869400189
4.257,-5.226626459,-6.608625588,-9.458216008,-5.870986602
4.258,-5.229232973,-6.607928548,-9.448732245,-5.872572277
4.259,-5.231837809,-6.607237488,-9.439273744,-5.874157206
4.26,-5.234440964,-6.606552369,-9.429840456,-5.875741383
4.261,-5.237042433,-6.605873151,-9.420432333,-5.8773248
4.262,-5.239642209,-6.605199798,-9.411049324,-5.878907453
4.263,-5.24224029,-6.604532269,-9.401691381,-5.880489333
4.264,-5.244836669,-6.603870527,-9.392358453,-5.882070435
4.265,-5.247431342,-6.603214535,-9.383050491,-5.883650752
4.266,-5.250024305,-6.602564254,-9.373767443,-5.885230277
4.267,-5.252615552,-6.601919646,-9.36450926,-5.886809006
4.268,-5.255205078,-6.601280675,-9.355275889,-5.88838693
4.269,-5.257792879,-6.600647302,-9.346067281,-5.889964044
4.27,-5.26037895,-6.600019492,-9.336883383,-5.891540342
4.271,-5.262963287,-6.599397207,-9.327724144,-5.893115818
4.272,-5.265545884,-6.59878041,-9.318589512,-5.894690465
4.273,-5.268126738,-6.598169066,-9.309479434,-5.896264277
4.274,-5.270705843,-6.597563138,-9.300393858,-5.89783725
4.275,-5.273283195,-6.596962589,-9.291332732,-5.899409375
4.276,-5.275858789,-6.596367384,-9.282296003,-5.900980648
4.277,-5.278432621,-6.595777487,-9.273283617,-5.902551063
4.278,-5.281004687,-6.595192864,-9.264295522,-5.904120614
4.279,-5.283574981,-6.594613477,-9.255331665,-5.905689295
4.28,-5.286143499,-6.594039293,-9.246391991,-5.9072571
4.281,-5.288710237,-6.593470275,-9.237476446,-5.908824024
4.282,-5.29127519,-6.592906391,-9.228584978,-5.910390061
4.283,-5.293838354,-6.592347604,-9.219717532,-5.911955206
4.284,-5.296399725,-6.59179388,-9.210874053,-5.913519452
4.285,-5.298959297,-6.591245186,-9.202054488,-5.915082794
4.286,-5.301517067,-6.590701486,-9.193258782,-5.916645228
4.287,-5.30407303,-6.590162748,-9.184486881,-5.918206746
4.288,-5.306627183,-6.589628937,-9.175738728,-5.919767344
4.289,-5.309179519,-6.589100019,-9.167014271,-5.921327017
4.29,-5.311730036,-6.588575963,-9.158313453,-5.92288576
4.291,-5.314278729,-6.588056733,-9.14963622,-5.924443566
4.292,-5.316825593,-6.587542297,-9.140982517,-5.92600043
4.293,-5.319370625,-6.587032623,-9.132352288,-5.927556348
4.294,-5.32191382,-6.586527677,-9.123745477,-5.929111314
4.295,-5.324455173,-6.586027428,-9.11516203,-5.930665324
4.296,-5.326994681,-6.585531842,-9.10660189,-5.932218371
4.297,-5.32953234,-6.585040887,-9.098065003,-5.933770451
4.298,-5.332068144,-6.584554532,-9.089551312,-5.935321559
4.299,-5.334602091,-6.584072745,-9.081060761,-5.93687169
4.3,-5.337134175,-6.583595493,-9.072593295,-5.938420838
4.301,-5.339664392,-6.583122746,-9.064148858,-5.939969
4.302,-5.342192739,-6.582654471,-9.055727394,-5.94151617
4.303,-5.344719212,-6.582190639,-9.047328846,-5.943062342
4.304,-5.347243805,-6.581731217,-9.03895316,-5.944607514
4.305,-5.349766515,-6.581276175,-9.030600277,-5.946151678
4.306,-5.352287339,-6.580825482,-9.022270144,-5.947694832
4.307,-5.354806271,-6.580379107,-9.013962702,-5.949236969
4.308,-5.357323307,-6.579937021,-9.005677896,-5.950778086
4.309,-5.359838444,-6.579499192,-8.99741567,-5.952318178
4.31,-5.362351678,-6.579065591,-8.989175968,-5.95385724
4.311,-5.364863004,-6.578636188,-8.980958733,-5.955395267
4.312,-5.367372418,-6.578210953,-8.972763908,-5.956932256
4.313,-5.369879916,-6.577789856,-8.964591438,-5.958468201
4.314,-5.372385495,-6.577372868,-8.956441266,-5.960003097
4.315,-5.37488915,-6.57695996,-8.948313336,-5.961536942
4.316,-5.377390877,-6.576551102,-8.940207591,-5.963069729
4.317,-5.379890672,-6.576146265,-8.932123975,-5.964601455
4.318,-5.382388532,-6.575745421,-8.924062432,-5.966132116
4.319,-5.384884451,-6.575348541,-8.916022905,-5.967661706
4.32,-5.387378427,-6.574955596,-8.908005338,-5.969190222
4.321,-5.389870454,-6.574566558,-8.900009675,-5.97071766
4.322,-5.39236053,-6.574181399,-8.89203586,-5.972244014
4.323,-5.39484865,-6.57380009,-8.884083835,-5.973769282
4.324,-5.397334811,-6.573422603,-8.876153546,-5.975293458
4.325,-5.399819007,-6.573048911,-8.868244935,-5.976816539
4.326,-5.402301236,-6.572678986,-8.860357946,-5.978338521
4.327,-5.404781493,-6.572312801,-8.852492524,-5.979859399
4.328,-5.407259775,-6.571950327,-8.844648612,-5.981379169
4.329,-5.409736077,-6.571591539,-8.836826154,-5.982897828
4.33,-5.412210395,-6.571236408,-8.829025093,-5.98441537
4.331,-5.414682726,-6.570884908,-8.821245375,-5.985931794
4.332,-5.417153066,-6.570537012,-8.813486943,-5.987447093
4.333,-5.41962141,-6.570192693,-8.80574974,-5.988961265
4.334,-5.422087755,-6.569851925,-8.798033712,-5.990474306
4.335,-5.424552097,-6.569514681,-8.790338802,-5.991986211
4.336,-5.427014432,-6.569180935,-8.782664954,-5.993496977
4.337,-5.429474756,-6.568850661,-8.775012113,-5.9950066
4.338,-5.431933065,-6.568523833,-8.767380224,-5.996515077
4.339,-5.434389356,-6.568200426,-8.75976923,-5.998022403
4.34,-5.436843624,-6.567880412,-8.752179076,-5.999528574
4.341,-5.439295865,-6.567563768,-8.744609706,-6.001033588
4.342,-5.441746076,-6.567250467,-8.737061065,-6.00253744
4.343,-5.444194252,-6.566940484,-8.729533099,-6.004040126
4.344,-5.446640391,-6.566633795,-8.72202575,-6.005541644
4.345,-5.449084487,-6.566330373,-8.714538965,-6.007041989
4.346,-5.451526537,-6.566030194,-8.707072688,-6.008541159
4.347,-5.453966538,-6.565733233,-8.699626864,-6.010039148
4.348,-5.456404485,-6.565439466,-8.692201439,-6.011535954
4.349,-5.458840374,-6.565148869,-8.684796356,-6.013031574
4.35,-5.461274202,-6.564861416,-8.677411563,-6.014526003
4.351,-5.463705964,-6.564577083,-8.670047002,-6.016019239
4.352,-5.466135658,-6.564295847,-8.662702621,-6.017511278
4.353,-5.468563278,-6.564017684,-8.655378365,-6.019002116
4.354,-5.470988822,-6.563742569,-8.648074179,-6.02049175
4.355,-5.473412284,-6.563470478,-8.640790008,-6.021980177
4.356,-5.475833662,-6.56320139,-8.633525799,-6.023467394
4.357,-5.478252952,-6.562935279,-8.626281497,-6.024953396
4.358,-5.480670149,-6.562672122,-8.619057048,-6.026438182
4.359,-5.48308525,-6.562411897,-8.611852399,-6.027921747
4.36,-5.485498251,-6.562154579,-8.604667495,-6.029404089
4.361,-5.487909148,-6.561900147,-8.597502282,-6.030885203
4.362,-5.490317938,-6.561648578,-8.590356707,-6.032365088
4.363,-5.492724615,-6.561399847,-8.583230717,-6.033843739
4.364,-5.495129178,-6.561153934,-8.576124257,-6.035321154
4.365,-5.497531621,-6.560910816,-8.569037275,-6.036797329
4.366,-5.499931941,-6.560670469,-8.561969717,-6.038272261
4.367,-5.502330133,-6.560432873,-8.554921529,-6.039745948
4.368,-5.504726195,-6.560198004,-8.54789266,-6.041218386
4.369,-5.507120123,-6.559965841,-8.540883055,-6.042689572
4.37,-5.509511911,-6.559736363,-8.533892663,-6.044159504
4.371,-5.511901558,-6.559509546,-8.52692143,-6.045628177
4.372,-5.514289058,-6.55928537,-8.519969303,-6.04709559
4.373,-5.516674408,-6.559063813,-8.513036231,-6.048561738
4.374,-5.519057604,-6.558844853,-8.506122161,-6.05002662
4.375,-5.521438642,-6.55862847,-8.49922704,-6.051490233
4.376,-5.523817518,-6.558414642,-8.492350816,-6.052952572
4.377,-5.526194229,-6.558203349,-8.485493438,-6.054413637
4.378,-5.528568771,-6.557994568,-8.478654854,-6.055873423
4.379,-5.530941139,-6.55778828,-8.471835011,-6.057331928
4.38,-5.533311331,-6.557584464,-8.465033858,-6.058789148
4.381,-5.535679341,-6.557383099,-8.458251343,-6.060245083
4.382,-5.538045167,-6.557184164,-8.451487416,-6.061699727
4.383,-5.540408804,-6.55698764,-8.444742024,-6.063153079
4.384,-5.542770249,-6.556793505,-8.438015117,-6.064605137
4.385,-5.545129497,-6.556601741,-8.431306643,-6.066055896
4.386,-5.547486545,-6.556412326,-8.424616551,-6.067505355
4.387,-5.549841389,-6.556225241,-8.417944791,-6.068953511
4.388,-5.552194025,-6.556040467,-8.411291312,-6.070400361
4.389,-5.55454445,-6.555857983,-8.404656064,-6.071845903
4.39,-5.556892658,-6.555677769,-8.398038995,-6.073290134
4.391,-5.559238648,-6.555499807,-8.391440056,-6.074733051
4.392,-5.561582414,-6.555324077,-8.384859197,-6.076174651
4.393,-5.563923953,-6.55515056,-8.378296367,-6.077614933
