"Freq [GHz]","re(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'","im(S(1,1)) [] - patch_length='24mm' probe_feed_x='5.8mm'"
2.958,0.0277400428401514,0.00255887363610102
2.959,0.0235050229234781,-0.00404108978375471
2.96,0.0191664061311342,-0.0105683862171966
2.961,0.01472598807708,-0.0170206991782223
2.962,0.0101856325660616,-0.0233957714806224
2.963,0.00554726914538618,-0.0296914077133035
2.964,0.00081289055082534,-0.03590547659446
2.965,-0.00401544994659367,-0.0420359131996675
2.966,-0.00893564128550954,-0.048080721058962
2.967,-0.0139455174434522,-0.0540379741187653
2.968,-0.0190428603426954,-0.0599058185648799
2.969,-0.0242254028248178,-0.0656824745032605
2.97,-0.0294908316859758,-0.0713662374957919
2.971,-0.0348367907648303,-0.0769554799488791
2.972,-0.0402608840747878,-0.0824486523529687
2.973,-0.0457606789725053,-0.0878442843719345
2.974,-0.0513337093543071,-0.093140985781461
2.975,-0.0569774788723714,-0.0983374472562603
2.976,-0.0626894641625307,-0.103432441006385
2.977,-0.0684671180757178,-0.108424821263398
2.978,-0.0743078729050664,-0.113313524617585
2.979,-0.0802091436010697,-0.118097570207985
2.98,-0.0861683309670721,-0.12277605976722
2.981,-0.0921828248279793,-0.127348177523833
2.982,-0.0982500071648995,-0.131813189964922
2.983,-0.10436725520907,-0.136170445462572
2.984,-0.110531944488404,-0.140419373767567
2.985,-0.116741451820504,-0.144559485374578
2.986,-0.122993158246217,-0.148590370763037
2.987,-0.129284451898181,-0.152511699518367
2.988,-0.135612730799072,-0.156323219338345
2.989,-0.141975405584816,-0.160024754929791
2.99,-0.148369902148159,-0.163616206800766
2.991,-0.154793664198537,-0.167097549953776
2.992,-0.161244155734513,-0.17046883248561
2.993,-0.167718863425415,-0.173730174099485
2.994,-0.174215298899157,-0.176881764535318
2.995,-0.180731000933753,-0.179923861924027
2.996,-0.187263537550182,-0.182856791071758
2.997,-0.193810508004839,-0.185680941679954
2.998,-0.200369544680068,-0.18839676650725
2.999,-0.206938314871616,-0.191004779478997
3,-0.213514522472278,-0.193505553750365
3.001,-0.220095909551227,-0.195899719728692
3.002,-0.226680257828968,-0.198187963060859
3.003,-0.23326539004804,-0.200371022591181
3.004,-0.239849171240001,-0.202449688295316
3.005,-0.246429509889405,-0.204424799195487
3.006,-0.253004358995891,-0.20629724126216
3.007,-0.259571717035573,-0.208067945307187
3.008,-0.266129628823298,-0.209737884873219
3.009,-0.272676186277527,-0.211308074124023
3.01,-0.279209529089749,-0.212779565740125
3.011,-0.285727845300547,-0.214153448824024
3.012,-0.2922293717847,-0.215430846819011
3.013,-0.298712394647641,-0.216612915445386
3.014,-0.305175249535975,-0.217700840657685
3.015,-0.31161632186471,-0.218695836626315
3.016,-0.318034046964042,-0.219599143746735
3.017,-0.324426910148556,-0.220412026679157
3.018,-0.33079344671195,-0.22113577242149
3.019,-0.337132241850152,-0.22177168841804
3.02,-0.343441930516069,-0.222321100706278
3.021,-0.349721197209034,-0.222785352103764
3.022,-0.355968775702117,-0.223165800437116
3.023,-0.36218344871045,-0.223463816814737
3.024,-0.368364047503768,-0.223680783944747
3.025,-0.374509451466274,-0.223818094499474
3.026,-0.380618587606985,-0.223877149527603
3.027,-0.38669043002364,-0.223859356914909
3.028,-0.392723999323308,-0.223766129894391
3.029,-0.398718362002562,-0.223598885606376
3.03,-0.404672629790394,-0.223359043709077
3.031,-0.410585958956562,-0.22304802503989
3.032,-0.416457549588419,-0.222667250327621
3.033,-0.422286644838779,-0.222218138955645
3.034,-0.428072530147731,-0.221702107775934
3.035,-0.433814532440844,-0.221120569973732
3.036,-0.439512019306437,-0.220474933982541
3.037,-0.445164398154248,-0.219766602449027
3.038,-0.450771115357944,-0.2189969712473
3.039,-0.456331655383713,-0.218167428541982
3.04,-0.461845539907169,-0.217279353899356
3.041,-0.467312326920541,-0.216334117445855
3.042,-0.472731609832328,-0.215333079073048
3.043,-0.478103016561137,-0.214277587688248
3.044,-0.483426208625703,-0.213168980509785
3.045,-0.488700880232637,-0.212008582405971
3.046,-0.493926757363674,-0.2107977052767
3.047,-0.499103596863882,-0.209537647476648
3.048,-0.504231185532353,-0.208229693278927
3.049,-0.509309339216649,-0.206875112378108
3.05,-0.514337901912388,-0.205475159431444
3.051,-0.519316744869085,-0.204031073637123
3.052,-0.524245765703425,-0.202544078348377
3.053,-0.529124887520942,-0.201015380722281
3.054,-0.533954058047154,-0.199446171402003
3.055,-0.538733248768928,-0.197837624231358
3.056,-0.543462454086974,-0.196190896000451
3.057,-0.548141690480183,-0.194507126221218
3.058,-0.552770995682472,-0.192787436931714
3.059,-0.557350427872755,-0.191032932527937
3.06,-0.561880064878611,-0.189244699622068
3.061,-0.566360003394101,-0.187423806925964
3.062,-0.5707903582122,-0.185571305158799
3.063,-0.575171261472193,-0.183688226977725
3.064,-0.579502861922412,-0.181775586930469
3.065,-0.583785324198509,-0.179834381428837
3.066,-0.588018828117611,-0.177865588742015
3.067,-0.592203567988433,-0.175870169008718
3.068,-0.596339751937575,-0.173849064267155
3.069,-0.600427601252073,-0.171803198501835
3.07,-0.604467349738285,-0.169733477706304
3.071,-0.608459243097154,-0.16764078996087
3.072,-0.612403538315856,-0.165526005524424
3.073,-0.616300503075784,-0.163389976939524
3.074,-0.620150415176847,-0.161233539149875
3.075,-0.623953561977974,-0.159057509629416
3.076,-0.627710239853755,-0.156862688522224
3.077,-0.631420753667049,-0.154649858792499
3.078,-0.635085416257467,-0.152419786383882
3.079,-0.638704547945504,-0.150173220387424
3.08,-0.642278476052189,-0.147910893217534
3.081,-0.645807534434028,-0.145633520795251
3.082,-0.649292063033041,-0.143341802738232
3.083,-0.652732407441647,-0.141036422556863
3.084,-0.656128918482205,-0.138718047855913
3.085,-0.659481951800908,-0.136387330541197
3.086,-0.662791867475819,-0.134044907030744
3.087,-0.666059029638765,-0.131691398469936
3.088,-0.669283806110827,-0.129327410950194
3.089,-0.672466568051147,-0.126953535730723
3.09,-0.675607689618773,-0.124570349462907
3.091,-0.678707547647266,-0.122178414416948
3.092,-0.68176652133176,-0.119778278710362
3.093,-0.684784991928207,-0.117370476537966
3.094,-0.687763342464518,-0.114955528403001
3.095,-0.69070195746328,-0.112533941349101
3.096,-0.693601222675798,-0.110106209192737
3.097,-0.696461524827131,-0.107672812755911
3.098,-0.699283251371861,-0.105234220098789
3.099,-0.702066790260287,-0.102790886752019
3.1,-0.704812529714766,-0.100343255948502
3.101,-0.707520858015913,-0.0978917588543954
3.102,-0.710192163298381,-0.0954368147991032
3.103,-0.712826833355934,-0.0929788315041091
3.104,-0.715425255455536,-0.0905182053104224
3.105,-0.717987816160203,-0.0880553214044855
3.106,-0.720514901160324,-0.0855905540423824
3.107,-0.723006895113185,-0.0831242667722104
3.108,-0.725464181490488,-0.0806568126544455
3.109,-0.727887142433513,-0.0781885344802257
3.11,-0.730276158615772,-0.0757197649873975
3.111,-0.732631609112843,-0.0732508270742394
3.112,-0.734953871279164,-0.0707820340107642
3.113,-0.73724332063155,-0.0683136896475121
3.114,-0.739500330739202,-0.0658460886217562
3.115,-0.741725273119985,-0.0633795165610422
3.116,-0.743918517142729,-0.0609142502840304
3.117,-0.746080429935377,-0.0584505579985333
3.118,-0.748211376298731,-0.0559886994967545
3.119,-0.750311718625616,-0.0535289263476513
3.12,-0.752381816825251,-0.0510714820863873
3.121,-0.75442202825262,-0.0486166024008685
3.122,-0.756432707642683,-0.0461645153153139
3.123,-0.758414207049208,-0.043715441370848
3.124,-0.760366875788064,-0.0412695938031064
3.125,-0.762291060384792,-0.0388271787168429
3.126,-0.764187104526292,-0.0363883952575127
3.127,-0.766055349016448,-0.0339534357798675
3.128,-0.767896131735539,-0.0315224860135256
3.129,-0.769709787603283,-0.029095725225548
3.13,-0.77149664854535,-0.0266733263800111
3.131,-0.77325704346321,-0.0242554562946079
3.132,-0.774991298207171,-0.0218422757942706
3.133,-0.776699735552476,-0.0194339398618382
3.134,-0.7783826751783,-0.0170305977858015
3.135,-0.780040433649549,-0.0146323933051289
3.136,-0.781673324401331,-0.0122394647512019
3.137,-0.783281657725962,-0.00985194518689186
3.138,-0.784865740762394,-0.00746996254280585
3.139,-0.786425877487983,-0.00509363975070587
3.14,-0.787962368712438,-0.0027230948741746
3.141,-0.789475512073897,-0.000358441236523177
3.142,-0.790965602036984,0.00200021245401755
3.143,-0.792432929892784,0.00435276198177448
3.144,-0.79387778376062,0.00669910750375929
3.145,-0.795300448591559,0.00903915343240713
3.146,-0.79670120617354,0.0113728083208903
3.147,-0.798080335138052,0.0136999847509544
3.148,-0.799438110968282,0.0160205992232619
3.149,-0.800774806008652,0.0183345720502123
3.15,-0.80209068947566,0.0206418272511431
3.151,-0.803386027469974,0.0229422924499636
3.152,-0.804661082989689,0.0252358987750894
3.153,-0.805916115944692,0.0275225807617188
3.154,-0.807151383172067,0.029802276256349
3.155,-0.808367138452479,0.0320749263235326
3.156,-0.809563632527466,0.0343404751548168
3.157,-0.81074111311762,0.0365988699798364
3.158,-0.811899824941546,0.0388500609795087
3.159,-0.813040009735591,0.041094001201309
3.16,-0.814161906274279,0.0433306464765589
3.161,-0.815265750391401,0.0455599553397393
3.162,-0.816351775001703,0.047781888949716
3.163,-0.817420210123165,0.0499964110129239
3.164,-0.818471282899781,0.0522034877083891
3.165,-0.819505217624835,0.0544030876146332
3.166,-0.820522235764619,0.056595181638342
3.167,-0.821522555982552,0.0587797429448311
3.168,-0.822506394163683,0.0609567468902187
3.169,-0.823473963439521,0.0631261709553121
3.17,-0.824425474213176,0.0652879946811428
3.171,-0.825361134184777,0.0674421996061255
3.172,-0.826281148377121,0.0695887692048005
3.173,-0.827185719161567,0.0717276888281531
3.174,-0.828075046284087,0.0738589456454221
3.175,-0.828949326891506,0.075982528587423
3.176,-0.829808755557868,0.0780984282913019
3.177,-0.830653524310933,0.0802066370467455
3.178,-0.83148382265875,0.0823071487435407
3.179,-0.832299837616323,0.0843999588205286
3.18,-0.833101753732312,0.08648506421586
3.181,-0.833889753115791,0.0885624633185753
3.182,-0.834664015462999,0.0906321559214319
3.183,-0.835424718084111,0.0926941431749844
3.184,-0.836172035929978,0.0947484275428639
3.185,-0.836906141618846,0.0967950127582565
3.186,-0.837627205463018,0.0988339037815157
3.187,-0.838335395495468,0.100865106758924
3.188,-0.839030877496371,0.102888628982543
3.189,-0.839713815019556,0.104904478851137
3.19,-0.840384369418858,0.106912665832157
3.191,-0.841042699874358,0.10891320042474
3.192,-0.841688963418519,0.110906094123708
3.193,-0.842323314962175,0.112891359384551
3.194,-0.842945907320404,0.114869009589353
3.195,-0.843556891238236,0.116839059013652
3.196,-0.844156415416224,0.118801522794205
3.197,-0.844744626535843,0.120756416897632
3.198,-0.84532166928473,0.122703758089931
3.199,-0.845887686381741,0.124643563906833
3.2,-0.846442818601839,0.126575852624967
3.201,-0.846987204800786,0.128500643233835
3.202,-0.84752098193965,0.130417955408568
3.203,-0.848044285109116,0.132327809483428
3.204,-0.84855724755359,0.134230226426071
3.205,-0.849060000695114,0.136125227812519
3.206,-0.849552674157059,0.138012835802842
3.207,-0.85003539578761,0.139893073117524
3.208,-0.850508291683042,0.141765963014501
3.209,-0.850971486210775,0.143631529266848
3.21,-0.85142510203221,0.145489796141103
3.211,-0.851869260125342,0.147340788376217
3.212,-0.852304079807153,0.149184531163093
3.213,-0.852729678755776,0.151021050124727
3.214,-0.853146173032435,0.152850371296913
3.215,-0.853553677103155,0.154672521109515
3.216,-0.853952303860243,0.156487526368264
3.217,-0.854342164643539,0.158295414237116
3.218,-0.854723369261438,0.160096212221094
3.219,-0.855096026011682,0.161889948149651
3.22,-0.855460241701913,0.163676650160513
3.221,-0.855816121670005,0.165456346684014
3.222,-0.856163769804153,0.167229066427862
3.223,-0.856503288562747,0.168994838362405
3.224,-0.856834778993993,0.170753691706292
3.225,-0.857158340755325,0.172505655912584
3.226,-0.857474072132571,0.174250760655286
3.227,-0.857782070058898,0.175989035816271
3.228,-0.858082430133529,0.177720511472604
3.229,-0.858375246640222,0.179445217884262
3.23,-0.858660612565536,0.181163185482212
3.231,-0.858938619616861,0.182874444856861
3.232,-0.859209358240231,0.184579026746866
3.233,-0.859472917637905,0.186276962028278
3.234,-0.859729385785734,0.187968281704026
3.235,-0.859978849450303,0.18965301689374
3.236,-0.860221394205853,0.191331198823874
3.237,-0.860457104450991,0.193002858818145
3.238,-0.860686063425179,0.194668028288282
3.239,-0.860908353225004,0.196326738725055
3.24,-0.861124054820248,0.197979021689596
3.241,-0.861333248069733,0.199624908805
3.242,-0.861536011736967,0.201264431748188
3.243,-0.861732423505576,0.202897622242041
3.244,-0.86192255999453,0.204524512047781
3.245,-0.862106496773174,0.206145132957609
3.246,-0.862284308376039,0.207759516787574
3.247,-0.862456068317477,0.20936769537069
3.248,-0.862621849106071,0.210969700550272
3.249,-0.862781722258875,0.212565564173492
3.25,-0.862935758315434,0.214155318085167
3.251,-0.863084026851634,0.215738994121732
3.252,-0.863226596493347,0.217316624105443
3.253,-0.863363534929892,0.218888239838759
3.254,-0.863494908927316,0.220453873098927
3.255,-0.863620784341474,0.222013555632757
3.256,-0.863741226130946,0.223567319151568
3.257,-0.863856298369764,0.225115195326325
3.258,-0.863966064259957,0.226657215782936
3.259,-0.864070586143929,0.228193412097724
3.26,-0.864169925516655,0.229723815793064
3.261,-0.864264143037712,0.231248458333172
3.262,-0.864353298543132,0.232767371120047
3.263,-0.864437451057094,0.234280585489573
3.264,-0.864516658803446,0.235788132707753
3.265,-0.864590979217062,0.237290043967091
3.266,-0.864660468955042,0.238786350383116
3.267,-0.86472518390775,0.240277082991025
3.268,-0.864785179209687,0.241762272742471
3.269,-0.86484050925022,0.243241950502465
3.27,-0.864891227684147,0.244716147046408
3.271,-0.864937387442119,0.246184893057235
3.272,-0.8649790407409,0.247648219122681
3.273,-0.865016239093494,0.249106155732649
3.274,-0.86504903331911,0.250558733276705
3.275,-0.865077473552993,0.252005982041652
3.276,-0.865101609256113,0.253447932209231
3.277,-0.865121489224707,0.254884613853904
3.278,-0.865137161599685,0.256316056940746
3.279,-0.865148673875905,0.257742291323424
3.28,-0.865156072911304,0.259163346742267
3.281,-0.865159404935902,0.260579252822423
3.282,-0.865158715560669,0.261990039072112
3.283,-0.865154049786277,0.263395734880944
3.284,-0.865145452011701,0.264796369518336
3.285,-0.865132966042716,0.266191972131995
3.286,-0.865116635100255,0.267582571746481
3.287,-0.865096501828655,0.268968197261847
3.288,-0.865072608303776,0.270348877452341
3.289,-0.865044996041002,0.271724640965188
3.29,-0.865013706003124,0.273095516319433
3.291,-0.864978778608113,0.274461531904851
3.292,-0.864940253736771,0.275822715980918
3.293,-0.864898170740272,0.277179096675844
3.294,-0.864852568447598,0.278530701985675
3.295,-0.864803485172858,0.27987755977343
3.296,-0.864750958722502,0.281219697768317
3.297,-0.864695026402429,0.28255714356499
3.298,-0.864635725024995,0.283889924622867
3.299,-0.864573090915907,0.285218068265484
3.3,-0.864507159921027,0.286541601679917
3.301,-0.864437967413071,0.287860551916237
3.302,-0.864365548298204,0.289174945887015
3.303,-0.86428993702255,0.290484810366882
3.304,-0.864211167578592,0.291790171992114
3.305,-0.864129273511492,0.293091057260266
3.306,-0.864044287925308,0.294387492529863
3.307,-0.863956243489117,0.295679504020098
3.308,-0.863865172443062,0.296967117810597
3.309,-0.863771106604294,0.298250359841205
3.31,-0.863674077372839,0.299529255911811
3.311,-0.863574115737364,0.300803831682209
3.312,-0.863471252280877,0.302074112671996
3.313,-0.863365517186328,0.303340124260484
3.314,-0.863256940242131,0.30460189168667
3.315,-0.863145550847611,0.305859440049213
3.316,-0.863031378018359,0.307112794306454
3.317,-0.862914450391524,0.308361979276457
3.318,-0.862794796231009,0.309607019637076
3.319,-0.862672443432609,0.310847939926054
3.32,-0.862547419529055,0.312084764541146
3.321,-0.862419751695002,0.313317517740258
3.322,-0.862289466751926,0.314546223641621
3.323,-0.862156591172966,0.315770906223979
3.324,-0.862021151087681,0.316991589326805
3.325,-0.861883172286743,0.318208296650529
3.326,-0.861742680226564,0.319421051756799
3.327,-0.861599700033852,0.320629878068751
3.328,-0.861454256510095,0.321834798871302
3.329,-0.861306374135989,0.323035837311458
3.33,-0.861156077075797,0.324233016398647
3.331,-0.861003389181637,0.325426359005056
3.332,-0.860848333997723,0.326615887866
3.333,-0.86069093476453,0.327801625580292
3.334,-0.8605312144229,0.328983594610634
3.335,-0.860369195618094,0.330161817284024
3.336,-0.860204900703785,0.331336315792177
3.337,-0.860038351745979,0.332507112191948
3.338,-0.859869570526901,0.333674228405785
3.339,-0.859698578548801,0.334837686222186
3.34,-0.859525397037726,0.335997507296157
3.341,-0.859350046947218,0.337153713149706
3.342,-0.859172548961971,0.338306325172318
3.343,-0.858992923501429,0.339455364621461
3.344,-0.858811190723338,0.340600852623101
3.345,-0.858627370527232,0.341742810172212
3.346,-0.858441482557886,0.342881258133307
3.347,-0.85825354620871,0.344016217240976
3.348,-0.85806358062509,0.345147708100425
3.349,-0.857871604707689,0.34627575118803
3.35,-0.857677637115692,0.347400366851901
3.351,-0.857481696270016,0.348521575312437
3.352,-0.857283800356453,0.349639396662909
3.353,-0.857083967328796,0.350753850870029
3.354,-0.856882214911889,0.351864957774541
3.355,-0.856678560604657,0.352972737091806
3.356,-0.856473021683082,0.354077208412403
3.357,-0.856265615203133,0.355178391202721
3.358,-0.856056358003664,0.356276304805568
3.359,-0.855845266709259,0.357370968440781
3.36,-0.855632357733043,0.358462401205834
3.361,-0.855417647279455,0.359550622076459
3.362,-0.855201151346969,0.360635649907264
3.363,-0.854982885730791,0.361717503432357
3.364,-0.854762866025508,0.36279620126597
3.365,-0.8545411076277,0.363871761903095
3.366,-0.854317625738514,0.364944203720106
3.367,-0.85409243536621,0.366013544975398
3.368,-0.853865551328658,0.367079803810027
3.369,-0.853636988255805,0.368142998248342
3.37,-0.853406760592107,0.369203146198626
3.371,-0.85317488259893,0.370260265453739
3.372,-0.852941368356905,0.371314373691762
3.373,-0.852706231768264,0.372365488476634
3.374,-0.852469486559134,0.373413627258805
3.375,-0.852231146281796,0.374458807375877
3.376,-0.851991224316925,0.375501046053251
3.377,-0.851749733875778,0.376540360404773
3.378,-0.851506688002373,0.377576767433384
3.379,-0.851262099575617,0.378610284031764
3.38,-0.851015981311424,0.379640926982977
3.381,-0.850768345764781,0.380668712961125
3.382,-0.850519205331802,0.381693658531992
3.383,-0.850268572251747,0.382715780153683
3.384,-0.850016458609013,0.383735094177285
3.385,-0.849762876335092,0.384751616847498
3.386,-0.849507837210512,0.385765364303287
3.387,-0.849251352866739,0.386776352578523
3.388,-0.848993434788062,0.38778459760263
3.389,-0.848734094313444,0.388790115201222
3.39,-0.848473342638354,0.389792921096743
3.391,-0.848211190816565,0.390793030909114
3.392,-0.847947649761935,0.39179046015636
3.393,-0.847682730250158,0.392785224255256
3.394,-0.847416442920491,0.393777338521957
3.395,-0.847148798277461,0.394766818172632
3.396,-0.846879806692541,0.395753678324096
3.397,-0.846609478405807,0.396737933994445
3.398,-0.846337823527578,0.397719600103668
3.399,-0.846064852040015,0.398698691474297
3.4,-0.845790573798718,0.399675222832013
3.401,-0.845514998534292,0.400649208806271
3.402,-0.845238135853887,0.401620663930928
3.403,-0.844959995242722,0.402589602644852
3.404,-0.844680586065591,0.403556039292544
3.405,-0.844399917568337,0.404519988124748
3.406,-0.844117998879322,0.405481463299057
3.407,-0.843834839010856,0.406440478880539
3.408,-0.843550446860627,0.407397048842319
3.409,-0.843264831213096,0.408351187066203
3.41,-0.842978000740882,0.409302907343266
3.411,-0.842689964006123,0.410252223374461
3.412,-0.842400729461818,0.411199148771205
3.413,-0.842110305453155,0.412143697055981
3.414,-0.841818700218818,0.413085881662919
3.415,-0.841525921892272,0.414025715938397
3.416,-0.841231978503041,0.414963213141613
3.417,-0.840936877977954,0.415898386445174
3.418,-0.84064062814239,0.416831248935676
3.419,-0.840343236721492,0.417761813614278
3.42,-0.840044711341369,0.418690093397281
3.421,-0.839745059530293,0.419616101116688
3.422,-0.839444288719855,0.420539849520785
3.423,-0.839142406246132,0.421461351274698
3.424,-0.838839419350816,0.422380618960955
3.425,-0.838535335182346,0.423297665080054
3.426,-0.83823016079701,0.424212502051005
3.427,-0.837923903160041,0.425125142211896
3.428,-0.837616569146693,0.426035597820433
3.429,-0.837308165543309,0.426943881054498
3.43,-0.836998699048364,0.42785000401268
3.431,-0.836688176273505,0.428753978714828
3.432,-0.836376603744567,0.429655817102581
3.433,-0.836063987902586,0.430555531039908
3.434,-0.835750335104791,0.431453132313631
3.435,-0.835435651625579,0.432348632633965
3.436,-0.835119943657487,0.433242043635036
3.437,-0.834803217312148,0.434133376875406
3.438,-0.834485478621225,0.43502264383859
3.439,-0.834166733537344,0.435909855933573
3.44,-0.833846987935011,0.436795024495326
3.441,-0.833526247611513,0.43767816078531
3.442,-0.833204518287811,0.438559275991988
3.443,-0.832881805609417,0.439438381231324
3.444,-0.832558115147267,0.440315487547287
3.445,-0.832233452398573,0.441190605912346
3.446,-0.83190782278767,0.442063747227965
3.447,-0.831581231666846,0.442934922325093
3.448,-0.83125368431717,0.443804141964653
3.449,-0.830925185949297,0.444671416838026
3.45,-0.830595741704277,0.445536757567532
3.451,-0.830265356654335,0.446400174706911
3.452,-0.829934035803657,0.447261678741791
3.453,-0.829601784089161,0.448121280090171
3.454,-0.829268606381248,0.44897898910288
3.455,-0.828934507484555,0.44983481606405
3.456,-0.8285994921387,0.450688771191574
3.457,-0.828263565018999,0.451540864637571
3.458,-0.827926730737194,0.452391106488833
3.459,-0.827588993842162,0.453239506767288
3.46,-0.827250358820612,0.454086075430451
3.461,-0.826910830097782,0.454930822371862
3.462,-0.826570412038114,0.455773757421537
3.463,-0.826229108945934,0.456614890346412
3.464,-0.82588692506611,0.457454230850771
3.465,-0.825543864584715,0.458291788576693
3.466,-0.825199931629667,0.459127573104476
3.467,-0.824855130271371,0.45996159395307
3.468,-0.82450946452335,0.460793860580503
3.469,-0.824162938342862,0.461624382384301
3.47,-0.82381555563152,0.462453168701912
3.471,-0.823467320235893,0.46328022881112
3.472,-0.823118235948106,0.464105571930464
3.473,-0.822768306506427,0.464929207219646
3.474,-0.822417535595853,0.465751143779936
3.475,-0.822065926848682,0.466571390654587
3.476,-0.82171348384508,0.467389956829226
3.477,-0.821360210113643,0.468206851232265
3.478,-0.821006109131944,0.469022082735287
3.479,-0.820651184327087,0.469835660153451
3.48,-0.820295439076234,0.470647592245874
3.481,-0.819938876707145,0.471457887716023
3.482,-0.819581500498698,0.472266555212102
3.483,-0.819223313681406,0.473073603327429
3.484,-0.81886431943793,0.473879040600824
3.485,-0.818504520903581,0.474682875516978
3.486,-0.818143921166816,0.475485116506833
3.487,-0.817782523269732,0.476285771947952
3.488,-0.817420330208548,0.477084850164885
3.489,-0.817057344934089,0.477882359429538
3.49,-0.816693570352248,0.478678307961535
3.491,-0.81632900932446,0.479472703928581
3.492,-0.815963664668159,0.480265555446815
3.493,-0.815597539157231,0.481056870581171
3.494,-0.815230635522467,0.481846657345725
3.495,-0.814862956451998,0.482634923704051
3.496,-0.814494504591738,0.483421677569562
3.497,-0.814125282545811,0.484206926805859
3.498,-0.813755292876977,0.484990679227073
3.499,-0.813384538107054,0.485772942598202
3.5,-0.813013020717331,0.486553724635451
3.501,-0.812640743148978,0.487333033006561
3.502,-0.812267707803446,0.488110875331148
3.503,-0.811893917042872,0.488887259181029
3.504,-0.811519373190469,0.489662192080547
3.505,-0.811144078530914,0.490435681506899
3.506,-0.81076803531073,0.491207734890455
3.507,-0.810391245738674,0.491978359615076
3.508,-0.810013711986097,0.492747563018437
3.509,-0.80963543618732,0.493515352392337
3.51,-0.80925642044,0.494281734983012
3.511,-0.808876666805487,0.49504671799144
3.512,-0.808496177309177,0.495810308573662
3.513,-0.808114953940866,0.496572513841069
3.514,-0.807732998655093,0.497333340860718
3.515,-0.807350313371483,0.498092796655626
3.516,-0.806966899975082,0.49885088820507
3.517,-0.806582760316692,0.499607622444884
3.518,-0.8061978962132,0.500363006267745
3.519,-0.805812309447898,0.501117046523474
3.52,-0.805426001770804,0.501869750019319
3.521,-0.805038974898986,0.502621123520241
3.522,-0.804651230516861,0.503371173749201
3.523,-0.804262770276512,0.504119907387442
3.524,-0.803873595797989,0.504867331074763
3.525,-0.803483708669609,0.505613451409806
3.526,-0.80309311044825,0.506358274950324
3.527,-0.802701802659651,0.507101808213457
3.528,-0.802309786798691,0.507844057676002
3.529,-0.801917064329681,0.508585029774685
3.53,-0.801523636686638,0.509324730906423
3.531,-0.801129505273574,0.510063167428592
3.532,-0.800734671464759,0.51080034565929
3.533,-0.800339136604996,0.511536271877596
3.534,-0.799942902009892,0.512270952323828
3.535,-0.799545968966113,0.513004393199798
3.536,-0.799148338731652,0.513736600669074
3.537,-0.798750012536081,0.514467580857224
3.538,-0.798350991580811,0.515197339852069
3.539,-0.797951277039335,0.515925883703931
3.54,-0.797550870057479,0.516653218425882
3.541,-0.797149771753646,0.517379349993983
3.542,-0.796747983219057,0.518104284347535
3.543,-0.796345505517987,0.518828027389308
3.544,-0.795942339688003,0.51955058498579
3.545,-0.795538486740192,0.520271962967417
3.546,-0.795133947659392,0.520992167128813
3.547,-0.79472872340442,0.521711203229014
3.548,-0.794322814908289,0.522429076991712
3.549,-0.793916223078431,0.523145794105471
3.55,-0.793508948796918,0.523861360223964
3.551,-0.79310099292067,0.524575780966189
3.552,-0.792692356281672,0.525289061916706
3.553,-0.792283039687177,0.526001208625845
3.554,-0.791873043919919,0.526712226609933
3.555,-0.791462369738312,0.527422121351509
3.556,-0.791051017876653,0.528130898299546
3.557,-0.790638989045317,0.528838562869658
3.558,-0.790226283930957,0.52954512044432
3.559,-0.789812903196697,0.530250576373072
3.56,-0.789398847482318,0.530954935972737
3.561,-0.78898411740445,0.531658204527618
3.562,-0.788568713556758,0.532360387289715
3.563,-0.788152636510124,0.53306148947892
3.564,-0.787735886812829,0.533761516283226
3.565,-0.78731846499073,0.534460472858924
3.566,-0.786900371547437,0.535158364330806
3.567,-0.786481606964487,0.535855195792359
3.568,-0.786062171701518,0.536550972305962
3.569,-0.785642066196434,0.537245698903081
3.57,-0.785221290865576,0.537939380584464
3.571,-0.784799846103885,0.538632022320325
3.572,-0.784377732285065,0.539323629050544
3.573,-0.783954949761746,0.540014205684844
3.574,-0.783531498865638,0.540703757102988
3.575,-0.783107379907694,0.541392288154952
3.576,-0.782682593178256,0.542079803661123
3.577,-0.782257138947216,0.542766308412465
3.578,-0.781831017464161,0.543451807170715
3.579,-0.781404228958525,0.544136304668546
3.58,-0.780976773639729,0.544819805609756
3.581,-0.780548651697333,0.545502314669442
3.582,-0.780119863301176,0.546183836494169
3.583,-0.779690408601515,0.546864375702146
3.584,-0.779260287729162,0.547543936883399
3.585,-0.778829500795629,0.548222524599938
3.586,-0.778398047893253,0.548900143385929
3.587,-0.777965929095336,0.549576797747857
3.588,-0.777533144456276,0.550252492164691
3.589,-0.777099694011691,0.550927231088058
3.59,-0.776665577778554,0.551601018942392
3.591,-0.776230795755318,0.552273860125103
3.592,-0.775795347922032,0.552945759006739
3.593,-0.775359234240478,0.553616719931141
3.594,-0.774922454654279,0.554286747215596
3.595,-0.774485009089026,0.554955845151007
3.596,-0.774046897452395,0.55562401800203
3.597,-0.77360811963426,0.556291270007242
3.598,-0.77316867550681,0.556957605379283
3.599,-0.772728564924662,0.557623028305013
3.6,-0.772287787724971,0.558287542945658
3.601,-0.771846343727542,0.558951153436959
3.602,-0.771404232734936,0.559613863889321
3.603,-0.770961454532578,0.56027567838795
3.604,-0.770518008888864,0.560936600993009
3.605,-0.770073895555261,0.561596635739755
3.606,-0.769629114266413,0.562255786638681
