Freq [GHz],S11 (dB)_HFSS,S11 (dB)_milled,S11 (dB)_z0lver
2.74,-5.171306359,-25.412718,-1.007417324
2.741,-5.153150492,-25.434361,-1.001746986
2.742,-5.135047498,-25.541182,-0.996106859
2.743,-5.116997447,-25.506962,-0.990494261
2.744,-5.099000404,-25.568926,-0.984909148
2.745,-5.081056435,-25.791273,-0.979354762
2.746,-5.063165603,-25.632954,-0.973831054
2.747,-5.045327971,-25.833664,-0.968330752
2.748,-5.0275436,-26.013012,-0.962852506
2.749,-5.009812548,-25.846453,-0.957416615
2.75,-4.992134874,-25.766567,-0.951994822
2.751,-4.974510634,-25.960794,-0.946602832
2.752,-4.956939882,-26.026917,-0.941246491
2.753,-4.939422673,-26.018,-0.935913307
2.754,-4.921959058,-26.030479,-0.930611096
2.755,-4.904549086,-25.98591,-0.925335233
2.756,-4.887192808,-26.228823,-0.920083717
2.757,-4.869890269,-26.193838,-0.914865003
2.758,-4.852641517,-26.180714,-0.909659455
2.759,-4.835446595,-26.313623,-0.904487934
2.76,-4.818305546,-26.387207,-0.899345172
2.761,-4.801218411,-26.375536,-0.894225911
2.762,-4.78418523,-26.581537,-0.889135979
2.763,-4.767206041,-26.566658,-0.884071427
2.764,-4.75028088,-26.466173,-0.879033518
2.765,-4.733409783,-26.667723,-0.874021564
2.766,-4.716592784,-26.528313,-0.869031625
2.767,-4.699829914,-26.612331,-0.864069519
2.768,-4.683121204,-26.901396,-0.859146246
2.769,-4.666466683,-26.638033,-0.85423059
2.77,-4.649866378,-26.64567,-0.84935174
2.771,-4.633320315,-26.99679,-0.844492781
2.772,-4.616828519,-26.785347,-0.839656277
2.773,-4.600391012,-26.880045,-0.8348571
2.774,-4.584007816,-26.986368,-0.830071882
2.775,-4.56767895,-27.035795,-0.82531161
2.776,-4.551404433,-27.267094,-0.820584013
2.777,-4.535184282,-27.386452,-0.815873524
2.778,-4.519018511,-27.193117,-0.811192402
2.779,-4.502907133,-27.353567,-0.806536084
2.78,-4.486850162,-27.241735,-0.801903245
2.781,-4.470847608,-27.28417,-0.79728998
2.782,-4.454899479,-27.435177,-0.792710459
2.783,-4.439005784,-27.405817,-0.788146577
2.784,-4.423166527,-27.64962,-0.783616363
2.785,-4.407381714,-27.538115,-0.779102377
2.786,-4.391651348,-27.54192,-0.77461941
2.787,-4.375975429,-27.607645,-0.770155833
2.788,-4.360353957,-27.718506,-0.765711621
2.789,-4.344786931,-27.68882,-0.76128868
2.79,-4.329274348,-27.881121,-0.756904982
2.791,-4.313816202,-27.670931,-0.752534131
2.792,-4.298412488,-28.043301,-0.748184459
2.793,-4.283063198,-27.962929,-0.743862362
2.794,-4.267768322,-27.851645,-0.739560102
2.795,-4.25252785,-28.126989,-0.735285353
2.796,-4.237341769,-28.149574,-0.731038722
2.797,-4.222210066,-28.464636,-0.726800304
2.798,-4.207132725,-28.319485,-0.722588669
2.799,-4.192109729,-28.346895,-0.718415312
2.8,-4.177141061,-28.384027,-0.714238575
2.801,-4.162226699,-28.158304,-0.710106455
2.802,-4.147366624,-28.453379,-0.705990114
2.803,-4.132560812,-28.456614,-0.701888255
2.804,-4.117809239,-28.544863,-0.697821952
2.805,-4.10311188,-28.889402,-0.693770078
2.806,-4.088468706,-28.458174,-0.689735172
2.807,-4.073879691,-28.689005,-0.685726789
2.808,-4.059344802,-28.921452,-0.681739155
2.809,-4.04486401,-28.838425,-0.677771609
2.81,-4.03043728,-28.875326,-0.673833052
2.811,-4.016064579,-28.90753,-0.669905606
2.812,-4.001745871,-28.828117,-0.666005185
2.813,-3.987481118,-29.083933,-0.662124118
2.814,-3.973270281,-29.096863,-0.658269383
2.815,-3.959113321,-29.23312,-0.654435224
2.816,-3.945010196,-29.254053,-0.650618438
2.817,-3.930960863,-29.123913,-0.646829179
2.818,-3.916965277,-29.40254,-0.643043897
2.819,-3.903023393,-29.380888,-0.639294995
2.82,-3.889135163,-29.409895,-0.635562106
2.821,-3.87530054,-29.538166,-0.631850928
2.822,-3.861519472,-29.497433,-0.628159532
2.823,-3.847791909,-29.479168,-0.62448536
2.824,-3.834117799,-29.653746,-0.620833466
2.825,-3.820497086,-29.654924,-0.617201926
2.826,-3.806929716,-29.777985,-0.613593886
2.827,-3.793415632,-29.884825,-0.609993482
2.828,-3.779954776,-29.928543,-0.60642794
2.829,-3.766547088,-29.946444,-0.602878862
2.83,-3.753192508,-29.97714,-0.599342435
2.831,-3.739890974,-29.976004,-0.595825605
2.832,-3.726642423,-30.213552,-0.592333411
2.833,-3.713446789,-30.24127,-0.588860769
2.834,-3.700304007,-30.122215,-0.585401341
2.835,-3.68721401,-30.248566,-0.581970275
2.836,-3.674176729,-30.397215,-0.578550491
2.837,-3.661192095,-30.268414,-0.575155866
2.838,-3.648260036,-30.326168,-0.571774384
2.839,-3.63538048,-30.548336,-0.56841802
2.84,-3.622553354,-30.623495,-0.565076027
2.841,-3.609778583,-30.827898,-0.561754065
2.842,-3.597056092,-30.479855,-0.558450224
2.843,-3.584385802,-30.547632,-0.555164485
2.844,-3.571767636,-31.256517,-0.551893683
2.845,-3.559201514,-30.796921,-0.548652915
2.846,-3.546687355,-31.199389,-0.545423898
2.847,-3.534225077,-31.393316,-0.542207879
2.848,-3.521814598,-31.106409,-0.53901491
2.849,-3.509455833,-31.695938,-0.53583994
2.85,-3.497148696,-31.622061,-0.532681695
2.851,-3.484893102,-31.2048,-0.529535758
2.852,-3.472688962,-31.621557,-0.526409659
2.853,-3.460536187,-31.29081,-0.523304007
2.854,-3.448434688,-31.699633,-0.520220667
2.855,-3.436384374,-31.786541,-0.517150831
2.856,-3.424385152,-31.635883,-0.514100134
2.857,-3.412436929,-31.959047,-0.511065422
2.858,-3.400539612,-31.964525,-0.50804292
2.859,-3.388693104,-32.152306,-0.505048915
2.86,-3.376897309,-32.049099,-0.50206082
2.861,-3.365152131,-31.859137,-0.499088655
2.862,-3.353457469,-32.108345,-0.496140549
2.863,-3.341813226,-32.132675,-0.493210844
2.864,-3.3302193,-32.125195,-0.49029264
2.865,-3.31867559,-32.205418,-0.487397191
2.866,-3.307181993,-32.410862,-0.484506333
2.867,-3.295738407,-32.546478,-0.481641329
2.868,-3.284344725,-32.746788,-0.478793403
2.869,-3.273000844,-32.906471,-0.475951914
2.87,-3.261706656,-32.798168,-0.473138103
2.871,-3.250462055,-32.939972,-0.470332582
2.872,-3.239266932,-33.116081,-0.467556577
2.873,-3.228121177,-33.167007,-0.464784465
2.874,-3.217024682,-33.058346,-0.462022485
2.875,-3.205977334,-33.171097,-0.459283109
2.876,-3.194979023,-33.095398,-0.45655821
2.877,-3.184029635,-33.063751,-0.453849645
2.878,-3.173129056,-33.301334,-0.45115865
2.879,-3.162277173,-33.408009,-0.448488327
2.88,-3.15147387,-33.346451,-0.445828689
2.881,-3.14071903,-33.56086,-0.443184088
2.882,-3.130012538,-33.705132,-0.440550775
2.883,-3.119354275,-33.860706,-0.437931233
2.884,-3.108744122,-33.556225,-0.435336035
2.885,-3.09818196,-33.891193,-0.432752713
2.886,-3.087667669,-33.789795,-0.430180014
2.887,-3.077201129,-34.0364,-0.427627884
2.888,-3.066782217,-33.975235,-0.425089466
2.889,-3.056410811,-34.195305,-0.422556666
2.89,-3.046086788,-34.029846,-0.420056209
2.891,-3.035810024,-33.817287,-0.417553892
2.892,-3.025580395,-34.289902,-0.415068976
2.893,-3.015397774,-34.098896,-0.412609524
2.894,-3.005262037,-34.145565,-0.410153781
2.895,-2.995173057,-34.661686,-0.407714163
2.896,-2.985130705,-34.578209,-0.405290036
2.897,-2.975134855,-34.593418,-0.402877667
2.898,-2.965185378,-34.834145,-0.400485732
2.899,-2.955282144,-34.996399,-0.398099952
2.9,-2.945425023,-34.759087,-0.395733344
2.901,-2.935613885,-34.854809,-0.393374116
2.902,-2.925848599,-35.187984,-0.391039616
2.903,-2.916129033,-34.91972,-0.388705662
2.904,-2.906455055,-35.218586,-0.386395794
2.905,-2.896826532,-35.016556,-0.384103803
2.906,-2.88724333,-35.823212,-0.381812336
2.907,-2.877705315,-35.1152,-0.379541206
2.908,-2.868212354,-34.856728,-0.377286685
2.909,-2.858764311,-35.376911,-0.375035766
2.91,-2.84936105,-35.642883,-0.372807626
2.911,-2.840002435,-35.339142,-0.370584312
2.912,-2.83068833,-35.744797,-0.368377572
2.913,-2.821418597,-35.812302,-0.366187393
2.914,-2.8121931,-36.19751,-0.364005112
2.915,-2.8030117,-36.048512,-0.361839375
2.916,-2.793874259,-35.903522,-0.359685228
2.917,-2.784780637,-36.078846,-0.357540812
2.918,-2.775730696,-36.412754,-0.355411061
2.919,-2.766724295,-36.403744,-0.353290407
2.92,-2.757761296,-36.608303,-0.351188724
2.921,-2.748841556,-36.695801,-0.349098593
2.922,-2.739964935,-36.349388,-0.347020623
2.923,-2.731131292,-36.173866,-0.34495419
2.924,-2.722340484,-36.463848,-0.342900521
2.925,-2.713592371,-36.354546,-0.340854674
2.926,-2.704886809,-36.388416,-0.338825894
2.927,-2.696223656,-36.381016,-0.336804306
2.928,-2.687602769,-37.021332,-0.334799767
2.929,-2.679024003,-36.872353,-0.332804874
2.93,-2.670487217,-36.851563,-0.330829478
2.931,-2.661992264,-37.078705,-0.328856935
2.932,-2.653539002,-36.958179,-0.326895867
2.933,-2.645127286,-37.430828,-0.324954887
2.934,-2.63675697,-37.048428,-0.323014284
2.935,-2.62842791,-37.206306,-0.3210956
2.936,-2.62013996,-37.294132,-0.319182206
2.937,-2.611892974,-37.275951,-0.317285175
2.938,-2.603686807,-37.378628,-0.315388505
2.939,-2.595521313,-37.306087,-0.313513719
2.94,-2.587396346,-37.363552,-0.31164482
2.941,-2.579311758,-37.536308,-0.309792869
2.942,-2.571267403,-37.171745,-0.307941261
2.943,-2.563263135,-37.420628,-0.306116423
2.944,-2.555298806,-37.699848,-0.304292532
2.945,-2.547374269,-37.833237,-0.302477575
2.946,-2.539489376,-37.886848,-0.300681374
2.947,-2.531643981,-38.166027,-0.298892865
2.948,-2.523837935,-37.820076,-0.297113273
2.949,-2.516071091,-37.900837,-0.295345661
2.95,-2.508343301,-38.550472,-0.293590024
2.951,-2.500654417,-37.969334,-0.291846969
2.952,-2.49300429,-38.374645,-0.290106673
2.953,-2.485392772,-38.768936,-0.288383856
2.954,-2.477819716,-37.510067,-0.286671151
2.955,-2.470284972,-38.056767,-0.284967325
2.956,-2.462788393,-38.373646,-0.283279731
2.957,-2.455329829,-38.330086,-0.281593035
2.958,-2.447909133,-38.265781,-0.279918883
2.959,-2.440526155,-38.536247,-0.278257269
2.96,-2.433180747,-37.73851,-0.276600832
2.961,-2.42587276,-38.349861,-0.274957536
2.962,-2.418602046,-38.869789,-0.273324924
2.963,-2.411368455,-38.620201,-0.271699927
2.964,-2.404171839,-38.65374,-0.27008683
2.965,-2.39701205,-38.548599,-0.26848685
2.966,-2.389888938,-38.583923,-0.266896921
2.967,-2.382802355,-38.111465,-0.265307245
2.968,-2.375752153,-38.296658,-0.263734344
2.969,-2.368738182,-38.9137,-0.262173929
2.97,-2.361760294,-38.837368,-0.260617428
2.971,-2.354818341,-38.743793,-0.259078296
2.972,-2.347912173,-38.325615,-0.257539401
2.973,-2.341041643,-38.393063,-0.256010527
2.974,-2.334206603,-38.283001,-0.254494726
2.975,-2.327406903,-38.419224,-0.252988936
2.976,-2.320642396,-39.100117,-0.251494986
2.977,-2.313912934,-38.845478,-0.250004926
2.978,-2.307218369,-38.630035,-0.248527309
2.979,-2.300558553,-38.723419,-0.24705602
2.98,-2.293933337,-38.585499,-0.245592889
2.981,-2.287342575,-38.829201,-0.244137911
2.982,-2.280786119,-38.810688,-0.242697192
2.983,-2.274263821,-38.445709,-0.241267059
2.984,-2.267775535,-38.299522,-0.23983469
2.985,-2.261321112,-38.614773,-0.238420838
2.986,-2.254900407,-38.503803,-0.23701329
2.987,-2.248513272,-38.814293,-0.235610822
2.988,-2.242159561,-38.517509,-0.234218313
2.989,-2.235839127,-38.98827,-0.2328443
2.99,-2.229551824,-38.38546,-0.231466817
2.991,-2.223297506,-38.517059,-0.230109041
2.992,-2.217076027,-38.744774,-0.22874657
2.993,-2.210887241,-38.462036,-0.227403797
2.994,-2.204731003,-38.411064,-0.226059985
2.995,-2.198607167,-38.654922,-0.22473586
2.996,-2.192515588,-38.677303,-0.223411911
2.997,-2.186456122,-38.179886,-0.222096669
2.998,-2.180428624,-38.286976,-0.220794396
2.999,-2.174432948,-38.427811,-0.219494121
3,-2.168468952,-38.000278,-0.218206199
3.001,-2.162536491,-38.608013,-0.21692697
3.002,-2.156635422,-38.820549,-0.215649732
3.003,-2.1507656,-38.949997,-0.214384228
3.004,-2.144926883,-38.149376,-0.213123755
3.005,-2.139119128,-38.40942,-0.211875007
3.006,-2.133342192,-37.993965,-0.210630677
3.007,-2.127595932,-38.083675,-0.209400501
3.008,-2.121880207,-38.160973,-0.208173519
3.009,-2.116194875,-37.967541,-0.20695399
3.01,-2.110539793,-37.866848,-0.205749212
3.011,-2.104914821,-38.273373,-0.204537887
3.012,-2.099319818,-38.453846,-0.20334435
3.013,-2.093754643,-37.720757,-0.202157037
3.014,-2.088219155,-37.889702,-0.20097777
3.015,-2.082713215,-38.343849,-0.199801075
3.016,-2.077236682,-38.141953,-0.198635463
3.017,-2.071789418,-38.004452,-0.197482145
3.018,-2.066371282,-37.351952,-0.196330784
3.019,-2.060982137,-38.200188,-0.195187456
3.02,-2.055621843,-37.801037,-0.194056414
3.021,-2.050290262,-37.691628,-0.192918208
3.022,-2.044987257,-38.152382,-0.191798359
3.023,-2.03971269,-37.504578,-0.190688356
3.024,-2.034466423,-37.994102,-0.189577261
3.025,-2.029248321,-37.990051,-0.188480867
3.026,-2.024058246,-37.700642,-0.187387022
3.027,-2.018896062,-38.069019,-0.186295726
3.028,-2.013761634,-37.616798,-0.185216085
3.029,-2.008654826,-37.742878,-0.184142026
3.03,-2.003575503,-37.277443,-0.183077794
3.031,-1.99852353,-37.293354,-0.182016104
3.032,-1.993498773,-37.882393,-0.180965451
3.033,-1.988501098,-37.169113,-0.179924012
3.034,-1.983530371,-37.575539,-0.178883288
3.035,-1.978586459,-37.510925,-0.177845706
3.036,-1.97366923,-37.982716,-0.176827038
3.037,-1.96877855,-37.631649,-0.175808474
3.038,-1.963914288,-37.500927,-0.17479608
3.039,-1.959076312,-36.647461,-0.173777723
3.04,-1.954264491,-37.426956,-0.172788579
3.041,-1.949478693,-37.511398,-0.171800139
3.042,-1.944718789,-37.42223,-0.170814828
3.043,-1.939984648,-37.414261,-0.169833252
3.044,-1.935276141,-37.057293,-0.168859046
3.045,-1.930593137,-37.374264,-0.16788736
3.046,-1.925935509,-37.288937,-0.166926678
3.047,-1.921303128,-37.794125,-0.165974572
3.048,-1.916695865,-37.129887,-0.165026193
3.049,-1.912113593,-37.601105,-0.164083357
3.05,-1.907556185,-37.297428,-0.163144245
3.051,-1.903023514,-37.810528,-0.162217942
3.052,-1.898515453,-37.482742,-0.161293543
3.053,-1.894031876,-37.58778,-0.160371652
3.054,-1.889572658,-37.087318,-0.159457719
3.055,-1.885137674,-37.630554,-0.158551742
3.056,-1.880726799,-37.396214,-0.157651902
3.057,-1.876339908,-37.212906,-0.15676062
3.058,-1.871976878,-37.57312,-0.155868206
3.059,-1.867637585,-36.926151,-0.15498011
3.06,-1.863321907,-37.335999,-0.154110856
3.061,-1.859029719,-37.349281,-0.153238652
3.062,-1.854760902,-37.007408,-0.15236955
3.063,-1.850515332,-37.431629,-0.151512627
3.064,-1.846292888,-37.353546,-0.150661222
3.065,-1.84209345,-37.173534,-0.149809286
3.066,-1.837916897,-37.126534,-0.148965891
3.067,-1.833763109,-37.164253,-0.148128617
3.068,-1.829631967,-37.097813,-0.147298067
3.069,-1.825523351,-37.164417,-0.14647303
3.07,-1.821437144,-37.07518,-0.145646851
3.071,-1.817373226,-37.21769,-0.144828602
3.072,-1.81333148,-37.590187,-0.144023119
3.073,-1.809311788,-37.739452,-0.143217095
3.074,-1.805314035,-37.935226,-0.142417788
3.075,-1.801338103,-37.798798,-0.141618544
3.076,-1.797383877,-37.286495,-0.140833872
3.077,-1.79345124,-36.977951,-0.14005047
3.078,-1.789540079,-37.408722,-0.139272569
3.079,-1.785650277,-37.406719,-0.138497751
3.08,-1.781781723,-37.637787,-0.137724806
3.081,-1.7779343,-37.710846,-0.136959172
3.082,-1.774107897,-37.61092,-0.136205076
3.083,-1.770302401,-37.415676,-0.135455267
3.084,-1.766517698,-37.456909,-0.134703701
3.085,-1.762753678,-37.234425,-0.133963065
3.086,-1.759010229,-37.858112,-0.133226713
3.087,-1.75528724,-37.537498,-0.132487999
3.088,-1.7515846,-37.700211,-0.13176323
3.089,-1.7479022,-37.595478,-0.131035494
3.09,-1.74423993,-37.662254,-0.130316265
3.091,-1.74059768,-37.899841,-0.129606146
3.092,-1.736975343,-37.700798,-0.128893057
3.093,-1.733372809,-37.727905,-0.128190887
3.094,-1.729789972,-38.073288,-0.127490578
3.095,-1.726226723,-37.690563,-0.126798768
3.096,-1.722682956,-38.126083,-0.126111232
3.097,-1.719158565,-38.192062,-0.125428571
3.098,-1.715653444,-37.441265,-0.124745353
3.099,-1.712167487,-37.921795,-0.124067614
3.1,-1.708700589,-38.348305,-0.123393541
3.101,-1.705252646,-38.103035,-0.122726755
3.102,-1.701823554,-37.842934,-0.122062426
3.103,-1.698413209,-38.484787,-0.121402365
3.104,-1.695021507,-37.789242,-0.12075381
3.105,-1.691648347,-38.278004,-0.120104693
3.106,-1.688293625,-37.75021,-0.119455619
3.107,-1.684957241,-37.808071,-0.118818047
3.108,-1.681639093,-37.833416,-0.118178707
3.109,-1.678339079,-38.572243,-0.117549056
3.11,-1.6750571,-38.108112,-0.116920652
3.111,-1.671793056,-38.719379,-0.116297714
3.112,-1.668546846,-38.590878,-0.115682051
3.113,-1.665318373,-38.726013,-0.115063411
3.114,-1.662107537,-38.810661,-0.114458073
3.115,-1.65891424,-37.976089,-0.113844935
3.116,-1.655738384,-38.740082,-0.113245096
3.117,-1.652579873,-38.527496,-0.11264891
3.118,-1.64943861,-38.932358,-0.112057582
3.119,-1.646314498,-38.725586,-0.1114687
3.12,-1.643207441,-39.286903,-0.110881058
3.121,-1.640117344,-38.741558,-0.110297668
3.122,-1.637044111,-38.992828,-0.109723955
3.123,-1.63398765,-38.778027,-0.109148467
3.124,-1.630947864,-38.832005,-0.108576628
3.125,-1.627924661,-39.126881,-0.108007834
3.126,-1.624917948,-39.147491,-0.107448712
3.127,-1.621927631,-39.846996,-0.106890826
3.128,-1.618953619,-39.394108,-0.106342007
3.129,-1.615995819,-39.774185,-0.105781773
3.13,-1.613054141,-39.73428,-0.10523663
3.131,-1.610128493,-39.39653,-0.10469513
3.132,-1.607218784,-39.178802,-0.104157273
3.133,-1.604324925,-39.719391,-0.10362065
3.134,-1.601446826,-39.859554,-0.103088873
3.135,-1.598584398,-40.003784,-0.102565555
3.136,-1.595737552,-40.078377,-0.10204106
3.137,-1.5929062,-39.588593,-0.101520205
3.138,-1.590090253,-39.830242,-0.100998776
3.139,-1.587289625,-40.784885,-0.100490619
3.14,-1.584504229,-40.478859,-0.099977069
3.141,-1.581733977,-40.843048,-0.099476189
3.142,-1.578978784,-40.893837,-0.098971119
3.143,-1.576238563,-40.048687,-0.09847691
3.144,-1.573513231,-40.556713,-0.097980919
3.145,-1.570802701,-40.94915,-0.097485555
3.146,-1.56810689,-42.026455,-0.096996234
3.147,-1.565425713,-42.037838,-0.096515363
3.148,-1.562759086,-41.11153,-0.096028497
3.149,-1.560106928,-40.964798,-0.095553689
3.15,-1.557469154,-41.708549,-0.095083117
3.151,-1.554845684,-41.024586,-0.094607753
3.152,-1.552236434,-42.405937,-0.094140234
3.153,-1.549641323,-41.03476,-0.093678752
3.154,-1.54706027,-42.349522,-0.09321248
3.155,-1.544493196,-42.282639,-0.092760065
3.156,-1.541940019,-42.414051,-0.092300453
3.157,-1.539400659,-42.755196,-0.091849283
3.158,-1.536875038,-41.302807,-0.091396329
3.159,-1.534363076,-41.507076,-0.090958432
3.16,-1.531864695,-43.332825,-0.090515142
3.161,-1.529379817,-42.973553,-0.090078487
3.162,-1.526908364,-42.000149,-0.08964125
3.163,-1.524450258,-43.155457,-0.089210647
3.164,-1.522005424,-42.368832,-0.088781867
3.165,-1.519573783,-43.257511,-0.088359119
3.166,-1.517155261,-42.600433,-0.087930375
3.167,-1.514749781,-43.95208,-0.08751127
3.168,-1.512357269,-41.417759,-0.087095791
3.169,-1.509977648,-42.644428,-0.086684537
3.17,-1.507610846,-41.662827,-0.086269693
3.171,-1.505256787,-42.290016,-0.085862682
3.172,-1.502915398,-42.238258,-0.085458693
3.173,-1.500586606,-42.405712,-0.085053518
3.174,-1.498270338,-43.049927,-0.084655572
3.175,-1.495966521,-41.75251,-0.084258845
3.176,-1.493675083,-42.44857,-0.083865139
3.177,-1.491395953,-41.409325,-0.083479863
3.178,-1.489129058,-41.31237,-0.083091597
3.179,-1.486874329,-41.923687,-0.082702745
3.18,-1.484631694,-41.010605,-0.082322321
3.181,-1.482401084,-42.486588,-0.081943114
3.182,-1.480182428,-40.890415,-0.081565724
3.183,-1.477975657,-40.678314,-0.081195559
3.184,-1.475780702,-40.532845,-0.080825408
3.185,-1.473597495,-40.281857,-0.080456472
3.186,-1.471425966,-40.316105,-0.080092357
3.187,-1.469266049,-40.431664,-0.079727053
3.188,-1.467117676,-40.402565,-0.07937438
3.189,-1.464980778,-40.091591,-0.079016912
3.19,-1.462855291,-39.178726,-0.078666066
3.191,-1.460741146,-39.706146,-0.07830562
3.192,-1.458638279,-39.428761,-0.077957802
3.193,-1.456546623,-39.219265,-0.077611799
3.194,-1.454466112,-39.521374,-0.07726821
3.195,-1.452396684,-38.825855,-0.076929437
3.196,-1.450338271,-39.098042,-0.076588274
3.197,-1.448290811,-38.706276,-0.076250727
3.198,-1.446254239,-37.941784,-0.075922199
3.199,-1.444228492,-38.271904,-0.075586475
3.2,-1.442213506,-37.767612,-0.07525857
3.201,-1.440209219,-37.816242,-0.074937282
3.202,-1.438215568,-37.199852,-0.074606996
3.203,-1.436232492,-37.777416,-0.07428873
3.204,-1.434259928,-36.654118,-0.073968674
3.205,-1.432297815,-36.70853,-0.073653431
3.206,-1.430346091,-36.045483,-0.073338198
3.207,-1.428404697,-36.567417,-0.073030781
3.208,-1.426473572,-36.162075,-0.07271857
3.209,-1.424552655,-36.124306,-0.072409371
3.21,-1.422641888,-35.735291,-0.072109186
3.211,-1.42074121,-35.62009,-0.071806609
3.212,-1.418850562,-35.518265,-0.071508844
3.213,-1.416969887,-34.675407,-0.071206886
3.214,-1.415099125,-34.7267,-0.07091274
3.215,-1.413238218,-34.861797,-0.070619804
3.216,-1.41138711,-34.603855,-0.070329877
3.217,-1.409545742,-34.548283,-0.070047162
3.218,-1.407714057,-34.134697,-0.069760253
3.219,-1.405891999,-34.156643,-0.069470952
3.22,-1.404079511,-33.827133,-0.069192462
3.221,-1.402276538,-33.983624,-0.068906778
3.222,-1.400483023,-33.565544,-0.068634906
3.223,-1.398698911,-33.782345,-0.06836124
3.224,-1.396924148,-33.194031,-0.068083382
3.225,-1.395158677,-32.871326,-0.067815132
3.226,-1.393402446,-32.830956,-0.067549291
3.227,-1.391655399,-32.707764,-0.067283456
3.228,-1.389917482,-32.201267,-0.067015828
3.229,-1.388188644,-32.309677,-0.066754208
3.23,-1.386468829,-32.420704,-0.066491394
3.231,-1.384757985,-31.801489,-0.066236988
3.232,-1.38305606,-32.023903,-0.065981988
3.233,-1.381363002,-31.596468,-0.065722795
3.234,-1.379678757,-31.336704,-0.065474407
3.235,-1.378003276,-31.468119,-0.065223627
3.236,-1.376336505,-31.105963,-0.064976452
3.237,-1.374678395,-30.82139,-0.064731082
3.238,-1.373028894,-30.73954,-0.06448392
3.239,-1.371387953,-30.698988,-0.064239762
3.24,-1.36975552,-30.57213,-0.064008208
3.241,-1.368131545,-30.34198,-0.063768861
3.242,-1.36651598,-30.32542,-0.06353012
3.243,-1.364908776,-29.950788,-0.063297983
3.244,-1.363309882,-30.093365,-0.063065851
3.245,-1.36171925,-29.660709,-0.062837923
3.246,-1.360136832,-29.430796,-0.062604002
3.247,-1.35856258,-29.34864,-0.062382082
3.248,-1.356996445,-29.246248,-0.062158368
3.249,-1.355438381,-29.277527,-0.06193226
3.25,-1.353888339,-29.057144,-0.061712155
3.251,-1.352346274,-28.847605,-0.061495652
3.252,-1.350812137,-28.590828,-0.061277955
3.253,-1.349285883,-28.887787,-0.061061462
3.254,-1.347767466,-28.565405,-0.060847972
3.255,-1.346256839,-28.300308,-0.060632088
3.256,-1.344753957,-28.198467,-0.060424004
3.257,-1.343258774,-28.16044,-0.060214126
3.258,-1.341771246,-27.883295,-0.060008449
3.259,-1.340291327,-27.740778,-0.059806974
3.26,-1.338818973,-27.650452,-0.059598908
3.261,-1.33735414,-27.533253,-0.059395642
3.262,-1.335896783,-27.525789,-0.059200175
3.263,-1.33444686,-27.314039,-0.059002314
3.264,-1.333004325,-27.071482,-0.058806256
3.265,-1.331569137,-27.123312,-0.058608402
3.266,-1.330141252,-26.998198,-0.058416548
3.267,-1.328720627,-26.857895,-0.058228295
3.268,-1.32730722,-26.683294,-0.058039445
3.269,-1.325900988,-26.648458,-0.057847002
3.27,-1.32450189,-26.513605,-0.057662357
3.271,-1.323109884,-26.34194,-0.057477115
3.272,-1.321724928,-26.155954,-0.057293675
3.273,-1.320346982,-26.100819,-0.057115034
3.274,-1.318976003,-25.9655,-0.056931002
3.275,-1.317611952,-25.910578,-0.056754166
3.276,-1.316254788,-25.750185,-0.05658033
3.277,-1.314904471,-25.515404,-0.056402901
3.278,-1.313560961,-25.335062,-0.056226074
3.279,-1.312224217,-25.471586,-0.056057043
3.28,-1.310894201,-25.214022,-0.055881421
3.281,-1.309570873,-25.091818,-0.055714793
3.282,-1.308254194,-25.101509,-0.055545171
3.283,-1.306944125,-25.044598,-0.055382144
3.284,-1.305640628,-24.696873,-0.055214326
3.285,-1.304343665,-24.555979,-0.055053103
3.286,-1.303053196,-24.503904,-0.054893081
3.287,-1.301769185,-24.485725,-0.054730065
3.288,-1.300491594,-24.381496,-0.054574244
3.289,-1.299220385,-24.166294,-0.054417227
3.29,-1.297955521,-24.252033,-0.054257215
3.291,-1.296696965,-24.045332,-0.054102
3.292,-1.295444681,-23.897888,-0.053951582
3.293,-1.294198631,-23.720078,-0.053798769
3.294,-1.29295878,-23.592915,-0.053651352
3.295,-1.291725092,-23.49826,-0.053500341
3.296,-1.29049753,-23.405642,-0.053352329
3.297,-1.289276058,-23.313421,-0.053207315
3.298,-1.288060643,-23.392424,-0.053061105
3.299,-1.286851247,-23.134945,-0.052919092
3.3,-1.285647837,-22.996902,-0.052780675
3.301,-1.284450378,-22.786291,-0.052633273
3.302,-1.283258834,-22.758278,-0.052494262
3.303,-1.282073172,-22.765236,-0.052358248
3.304,-1.280893357,-22.730766,-0.052218641
3.305,-1.279719356,-22.464645,-0.052082631
3.306,-1.278551134,-22.428658,-0.051951416
3.307,-1.277388659,-22.4317,-0.051820203
3.308,-1.276231896,-22.200283,-0.051686595
3.309,-1.275080814,-22.140066,-0.051558381
3.31,-1.273935377,-22.134438,-0.05142897
3.311,-1.272795555,-21.906357,-0.051303755
3.312,-1.271661315,-21.930544,-0.051171352
3.313,-1.270532624,-21.695486,-0.05104614
3.314,-1.269409449,-21.7292,-0.050919132
3.315,-1.26829176,-21.554293,-0.050799315
3.316,-1.267179525,-21.464745,-0.050680098
3.317,-1.266072711,-21.371536,-0.050557888
3.318,-1.264971288,-21.310701,-0.050436877
3.319,-1.263875224,-21.124817,-0.050317665
3.32,-1.262784488,-21.076717,-0.050197256
