Freq [GHz],"SimuldB(S(2,1)) []",Meausre_S21 Log Mag(dB),,,,,"dB(S(1,1)) []"
3.014,-0.085110485,-0.083678916,,,,,-47.4556068
3.015,-0.08510199,-0.09935119,,,,,-47.44609593
3.016,-0.085093492,-0.097014785,,,,,-47.43660185
3.017,-0.085084991,-0.086092338,,,,,-47.42712456
3.018,-0.085076487,-0.083383933,,,,,-47.41766409
3.019,-0.085067979,-0.093757309,,,,,-47.40822044
3.02,-0.085059467,-0.070632689,,,,,-47.39879362
3.021,-0.085050953,-0.10538902,,,,,-47.38938365
3.022,-0.085042435,-0.055804633,,,,,-47.37999053
3.023,-0.085033913,-0.090514854,,,,,-47.37061427
3.024,-0.085025389,-0.11603993,,,,,-47.36125489
3.025,-0.085016861,-0.099170119,,,,,-47.35191239
3.026,-0.08500833,-0.12003218,,,,,-47.34258679
3.027,-0.084999795,-0.080259688,,,,,-47.33327809
3.028,-0.084991257,-0.10052522,,,,,-47.3239863
3.029,-0.084982716,-0.12215082,,,,,-47.31471143
3.03,-0.084974172,-0.12249839,,,,,-47.30545349
3.031,-0.084965624,-0.11402088,,,,,-47.2962125
3.032,-0.084957073,-0.084776796,,,,,-47.28698845
3.033,-0.084948519,-0.10148658,,,,,-47.27778136
3.034,-0.084939961,-0.081775188,,,,,-47.26859124
3.035,-0.084931401,-0.10861512,,,,,-47.2594181
3.036,-0.084922837,-0.11034512,,,,,-47.25026194
3.037,-0.084914269,-0.11342955,,,,,-47.24112277
3.038,-0.084905699,-0.10652706,,,,,-47.23200061
3.039,-0.084897125,-0.12227452,,,,,-47.22289545
3.04,-0.084888548,-0.1147752,,,,,-47.21380731
3.041,-0.084879968,-0.096266188,,,,,-47.2047362
3.042,-0.084871384,-0.10495584,,,,,-47.19568212
3.043,-0.084862797,-0.12534717,,,,,-47.18664509
3.044,-0.084854207,-0.098569773,,,,,-47.1776251
3.045,-0.084845614,-0.072487764,,,,,-47.16862217
3.046,-0.084837018,-0.10150786,,,,,-47.1596363
3.047,-0.084828418,-0.10322011,,,,,-47.15066751
3.048,-0.084819815,-0.11750979,,,,,-47.14171579
3.049,-0.08481121,-0.12260199,,,,,-47.13278116
3.05,-0.0848026,-0.11817049,,,,,-47.12386362
3.051,-0.084793988,-0.095552258,,,,,-47.11496318
3.052,-0.084785373,-0.090858102,,,,,-47.10607985
3.053,-0.084776754,-0.090316013,,,,,-47.09721363
3.054,-0.084768132,-0.090149358,,,,,-47.08836453
3.055,-0.084759507,-0.06549722,,,,,-47.07953256
3.056,-0.084750879,-0.084116422,,,,,-47.07071772
3.057,-0.084742248,-0.095658578,,,,,-47.06192002
3.058,-0.084733613,-0.076921664,,,,,-47.05313947
3.059,-0.084724976,-0.10642091,,,,,-47.04437607
3.06,-0.084716335,-0.084556118,,,,,-47.03562982
3.061,-0.084707691,-0.072684407,,,,,-47.02690074
3.062,-0.084699044,-0.096096985,,,,,-47.01818883
3.063,-0.084690394,-0.10184895,,,,,-47.0094941
3.064,-0.084681741,-0.1003932,,,,,-47.00081654
3.065,-0.084673085,-0.096637674,,,,,-46.99215618
3.066,-0.084664425,-0.10442543,,,,,-46.983513
3.067,-0.084655763,-0.10973728,,,,,-46.97488703
3.068,-0.084647097,-0.10561651,,,,,-46.96627825
3.069,-0.084638429,-0.10836639,,,,,-46.95768669
3.07,-0.084629757,-0.090847559,,,,,-46.94911233
3.071,-0.084621082,-0.13161522,,,,,-46.9405552
3.072,-0.084612404,-0.081214368,,,,,-46.93201529
3.073,-0.084603723,-0.073303893,,,,,-46.92349261
3.074,-0.084595039,-0.11413737,,,,,-46.91498716
3.075,-0.084586352,-0.097287513,,,,,-46.90649895
3.076,-0.084577662,-0.10346148,,,,,-46.89802798
3.077,-0.084568969,-0.062814213,,,,,-46.88957426
3.078,-0.084560273,-0.084967397,,,,,-46.88113779
3.079,-0.084551574,-0.086987115,,,,,-46.87271858
3.08,-0.084542872,-0.068343922,,,,,-46.86431663
3.081,-0.084534167,-0.11873382,,,,,-46.85593194
3.082,-0.084525459,-0.081893079,,,,,-46.84756452
3.083,-0.084516747,-0.073407464,,,,,-46.83921438
3.084,-0.084508033,-0.066612385,,,,,-46.83088151
3.085,-0.084499316,-0.084168307,,,,,-46.82256593
3.086,-0.084490596,-0.089865416,,,,,-46.81426762
3.087,-0.084481873,-0.087954774,,,,,-46.80598661
3.088,-0.084473147,-0.083060466,,,,,-46.79772289
3.089,-0.084464418,-0.079359934,,,,,-46.78947647
3.09,-0.084455686,-0.083410181,,,,,-46.78124735
3.091,-0.084446951,-0.097439677,,,,,-46.77303553
3.092,-0.084438213,-0.084617265,,,,,-46.76484102
3.093,-0.084429472,-0.10436676,,,,,-46.75666382
3.094,-0.084420728,-0.079798557,,,,,-46.74850393
3.095,-0.084411982,-0.093066797,,,,,-46.74036136
3.096,-0.084403232,-0.10062616,,,,,-46.73223611
3.097,-0.084394479,-0.091669828,,,,,-46.72412818
3.098,-0.084385724,-0.079414651,,,,,-46.71603758
3.099,-0.084376966,-0.12033728,,,,,-46.70796431
3.1,-0.084368204,-0.087990686,,,,,-46.69990838
3.101,-0.08435944,-0.089925282,,,,,-46.69186977
3.102,-0.084350673,-0.10520063,,,,,-46.68384851
3.103,-0.084341903,-0.094788551,,,,,-46.67584459
3.104,-0.084333131,-0.092746943,,,,,-46.66785801
3.105,-0.084324355,-0.085763909,,,,,-46.65988878
3.106,-0.084315576,-0.1235975,,,,,-46.65193689
3.107,-0.084306795,-0.098484114,,,,,-46.64400236
3.108,-0.084298011,-0.085476957,,,,,-46.63608518
3.109,-0.084289224,-0.082528748,,,,,-46.62818536
3.11,-0.084280434,-0.10234888,,,,,-46.6203029
3.111,-0.084271641,-0.10107537,,,,,-46.61243779
3.112,-0.084262846,-0.075382337,,,,,-46.60459006
3.113,-0.084254047,-0.08622662,,,,,-46.59675968
3.114,-0.084245246,-0.11904783,,,,,-46.58894668
3.115,-0.084236442,-0.11204904,,,,,-46.58115104
3.116,-0.084227635,-0.099740133,,,,,-46.57337278
3.117,-0.084218826,-0.10260324,,,,,-46.56561189
3.118,-0.084210014,-0.083086126,,,,,-46.55786837
3.119,-0.084201198,-0.079466395,,,,,-46.55014223
3.12,-0.084192381,-0.086158529,,,,,-46.54243348
3.121,-0.08418356,-0.089940049,,,,,-46.5347421
3.122,-0.084174737,-0.082077183,,,,,-46.52706811
3.123,-0.08416591,-0.12114356,,,,,-46.5194115
3.124,-0.084157081,-0.0730768,,,,,-46.51177227
3.125,-0.08414825,-0.069905184,,,,,-46.50415044
3.126,-0.084139415,-0.067308955,,,,,-46.49654599
3.127,-0.084130578,-0.10472877,,,,,-46.48895893
3.128,-0.084121738,-0.063594192,,,,,-46.48138927
3.129,-0.084112896,-0.12714712,,,,,-46.473837
3.13,-0.084104051,-0.085237682,,,,,-46.46630212
3.131,-0.084095203,-0.10451625,,,,,-46.45878464
3.132,-0.084086352,-0.042928543,,,,,-46.45128456
3.133,-0.084077499,-0.10774057,,,,,-46.44380187
3.134,-0.084068643,-0.095215112,,,,,-46.43633659
3.135,-0.084059784,-0.058586016,,,,,-46.42888871
3.136,-0.084050923,-0.094751216,,,,,-46.42145822
3.137,-0.084042059,-0.06441889,,,,,-46.41404514
3.138,-0.084033192,-0.11090609,,,,,-46.40664947
3.139,-0.084024323,-0.094089597,,,,,-46.3992712
3.14,-0.084015451,-0.078165494,,,,,-46.39191033
3.141,-0.084006576,-0.1221067,,,,,-46.38456688
3.142,-0.083997699,-0.084492289,,,,,-46.37724082
3.143,-0.083988819,-0.086626731,,,,,-46.36993218
3.144,-0.083979937,-0.057899315,,,,,-46.36264095
3.145,-0.083971052,-0.083907306,,,,,-46.35536712
3.146,-0.083962164,-0.060664136,,,,,-46.34811071
3.147,-0.083953274,-0.076923572,,,,,-46.34087171
3.148,-0.083944381,-0.078871459,,,,,-46.33365011
3.149,-0.083935486,-0.086591564,,,,,-46.32644593
3.15,-0.083926588,-0.12729603,,,,,-46.31925917
3.151,-0.083917687,-0.090380728,,,,,-46.31208981
3.152,-0.083908784,-0.098970003,,,,,-46.30493787
3.153,-0.083899878,-0.066998318,,,,,-46.29780335
3.154,-0.08389097,-0.097453065,,,,,-46.29068623
3.155,-0.083882059,-0.096956044,,,,,-46.28358654
3.156,-0.083873146,-0.10485186,,,,,-46.27650426
3.157,-0.08386423,-0.10366763,,,,,-46.26943939
3.158,-0.083855312,-0.10779865,,,,,-46.26239194
3.159,-0.083846391,-0.074267954,,,,,-46.2553619
3.16,-0.083837468,-0.092458963,,,,,-46.24834928
3.161,-0.083828542,-0.10285459,,,,,-46.24135408
3.162,-0.083819614,-0.082542136,,,,,-46.23437629
3.163,-0.083810683,-0.092988729,,,,,-46.22741592
3.164,-0.08380175,-0.061455946,,,,,-46.22047296
3.165,-0.083792814,-0.062567115,,,,,-46.21354743
3.166,-0.083783876,-0.063691206,,,,,-46.2066393
3.167,-0.083774935,-0.079459004,,,,,-46.1997486
3.168,-0.083765992,-0.10208482,,,,,-46.19287531
3.169,-0.083757047,-0.07020244,,,,,-46.18601944
3.17,-0.083748099,-0.098217405,,,,,-46.17918098
3.171,-0.083739148,-0.072197281,,,,,-46.17235994
3.172,-0.083730195,-0.089022025,,,,,-46.16555632
3.173,-0.08372124,-0.07813742,,,,,-46.15877011
3.174,-0.083712283,-0.074752368,,,,,-46.15200132
3.175,-0.083703323,-0.089670286,,,,,-46.14524994
3.176,-0.08369436,-0.071571328,,,,,-46.13851598
3.177,-0.083685395,-0.12033812,,,,,-46.13179943
3.178,-0.083676428,-0.10455295,,,,,-46.1251003
3.179,-0.083667459,-0.074105009,,,,,-46.11841858
3.18,-0.083658487,-0.081510052,,,,,-46.11175427
3.181,-0.083649513,-0.071958773,,,,,-46.10510738
3.182,-0.083640536,-0.10479056,,,,,-46.0984779
3.183,-0.083631557,-0.087307498,,,,,-46.09186584
3.184,-0.083622576,-0.082432061,,,,,-46.08527118
3.185,-0.083613592,-0.064609468,,,,,-46.07869394
3.186,-0.083604606,-0.097736761,,,,,-46.07213411
3.187,-0.083595618,-0.10936788,,,,,-46.06559169
3.188,-0.083586628,-0.090934508,,,,,-46.05906668
3.189,-0.083577635,-0.079576813,,,,,-46.05255908
3.19,-0.08356864,-0.082345992,,,,,-46.04606889
3.191,-0.083559642,-0.08731436,,,,,-46.03959611
3.192,-0.083550643,-0.11471304,,,,,-46.03314074
3.193,-0.083541641,-0.11032088,,,,,-46.02670277
3.194,-0.083532637,-0.091679335,,,,,-46.02028221
3.195,-0.08352363,-0.10568529,,,,,-46.01387906
3.196,-0.083514621,-0.062769383,,,,,-46.00749331
3.197,-0.083505611,-0.10699389,,,,,-46.00112497
3.198,-0.083496597,-0.10371447,,,,,-45.99477403
3.199,-0.083487582,-0.086915918,,,,,-45.98844049
3.2,-0.083478565,-0.090037383,,,,,-45.98212436
3.201,-0.083469545,-0.081900597,,,,,-45.97582563
3.202,-0.083460523,-0.076886863,,,,,-45.9695443
3.203,-0.083451499,-0.092310406,,,,,-45.96328037
3.204,-0.083442472,-0.080630027,,,,,-45.95703384
3.205,-0.083433444,-0.12002338,,,,,-45.95080471
3.206,-0.083424413,-0.080634139,,,,,-45.94459298
3.207,-0.08341538,-0.078992456,,,,,-45.93839864
3.208,-0.083406345,-0.088609546,,,,,-45.9322217
3.209,-0.083397308,-0.092255905,,,,,-45.92606216
3.21,-0.083388269,-0.07851214,,,,,-45.91992001
3.211,-0.083379228,-0.085922256,,,,,-45.91379525
3.212,-0.083370184,-0.082557134,,,,,-45.90768789
3.213,-0.083361138,-0.084725946,,,,,-45.90159792
3.214,-0.083352091,-0.095697962,,,,,-45.89552534
3.215,-0.083343041,-0.061244454,,,,,-45.88947015
3.216,-0.083333989,-0.099895209,,,,,-45.88343234
3.217,-0.083324935,-0.063905768,,,,,-45.87741193
3.218,-0.083315879,-0.13237265,,,,,-45.87140891
3.219,-0.083306821,-0.10844488,,,,,-45.86542327
3.22,-0.08329776,-0.077253483,,,,,-45.85945501
3.221,-0.083288698,-0.071181282,,,,,-45.85350414
3.222,-0.083279634,-0.10672176,,,,,-45.84757065
3.223,-0.083270567,-0.079000123,,,,,-45.84165455
3.224,-0.083261499,-0.086775109,,,,,-45.83575583
3.225,-0.083252429,-0.08997184,,,,,-45.82987448
3.226,-0.083243356,-0.08550486,,,,,-45.82401052
3.227,-0.083234282,-0.1052697,,,,,-45.81816393
3.228,-0.083225205,-0.10901289,,,,,-45.81233473
3.229,-0.083216127,-0.066427805,,,,,-45.80652289
3.23,-0.083207047,-0.087961785,,,,,-45.80072844
3.231,-0.083197964,-0.090893768,,,,,-45.79495135
3.232,-0.08318888,-0.081340119,,,,,-45.78919164
3.233,-0.083179794,-0.10542743,,,,,-45.7834493
3.234,-0.083170705,-0.083853751,,,,,-45.77772434
3.235,-0.083161615,-0.07169269,,,,,-45.77201674
3.236,-0.083152523,-0.085562013,,,,,-45.76632651
3.237,-0.083143429,-0.083959028,,,,,-45.76065365
3.238,-0.083134333,-0.098392792,,,,,-45.75499815
3.239,-0.083125235,-0.11428011,,,,,-45.74936002
3.24,-0.083116136,-0.10018283,,,,,-45.74373926
3.241,-0.083107034,-0.090570368,,,,,-45.73813586
3.242,-0.08309793,-0.081731766,,,,,-45.73254982
3.243,-0.083088825,-0.083279401,,,,,-45.72698114
3.244,-0.083079718,-0.097074933,,,,,-45.72142982
3.245,-0.083070608,-0.11191229,,,,,-45.71589586
3.246,-0.083061497,-0.13882037,,,,,-45.71037926
3.247,-0.083052385,-0.064950682,,,,,-45.70488001
3.248,-0.08304327,-0.079494268,,,,,-45.69939812
3.249,-0.083034153,-0.091692351,,,,,-45.69393358
3.25,-0.083025035,-0.069607504,,,,,-45.6884864
3.251,-0.083015915,-0.10083935,,,,,-45.68305657
3.252,-0.083006793,-0.085736737,,,,,-45.67764409
3.253,-0.082997669,-0.096335076,,,,,-45.67224896
3.254,-0.082988544,-0.10897597,,,,,-45.66687118
3.255,-0.082979416,-0.056328703,,,,,-45.66151075
3.256,-0.082970287,-0.080872916,,,,,-45.65616766
3.257,-0.082961156,-0.092851974,,,,,-45.65084192
3.258,-0.082952024,-0.092858464,,,,,-45.64553353
3.259,-0.082942889,-0.077591263,,,,,-45.64024247
3.26,-0.082933753,-0.082025774,,,,,-45.63496876
3.261,-0.082924615,-0.081392191,,,,,-45.62971239
3.262,-0.082915476,-0.086212039,,,,,-45.62447336
3.263,-0.082906334,-0.059267022,,,,,-45.61925167
3.264,-0.082897191,-0.081165217,,,,,-45.61404732
3.265,-0.082888047,-0.11722437,,,,,-45.6088603
3.266,-0.0828789,-0.10082565,,,,,-45.60369062
3.267,-0.082869752,-0.10923171,,,,,-45.59853828
3.268,-0.082860603,-0.10601381,,,,,-45.59340326
3.269,-0.082851451,-0.090064138,,,,,-45.58828558
3.27,-0.082842298,-0.10691755,,,,,-45.58318524
3.271,-0.082833143,-0.10793234,,,,,-45.57810222
3.272,-0.082823987,-0.09841042,,,,,-45.57303653
3.273,-0.082814829,-0.10606126,,,,,-45.56798817
3.274,-0.082805669,-0.093746707,,,,,-45.56295714
3.275,-0.082796508,-0.11673488,,,,,-45.55794343
3.276,-0.082787345,-0.08960481,,,,,-45.55294705
3.277,-0.082778181,-0.06457711,,,,,-45.54796799
3.278,-0.082769015,-0.087938979,,,,,-45.54300625
3.279,-0.082759847,-0.083545282,,,,,-45.53806184
3.28,-0.082750678,-0.096518934,,,,,-45.53313475
3.281,-0.082741507,-0.10402532,,,,,-45.52822498
3.282,-0.082732335,-0.080471881,,,,,-45.52333253
3.283,-0.082723161,-0.1201544,,,,,-45.5184574
3.284,-0.082713986,-0.063285924,,,,,-45.51359958
3.285,-0.082704809,-0.10063859,,,,,-45.50875908
3.286,-0.082695631,-0.10152551,,,,,-45.50393589
3.287,-0.082686451,-0.10910545,,,,,-45.49913002
3.288,-0.082677269,-0.078987345,,,,,-45.49434147
3.289,-0.082668086,-0.11592136,,,,,-45.48957022
3.29,-0.082658902,-0.087312572,,,,,-45.48481629
3.291,-0.082649716,-0.089005582,,,,,-45.48007967
3.292,-0.082640529,-0.10414509,,,,,-45.47536036
3.293,-0.08263134,-0.082988992,,,,,-45.47065835
3.294,-0.082622149,-0.097154915,,,,,-45.46597366
3.295,-0.082612958,-0.11608769,,,,,-45.46130627
3.296,-0.082603764,-0.098190136,,,,,-45.45665619
3.297,-0.08259457,-0.070054829,,,,,-45.45202342
3.298,-0.082585374,-0.11424325,,,,,-45.44740795
3.299,-0.082576176,-0.10057347,,,,,-45.44280978
3.3,-0.082566978,-0.12456758,,,,,-45.43822892
3.301,-0.082557777,-0.066463262,,,,,-45.43366535
3.302,-0.082548576,-0.1197082,,,,,-45.4291191
3.303,-0.082539373,-0.11047864,,,,,-45.42459014
3.304,-0.082530168,-0.10593472,,,,,-45.42007848
3.305,-0.082520963,-0.1335756,,,,,-45.41558412
3.306,-0.082511756,-0.1337382,,,,,-45.41110706
3.307,-0.082502547,-0.081822671,,,,,-45.4066473
3.308,-0.082493337,-0.14544839,,,,,-45.40220483
3.309,-0.082484126,-0.07805907,,,,,-45.39777966
3.31,-0.082474914,-0.098759957,,,,,-45.39337179
3.311,-0.0824657,-0.090534605,,,,,-45.38898121
3.312,-0.082456485,-0.078073621,,,,,-45.38460793
3.313,-0.082447269,-0.11254939,,,,,-45.38025194
3.314,-0.082438051,-0.090780295,,,,,-45.37591325
3.315,-0.082428833,-0.077925749,,,,,-45.37159185
3.316,-0.082419612,-0.10642187,,,,,-45.36728774
3.317,-0.082410391,-0.078670934,,,,,-45.36300092
3.318,-0.082401169,-0.093339853,,,,,-45.35873139
3.319,-0.082391945,-0.11997044,,,,,-45.35447916
3.32,-0.08238272,-0.12948865,,,,,-45.35024421
3.321,-0.082373493,-0.08599402,,,,,-45.34602656
3.322,-0.082364266,-0.1229549,,,,,-45.34182619
3.323,-0.082355037,-0.10323865,,,,,-45.33764311
3.324,-0.082345807,-0.08883328,,,,,-45.33347733
3.325,-0.082336576,-0.11223393,,,,,-45.32932882
3.326,-0.082327344,-0.095640458,,,,,-45.32519761
3.327,-0.082318111,-0.11180197,,,,,-45.32108368
3.328,-0.082308876,-0.10270369,,,,,-45.31698705
3.329,-0.08229964,-0.11149918,,,,,-45.31290769
3.33,-0.082290404,-0.10699277,,,,,-45.30884563
3.331,-0.082281166,-0.092237398,,,,,-45.30480085
3.332,-0.082271927,-0.10292776,,,,,-45.30077335
3.333,-0.082262686,-0.10883995,,,,,-45.29676314
3.334,-0.082253445,-0.10782134,,,,,-45.29277022
3.335,-0.082244203,-0.11600368,,,,,-45.28879458
3.336,-0.082234959,-0.078981161,,,,,-45.28483622
3.337,-0.082225715,-0.092214599,,,,,-45.28089515
3.338,-0.082216469,-0.12043475,,,,,-45.27697137
3.339,-0.082207222,-0.121641,,,,,-45.27306487
3.34,-0.082197975,-0.13454117,,,,,-45.26917565
3.341,-0.082188726,-0.099638887,,,,,-45.26530372
3.342,-0.082179476,-0.10262366,,,,,-45.26144907
3.343,-0.082170225,-0.1095842,,,,,-45.2576117
3.344,-0.082160973,-0.10720154,,,,,-45.25379162
3.345,-0.082151721,-0.13003658,,,,,-45.24998883
3.346,-0.082142467,-0.091889255,,,,,-45.24620331
3.347,-0.082133212,-0.12943335,,,,,-45.24243508
3.348,-0.082123956,-0.12348565,,,,,-45.23868414
3.349,-0.082114699,-0.098142371,,,,,-45.23495048
3.35,-0.082105442,-0.12475642,,,,,-45.2312341
3.351,-0.082096183,-0.10675362,,,,,-45.22753501
3.352,-0.082086923,-0.13589063,,,,,-45.2238532
3.353,-0.082077663,-0.12900417,,,,,-45.22018868
3.354,-0.082068401,-0.12256068,,,,,-45.21654144
3.355,-0.082059139,-0.087065123,,,,,-45.21291149
3.356,-0.082049876,-0.11248808,,,,,-45.20929882
3.357,-0.082040612,-0.11168188,,,,,-45.20570344
3.358,-0.082031347,-0.13813925,,,,,-45.20212534
3.359,-0.082022081,-0.13217479,,,,,-45.19856454
3.36,-0.082012814,-0.10120632,,,,,-45.19502101
3.361,-0.082003546,-0.1121418,,,,,-45.19149478
3.362,-0.081994278,-0.10971036,,,,,-45.18798583
3.363,-0.081985008,-0.11302328,,,,,-45.18449417
3.364,-0.081975738,-0.12440034,,,,,-45.1810198
3.365,-0.081966467,-0.13108768,,,,,-45.17756272
3.366,-0.081957196,-0.10200325,,,,,-45.17412293
3.367,-0.081947923,-0.1371741,,,,,-45.17070043
3.368,-0.08193865,-0.13296112,,,,,-45.16729521
3.369,-0.081929375,-0.10786031,,,,,-45.16390729
3.37,-0.0819201,-0.11929598,,,,,-45.16053667
3.371,-0.081910825,-0.12215172,,,,,-45.15718333
3.372,-0.081901548,-0.11171908,,,,,-45.15384729
3.373,-0.081892271,-0.12557398,,,,,-45.15052854
3.374,-0.081882993,-0.14221449,,,,,-45.14722708
3.375,-0.081873714,-0.093554907,,,,,-45.14394293
3.376,-0.081864435,-0.14559984,,,,,-45.14067606
3.377,-0.081855155,-0.12003239,,,,,-45.1374265
3.378,-0.081845874,-0.10138343,,,,,-45.13419423
3.379,-0.081836593,-0.11965109,,,,,-45.13097926
3.38,-0.081827311,-0.11595345,,,,,-45.12778159
3.381,-0.081818028,-0.11982442,,,,,-45.12460122
3.382,-0.081808744,-0.12605251,,,,,-45.12143816
3.383,-0.08179946,-0.14665313,,,,,-45.11829239
3.384,-0.081790175,-0.13105711,,,,,-45.11516393
3.385,-0.08178089,-0.096756369,,,,,-45.11205278
3.386,-0.081771604,-0.11000197,,,,,-45.10895893
3.387,-0.081762317,-0.11545672,,,,,-45.10588239
3.388,-0.08175303,-0.15014669,,,,,-45.10282316
3.389,-0.081743742,-0.10005058,,,,,-45.09978123
3.39,-0.081734453,-0.15445659,,,,,-45.09675662
3.391,-0.081725164,-0.10589983,,,,,-45.09374932
3.392,-0.081715875,-0.12294251,,,,,-45.09075933
3.393,-0.081706585,-0.14357604,,,,,-45.08778665
3.394,-0.081697294,-0.10750235,,,,,-45.0848313
3.395,-0.081688003,-0.14076111,,,,,-45.08189326
3.396,-0.081678711,-0.12450329,,,,,-45.07897254
3.397,-0.081669419,-0.13031085,,,,,-45.07606913
3.398,-0.081660126,-0.13120385,,,,,-45.07318306
3.399,-0.081650832,-0.15701172,,,,,-45.0703143
3.4,-0.081641539,-0.13120805,,,,,-45.06746287
3.401,-0.081632244,-0.10113616,,,,,-45.06462876
3.402,-0.08162295,-0.14873423,,,,,-45.06181199
3.403,-0.081613654,-0.14675526,,,,,-45.05901254
3.404,-0.081604359,-0.1404942,,,,,-45.05623043
3.405,-0.081595063,-0.121631,,,,,-45.05346564
3.406,-0.081585766,-0.13305117,,,,,-45.0507182
3.407,-0.081576469,-0.10996614,,,,,-45.04798809
3.408,-0.081567172,-0.1370669,,,,,-45.04527532
3.409,-0.081557874,-0.13864484,,,,,-45.04257989
3.41,-0.081548576,-0.14458805,,,,,-45.0399018
3.411,-0.081539277,-0.15386294,,,,,-45.03724106
3.412,-0.081529978,-0.14117835,,,,,-45.03459766
3.413,-0.081520679,-0.13062009,,,,,-45.03197161
3.414,-0.081511379,-0.12758113,,,,,-45.02936291
3.415,-0.081502079,-0.14559694,,,,,-45.02677157
3.416,-0.081492779,-0.17118275,,,,,-45.02419758
3.417,-0.081483478,-0.11952829,,,,,-45.02164094
3.418,-0.081474177,-0.15083091,,,,,-45.01910167
3.419,-0.081464875,-0.13053901,,,,,-45.01657976
3.42,-0.081455574,-0.16822207,,,,,-45.01407521
3.421,-0.081446272,-0.11190486,,,,,-45.01158803
3.422,-0.08143697,-0.1456686,,,,,-45.00911822
3.423,-0.081427667,-0.12234543,,,,,-45.00666577
3.424,-0.081418364,-0.13734901,,,,,-45.0042307
3.425,-0.081409061,-0.14353135,,,,,-45.00181301
3.426,-0.081399758,-0.14343953,,,,,-44.9994127
3.427,-0.081390455,-0.11809372,,,,,-44.99702976
3.428,-0.081381151,-0.12807572,,,,,-44.99466421
3.429,-0.081371847,-0.14730045,,,,,-44.99231605
3.43,-0.081362543,-0.12598126,,,,,-44.98998528
3.431,-0.081353238,-0.1343392,,,,,-44.98767189
3.432,-0.081343934,-0.14216408,,,,,-44.98537591
3.433,-0.081334629,-0.14179608,,,,,-44.98309732
3.434,-0.081325324,-0.11847202,,,,,-44.98083613
3.435,-0.081316019,-0.13109238,,,,,-44.97859234
3.436,-0.081306714,-0.15284738,,,,,-44.97636596
3.437,-0.081297409,-0.1818601,,,,,-44.97415699
3.438,-0.081288104,-0.14974669,,,,,-44.97196543
3.439,-0.081278798,-0.18519607,,,,,-44.96979129
3.44,-0.081269492,-0.13051046,,,,,-44.96763456
3.441,-0.081260187,-0.15705375,,,,,-44.96549526
3.442,-0.081250881,-0.12387618,,,,,-44.96337338
3.443,-0.081241575,-0.13784738,,,,,-44.96126893
3.444,-0.081232269,-0.14495541,,,,,-44.95918191
3.445,-0.081222963,-0.13732067,,,,,-44.95711233
3.446,-0.081213657,-0.14423706,,,,,-44.95506018
3.447,-0.081204351,-0.13677992,,,,,-44.95302547
3.448,-0.081195044,-0.15081051,,,,,-44.95100821
3.449,-0.081185738,-0.14701073,,,,,-44.9490084
3.45,-0.081176432,-0.14181085,,,,,-44.94702604
3.451,-0.081167126,-0.17912216,,,,,-44.94506114
3.452,-0.08115782,-0.16837133,,,,,-44.9431137
3.453,-0.081148513,-0.12715532,,,,,-44.94118371
3.454,-0.081139207,-0.13243599,,,,,-44.9392712
3.455,-0.081129901,-0.1435857,,,,,-44.93737616
3.456,-0.081120595,-0.17419492,,,,,-44.93549859
3.457,-0.081111289,-0.11737382,,,,,-44.9336385
3.458,-0.081101983,-0.17081027,,,,,-44.93179589
3.459,-0.081092677,-0.15251969,,,,,-44.92997077
3.46,-0.081083372,-0.15766716,,,,,-44.92816313
3.461,-0.081074066,-0.15286824,,,,,-44.926373
3.462,-0.08106476,-0.13560417,,,,,-44.92460036
3.463,-0.081055455,-0.13617438,,,,,-44.92284522
3.464,-0.08104615,-0.15531987,,,,,-44.92110759
3.465,-0.081036844,-0.17153548,,,,,-44.91938747
3.466,-0.081027539,-0.14062223,,,,,-44.91768487
3.467,-0.081018234,-0.18287171,,,,,-44.91599979
3.468,-0.08100893,-0.13068374,,,,,-44.91433223
3.469,-0.080999625,-0.14980815,,,,,-44.9126822
3.47,-0.080990321,-0.17962144,,,,,-44.9110497
3.471,-0.080981017,-0.14386258,,,,,-44.90943474
3.472,-0.080971713,-0.14240451,,,,,-44.90783733
3.473,-0.080962409,-0.14000742,,,,,-44.90625746
3.474,-0.080953106,-0.1785115,,,,,-44.90469514
3.475,-0.080943802,-0.15509631,,,,,-44.90315038
3.476,-0.080934499,-0.1528611,,,,,-44.90162318
3.477,-0.080925196,-0.16256478,,,,,-44.90011355
3.478,-0.080915894,-0.1687806,,,,,-44.89862149
3.479,-0.080906592,-0.16057447,,,,,-44.897147
3.48,-0.08089729,-0.15388276,,,,,-44.8956901
3.481,-0.080887988,-0.12877892,,,,,-44.89425078
3.482,-0.080878687,-0.13973773,,,,,-44.89282906
3.483,-0.080869386,-0.16726987,,,,,-44.89142493
3.484,-0.080860085,-0.15654087,,,,,-44.8900384
3.485,-0.080850785,-0.1505997,,,,,-44.88866948
3.486,-0.080841485,-0.15139239,,,,,-44.88731818
3.487,-0.080832185,-0.13382533,,,,,-44.88598449
3.488,-0.080822886,-0.13767898,,,,,-44.88466842
3.489,-0.080813587,-0.17044196,,,,,-44.88336998
3.49,-0.080804288,-0.16349387,,,,,-44.88208918
3.491,-0.08079499,-0.172692,,,,,-44.88082602
3.492,-0.080785692,-0.16702922,,,,,-44.87958051
3.493,-0.080776395,-0.16748588,,,,,-44.87835264
