"Freq [GHz]","dB(S(3,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,2)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'","dB(S(4,3)) [] - coupler_x_length='18.8mm' coupler_y_length='18.4mm'"
4.219,-6.92060872385611,-6.51062307312189,-6.20344179198208
4.22,-6.92030506975867,-6.51136975246109,-6.20284465248415
4.221,-6.92000452075957,-6.51211517397587,-6.20224559197366
4.222,-6.91970708123587,-6.51285933921114,-6.20164461974592
4.223,-6.91941275556409,-6.51360224969457,-6.2010417450865
4.224,-6.91912154812003,-6.51434390693653,-6.200436977271
4.225,-6.91883346327865,-6.51508431242982,-6.19983032556484
4.226,-6.91854850541386,-6.51582346764951,-6.19922179922303
4.227,-6.91826667889836,-6.51656137405278,-6.19861140749001
4.228,-6.91798798810351,-6.51729803307878,-6.19799915959929
4.229,-6.91771243739911,-6.51803344614832,-6.19738506477341
4.23,-6.91744003115325,-6.51876761466384,-6.19676913222355
4.231,-6.91717077373216,-6.51950054000913,-6.19615137114943
4.232,-6.91690466950002,-6.52023222354916,-6.19553179073899
4.233,-6.91664172281882,-6.52096266662994,-6.19491040016824
4.234,-6.91638193804818,-6.52169187057829,-6.19428720860101
4.235,-6.91612531954517,-6.52241983670169,-6.19366222518867
4.236,-6.91587187166414,-6.52314656628803,-6.19303545907
4.237,-6.91562159875661,-6.52387206060552,-6.19240691937089
4.238,-6.91537450517102,-6.52459632090244,-6.19177661520412
4.239,-6.91513059525263,-6.52531934840694,-6.19114455566916
4.24,-6.91488987334334,-6.52604114432689,-6.19051074985193
4.241,-6.91465234378151,-6.52676170984969,-6.18987520682453
4.242,-6.91441801090178,-6.52748104614204,-6.18923793564505
4.243,-6.91418687903495,-6.52819915434982,-6.18859894535736
4.244,-6.91395895250779,-6.52891603559779,-6.18795824499081
4.245,-6.91373423564287,-6.52963169098952,-6.18731584356004
4.246,-6.91351273275841,-6.53034612160711,-6.18667175006471
4.247,-6.91329444816812,-6.53105932851102,-6.18602597348935
4.248,-6.91307938618099,-6.53177131273991,-6.18537852280301
4.249,-6.9128675511012,-6.53248207531041,-6.18472940695909
4.25,-6.91265894722792,-6.53319161721689,-6.18407863489512
4.251,-6.91245357885511,-6.53389993943136,-6.18342621553246
4.252,-6.91225145027145,-6.53460704290321,-6.1827721577761
4.253,-6.91205256576008,-6.53531292855898,-6.18211647051444
4.254,-6.91185692959849,-6.53601759730221,-6.18145916261899
4.255,-6.91166454605838,-6.53672105001328,-6.18080024294421
4.256,-6.91147541940543,-6.53742328754912,-6.18013972032717
4.257,-6.9112895538992,-6.53812431074304,-6.17947760358741
4.258,-6.91110695379296,-6.53882412040458,-6.17881390152663
4.259,-6.91092762333349,-6.53952271731923,-6.17814862292847
4.26,-6.91075156676099,-6.54022010224828,-6.17748177655827
4.261,-6.91057878830884,-6.5409162759286,-6.17681337116281
4.262,-6.91040929220351,-6.54161123907243,-6.17614341547009
4.263,-6.91024308266438,-6.54230499236717,-6.17547191818905
4.264,-6.91008016390355,-6.5429975364752,-6.17479888800937
4.265,-6.90992054012574,-6.54368887203366,-6.17412433360118
4.266,-6.90976421552809,-6.54437899965422,-6.17344826361486
4.267,-6.90961119430002,-6.54506791992287,-6.17277068668071
4.268,-6.90946148062307,-6.54575563339979,-6.17209161140881
4.269,-6.90931507867076,-6.54644214061903,-6.17141104638868
4.27,-6.90917199260841,-6.54712744208836,-6.1707290001891
4.271,-6.90903222659301,-6.54781153828906,-6.17004548135781
4.272,-6.90889578477304,-6.54849442967568,-6.16936049842128
4.273,-6.90876267128836,-6.54917611667583,-6.16867405988447
4.274,-6.90863289027,-6.54985659969001,-6.16798617423054
4.275,-6.90850644584007,-6.55053587909135,-6.16729684992066
4.276,-6.90838334211155,-6.55121395522538,-6.1666060953937
4.277,-6.9082635831882,-6.55189082840985,-6.165913919066
4.278,-6.90814717316434,-6.55256649893453,-6.16522032933113
4.279,-6.90803411612477,-6.55324096706092,-6.16452533455962
4.28,-6.90792441614459,-6.5539142330221,-6.1638289430987
4.281,-6.90781807728903,-6.55458629702248,-6.16313116327208
4.282,-6.90771510361334,-6.55525715923756,-6.16243200337964
4.283,-6.90761549916263,-6.55592681981377,-6.16173147169722
4.284,-6.90751926797174,-6.55659527886816,-6.16102957647635
4.285,-6.90742641406505,-6.55726253648828,-6.160326325944
4.286,-6.90733694145638,-6.55792859273184,-6.1596217283023
4.287,-6.90725085414884,-6.55859344762659,-6.15891579172832
4.288,-6.90716815613466,-6.55925710117003,-6.15820852437377
4.289,-6.90708885139508,-6.55991955332918,-6.15749993436478
4.29,-6.90701294390019,-6.56058080404041,-6.15679002980164
4.291,-6.9069404376088,-6.56124085320916,-6.15607881875849
4.292,-6.90687133646832,-6.56189970070971,-6.15536630928314
4.293,-6.90680564441454,-6.56255734638497,-6.15465250939675
4.294,-6.90674336537162,-6.56321379004625,-6.1539374270936
4.295,-6.90668450325183,-6.56386903147304,-6.15322107034082
4.296,-6.9066290619555,-6.56452307041268,-6.15250344707811
4.297,-6.90657704537085,-6.5651759065803,-6.15178456521754
4.298,-6.90652845737384,-6.56582753965842,-6.15106443264324
4.299,-6.90648330182809,-6.56647796929679,-6.15034305721113
4.3,-6.90644158258468,-6.56712719511216,-6.1496204467487
4.301,-6.90640330348208,-6.56777521668801,-6.14889660905472
4.302,-6.90636846834598,-6.56842203357434,-6.148171551899
4.303,-6.90633708098919,-6.56906764528738,-6.14744528302209
4.304,-6.90630914521149,-6.56971205130943,-6.14671781013508
4.305,-6.90628466479949,-6.57035525108855,-6.14598914091925
4.306,-6.90626364352657,-6.57099724403832,-6.14525928302592
4.307,-6.90624608515267,-6.57163802953768,-6.14452824407607
4.308,-6.90623199342422,-6.57227760693053,-6.14379603166017
4.309,-6.90622137207401,-6.57291597552564,-6.14306265333788
4.31,-6.90621422482107,-6.57355313459632,-6.14232811663776
4.311,-6.90621055537052,-6.57418908338019,-6.14159242905708
4.312,-6.9062103674135,-6.57482382107891,-6.14085559806148
4.313,-6.906213664627,-6.575457346858,-6.14011763108472
4.314,-6.9062204506738,-6.57608965984648,-6.13937853552852
4.315,-6.90623072920231,-6.57672075913671,-6.13863831876211
4.316,-6.90624450384646,-6.57735064378412,-6.13789698812214
4.317,-6.90626177822563,-6.5779793128069,-6.13715455091232
4.318,-6.90628255594449,-6.57860676518582,-6.13641101440318
4.319,-6.90630684059291,-6.57923299986392,-6.13566638583183
4.32,-6.90633463574583,-6.57985801574628,-6.13492067240166
4.321,-6.90636594496322,-6.58048181169976,-6.13417388128209
4.322,-6.90640077178988,-6.5811043865527,-6.13342601960833
4.323,-6.90643911975541,-6.58172573909474,-6.13267709448108
4.324,-6.90648099237407,-6.58234586807648,-6.13192711296628
4.325,-6.90652639314469,-6.58296477220927,-6.13117608209487
4.326,-6.90657532555058,-6.58358245016492,-6.13042400886249
4.327,-6.90662779305939,-6.58419890057542,-6.12967090022925
4.328,-6.90668379912307,-6.58481412203273,-6.12891676311945
4.329,-6.90674334717776,-6.58542811308844,-6.12816160442131
4.33,-6.90680644064365,-6.58604087225358,-6.12740543098671
4.331,-6.90687308292494,-6.58665239799827,-6.12664824963097
4.332,-6.90694327740974,-6.58726268875152,-6.12589006713253
4.333,-6.90701702746995,-6.58787174290092,-6.1251308902327
4.334,-6.90709433646123,-6.58847955879236,-6.12437072563545
4.335,-6.90717520772286,-6.58908613472979,-6.12360958000706
4.336,-6.90725964457766,-6.58969146897491,-6.12284745997597
4.337,-6.90734765033197,-6.59029555974692,-6.1220843721324
4.338,-6.90743922827549,-6.59089840522224,-6.12132032302817
4.339,-6.90753438168126,-6.5915000035342,-6.12055531917644
4.34,-6.90763311380554,-6.59210035277282,-6.1197893670514
4.341,-6.90773542788777,-6.59269945098444,-6.11902247308804
4.342,-6.90784132715048,-6.59329729617152,-6.11825464368192
4.343,-6.90795081479923,-6.59389388629233,-6.11748588518883
4.344,-6.90806389402251,-6.59448921926067,-6.11671620392466
4.345,-6.90818056799173,-6.59508329294555,-6.11594560616499
4.346,-6.9083008398611,-6.59567610517093,-6.11517409814495
4.347,-6.90842471276759,-6.59626765371544,-6.11440168605894
4.348,-6.9085521898309,-6.59685793631208,-6.11362837606031
4.349,-6.90868327415332,-6.59744695064793,-6.11285417426118
4.35,-6.90881796881976,-6.59803469436384,-6.11207908673217
4.351,-6.90895627689765,-6.59862116505417,-6.1113031195021
4.352,-6.90909820143689,-6.59920636026646,-6.11052627855781
4.353,-6.90924374546982,-6.59979027750116,-6.10974856984382
4.354,-6.90939291201115,-6.60037291421133,-6.10896999926216
4.355,-6.90954570405792,-6.60095426780233,-6.10819057267206
4.356,-6.90970212458946,-6.60153433563152,-6.10741029588974
4.357,-6.90986217656737,-6.60211311500794,-6.10662917468813
4.358,-6.91002586293544,-6.60269060319207,-6.10584721479662
4.359,-6.91019318661963,-6.60326679739545,-6.10506442190084
4.36,-6.91036415052807,-6.60384169478044,-6.10428080164239
4.361,-6.91053875755097,-6.60441529245985,-6.10349635961859
4.362,-6.91071701056063,-6.60498758749666,-6.10271110138224
4.363,-6.91089891241141,-6.60555857690375,-6.10192503244138
4.364,-6.91108446593971,-6.60612825764353,-6.10113815825906
4.365,-6.9112736739639,-6.60669662662764,-6.10035048425302
4.366,-6.9114665392844,-6.60726368071665,-6.09956201579555
4.367,-6.91166306468355,-6.60782941671975,-6.09877275821321
4.368,-6.91186325292568,-6.60839383139438,-6.09798271678653
4.369,-6.91206710675708,-6.608956921446,-6.09719189674987
4.37,-6.91227462890596,-6.60951868352772,-6.0964003032911
4.371,-6.91248582208249,-6.61007911423993,-6.09560794155141
4.372,-6.91270068897877,-6.61063821013009,-6.09481481662506
4.373,-6.91291923226883,-6.61119596769228,-6.09402093355912
4.374,-6.91314145460866,-6.611752383367,-6.09322629735327
4.375,-6.91336735863617,-6.61230745354073,-6.09243091295956
4.376,-6.91359694697126,-6.61286117454566,-6.09163478528218
4.377,-6.9138302222158,-6.61341354265938,-6.09083791917718
4.378,-6.91406718695361,-6.61396455410446,-6.09004031945233
4.379,-6.91430784375055,-6.61451420504821,-6.0892419908668
4.38,-6.91455219515451,-6.6150624916023,-6.08844293813101
4.381,-6.91480024369541,-6.61560940982243,-6.08764316590636
4.382,-6.91505199188528,-6.61615495570799,-6.086842678805
4.383,-6.91530744221823,-6.6166991252017,-6.08604148138965
4.384,-6.91556659717055,-6.61724191418932,-6.08523957817332
4.385,-6.9158294592007,-6.61778331849923,-6.08443697361914
4.386,-6.91609603074937,-6.61832333390218,-6.08363367214013
4.387,-6.91636631423955,-6.61886195611086,-6.08282967809897
4.388,-6.91664031207652,-6.61939918077958,-6.08202499580777
4.389,-6.91691802664793,-6.61993500350394,-6.08121962952792
4.39,-6.91719946032391,-6.62046941982046,-6.08041358346978
4.391,-6.91748461545704,-6.62100242520618,-6.07960686179258
4.392,-6.91777349438247,-6.62153401507843,-6.07879946860412
4.393,-6.91806609941796,-6.62206418479432,-6.0779914079606
4.394,-6.91836243286397,-6.62259292965048,-6.07718268386643
4.395,-6.91866249700372,-6.62312024488269,-6.07637330027401
4.396,-6.91896629410331,-6.62364612566548,-6.0755632610835
4.397,-6.91927382641171,-6.62417056711178,-6.07475257014268
4.398,-6.91958509616094,-6.62469356427258,-6.07394123124671
4.399,-6.91990010556613,-6.62521511213652,-6.07312924813793
4.4,-6.92021885682558,-6.62573520562955,-6.07231662450571
4.401,-6.92054135212091,-6.62625383961453,-6.0715033639862
4.402,-6.92086759361712,-6.62677100889092,-6.07068947016217
4.403,-6.92119758346274,-6.62728670819432,-6.06987494656285
4.404,-6.9215313237899,-6.62780093219612,-6.0690597966637
4.405,-6.92186881671446,-6.62831367550318,-6.06824402388621
4.406,-6.92221006433615,-6.62882493265734,-6.0674276315978
4.407,-6.92255506873865,-6.62933469813515,-6.06661062311155
4.408,-6.92290383198978,-6.62984296634741,-6.06579300168611
4.409,-6.92325635614156,-6.63034973163879,-6.06497477052543
4.41,-6.92361264323042,-6.63085498828748,-6.06415593277867
4.411,-6.92397269527728,-6.63135873050473,-6.06333649153998
4.412,-6.92433651428775,-6.63186095243455,-6.06251644984837
4.413,-6.92470410225224,-6.63236164815324,-6.06169581068751
4.414,-6.92507546114614,-6.63286081166901,-6.06087457698559
4.415,-6.92545059292998,-6.63335843692158,-6.06005275161514
4.416,-6.92582949954959,-6.63385451778181,-6.05923033739291
4.417,-6.92621218293626,-6.63434904805126,-6.05840733707969
4.418,-6.92659864500697,-6.63484202146177,-6.05758375338014
4.419,-6.92698888766448,-6.63533343167511,-6.05675958894268
4.42,-6.92738291279762,-6.63582327228253,-6.05593484635931
4.421,-6.92778072228138,-6.63631153680433,-6.0551095281655
4.422,-6.92818231797721,-6.63679821868948,-6.05428363684002
4.423,-6.92858770173314,-6.63728331131521,-6.05345717480481
4.424,-6.92899687538403,-6.63776680798653,-6.05263014442487
4.425,-6.92940984075177,-6.6382487019359,-6.05180254800807
4.426,-6.92982659964552,-6.63872898632273,-6.05097438780512
4.427,-6.93024715386189,-6.63920765423296,-6.05014566600932
4.428,-6.93067150518522,-6.6396846986787,-6.04931638475652
4.429,-6.9310996553878,-6.64016011259771,-6.04848654612501
4.43,-6.9315316062301,-6.64063388885304,-6.04765615213535
4.431,-6.93196735946102,-6.64110602023253,-6.04682520475029
4.432,-6.93240691681817,-6.64157649944844,-6.04599370587466
4.433,-6.93285028002809,-6.64204531913694,-6.04516165735526
4.434,-6.93329745080657,-6.64251247185773,-6.04432906098074
4.435,-6.93374843085887,-6.64297795009354,-6.04349591848155
4.436,-6.93420322188002,-6.64344174624975,-6.04266223152978
4.437,-6.93466182555511,-6.64390385265385,-6.04182800173911
4.438,-6.93512424355959,-6.64436426155509,-6.04099323066474
4.439,-6.93559047755953,-6.64482296512391,-6.04015791980326
4.44,-6.936060529212,-6.64527995545159,-6.03932207059257
4.441,-6.93653440016528,-6.64573522454974,-6.03848568441186
4.442,-6.93701209205927,-6.64618876434981,-6.03764876258147
4.443,-6.93749360652577,-6.64664056670269,-6.03681130636287
4.444,-6.9379789451888,-6.64709062337818,-6.03597331695858
4.445,-6.93846810966501,-6.64753892606458,-6.03513479551208
4.446,-6.93896110156392,-6.64798546636813,-6.03429574310781
4.447,-6.93945792248837,-6.64843023581263,-6.03345616077106
4.448,-6.93995857403483,-6.64887322583892,-6.03261604946798
4.449,-6.94046305779378,-6.64931442780436,-6.03177541010547
4.45,-6.94097137535008,-6.64975383298239,-6.03093424353122
4.451,-6.94148352828338,-6.65019143256209,-6.03009255053357
4.452,-6.94199951816847,-6.65062721764754,-6.02925033184161
4.453,-6.94251934657572,-6.65106117925751,-6.02840758812505
4.454,-6.94304301507145,-6.65149330832481,-6.0275643199942
4.455,-6.94357052521836,-6.65192359569589,-6.02672052800006
4.456,-6.94410187857597,-6.6523520321303,-6.02587621263418
4.457,-6.94463707670103,-6.65277860830019,-6.02503137432872
4.458,-6.94517612114795,-6.65320331478979,-6.02418601345644
4.459,-6.94571901346929,-6.65362614209493,-6.0233401303307
4.46,-6.94626575521615,-6.6540470806225,-6.02249372520546
4.461,-6.94681634793871,-6.65446612068995,-6.02164679827529
4.462,-6.94737079318662,-6.65488325252473,-6.02079934967542
4.463,-6.94792909250957,-6.65529846626386,-6.01995137948171
4.464,-6.9484912474577,-6.65571175195327,-6.01910288771073
4.465,-6.94905725958216,-6.65612309954742,-6.01825387431976
4.466,-6.94962713043558,-6.65653249890862,-6.01740433920684
4.467,-6.9502008615726,-6.65693993980662,-6.01655428221082
4.468,-6.95077845455041,-6.657345411918,-6.01570370311141
4.469,-6.95135991092926,-6.65774890482564,-6.0148526016292
4.47,-6.95194523227304,-6.65815040801818,-6.01400097742579
4.471,-6.95253442014978,-6.65854991088949,-6.0131488301038
4.472,-6.95312747613228,-6.65894740273808,-6.01229615920696
4.473,-6.95372440179864,-6.65934287276657,-6.0114429642202
4.474,-6.95432519873286,-6.65973631008112,-6.01058924456972
4.475,-6.95492986852545,-6.66012770369089,-6.00973499962308
4.476,-6.95553841277398,-6.66051704250745,-6.00888022868934
4.477,-6.95615083308379,-6.66090431534422,-6.00802493101908
4.478,-6.95676713106849,-6.66128951091588,-6.00716910580457
4.479,-6.95738730835074,-6.66167261783783,-6.0063127521799
4.48,-6.95801136656276,-6.66205362462558,-6.00545586922106
4.481,-6.95863930734709,-6.66243251969419,-6.00459845594609
4.482,-6.9592711323572,-6.66280929135764,-6.0037405113152
4.483,-6.95990684325818,-6.66318392782829,-6.00288203423092
4.484,-6.96054644172747,-6.66355641721628,-6.00202302353828
4.485,-6.96118992945552,-6.66392674752885,-6.00116347802493
4.486,-6.96183730814649,-6.6642949066699,-6.00030339642131
4.487,-6.96248857951903,-6.6646608824392,-5.99944277740081
4.488,-6.96314374530698,-6.66502466253189,-5.99858161958
4.489,-6.96380280726013,-6.66538623453789,-5.99771992151874
4.49,-6.96446576714496,-6.66574558594116,-5.99685768172043
4.491,-6.96513262674546,-6.66610270411923,-5.99599489863217
4.492,-6.96580338786387,-6.66645757634245,-5.99513157064501
4.493,-6.96647805232149,-6.6668101897734,-5.99426769609412
4.494,-6.9671566219595,-6.6671605314663,-5.99340327325904
4.495,-6.9678390986398,-6.66750858836633,-5.99253830036392
4.496,-6.96852548424579,-6.66785434730898,-5.99167277557771
4.497,-6.96921578068327,-6.66819779501941,-5.99080669701447
4.498,-6.9699099898813,-6.66853891811185,-5.98994006273357
4.499,-6.97060811379306,-6.66887770308885,-5.98907287073999
4.5,-6.97131015439671,-6.66921413634074,-5.98820511898457
4.501,-6.97201611369638,-6.66954820414482,-5.98733680536429
4.502,-6.972725993723,-6.66987989266485,-5.98646792772256
4.503,-6.97343979653526,-6.67020918795025,-5.98559848384955
4.504,-6.97415752422059,-6.67053607593551,-5.98472847148242
4.505,-6.97487917889607,-6.67086054243943,-5.98385788830572
4.506,-6.97560476270943,-6.67118257316454,-5.98298673195164
4.507,-6.97633427784003,-6.67150215369631,-5.98211500000039
4.508,-6.97706772649988,-6.67181926950246,-5.98124268998052
4.509,-6.97780511093464,-6.67213390593238,-5.98036979936928
4.51,-6.97854643342467,-6.67244604821626,-5.97949632559296
4.511,-6.97929169628606,-6.67275568146451,-5.97862226602729
4.512,-6.98004090187172,-6.67306279066696,-5.97774761799778
4.513,-6.98079405257245,-6.67336736069223,-5.97687237878015
4.514,-6.98155115081804,-6.67366937628691,-5.97599654560072
4.515,-6.98231219907837,-6.67396882207488,-5.97512011563677
4.516,-6.98307719986455,-6.67426568255659,-5.97424308601701
4.517,-6.98384615573009,-6.67455994210832,-5.97336545382201
4.518,-6.98461906927203,-6.67485158498138,-5.97248721608461
4.519,-6.98539594313212,-6.67514059530144,-5.97160836979035
4.52,-6.98617677999805,-6.67542695706773,-5.97072891187802
4.521,-6.98696158260465,-6.67571065415228,-5.96984883924002
4.522,-6.98775035373509,-6.67599167029917,-5.96896814872291
4.523,-6.98854309622219,-6.67626998912378,-5.96808683712788
4.524,-6.98933981294964,-6.67654559411198,-5.96720490121125
4.525,-6.99014050685331,-6.67681846861935,-5.96632233768501
4.526,-6.99094518092256,-6.67708859587042,-5.96543914321729
4.527,-6.99175383820155,-6.67735595895788,-5.96455531443296
4.528,-6.99256648179059,-6.67762054084174,-5.96367084791413
4.529,-6.99338311484749,-6.67788232434857,-5.96278574020074
4.53,-6.99420374058897,-6.6781412921707,-5.96189998779112
4.531,-6.99502836229203,-6.67839742686538,-5.96101358714257
4.532,-6.9958569832954,-6.67865071085393,-5.96012653467195
4.533,-6.99668960700096,-6.67890112642101,-5.95923882675632
4.534,-6.9975262368752,-6.6791486557137,-5.95835045973352
4.535,-6.99836687645073,-6.67939328074069,-5.95746142990281
4.536,-6.99921152932776,-6.67963498337144,-5.95657173352556
4.537,-7.00006019917562,-6.67987374533537,-5.95568136682585
4.538,-7.00091288973431,-6.68010954822093,-5.95479032599115
4.539,-7.00176960481608,-6.6803423734748,-5.95389860717306
4.54,-7.00263034830703,-6.68057220240099,-5.95300620648792
4.541,-7.00349512416866,-6.68079901615997,-5.95211312001761
4.542,-7.00436393643959,-6.6810227957678,-5.95121934381018
4.543,-7.00523678923713,-6.68124352209526,-5.95032487388068
4.544,-7.00611368675904,-6.68146117586692,-5.94942970621187
4.545,-7.00699463328515,-6.68167573766026,-5.94853383675495
4.546,-7.00787963317917,-6.68188718790479,-5.94763726143041
4.547,-7.00876869089038,-6.68209550688106,-5.94673997612877
4.548,-7.00966181095541,-6.68230067471983,-5.94584197671143
4.549,-7.01055899800008,-6.68250267140111,-5.94494325901144
4.55,-7.01146025674116,-6.68270147675322,-5.94404381883439
4.551,-7.01236559198827,-6.68289707045182,-5.94314365195925
4.552,-7.01327500864572,-6.68308943201906,-5.9422427541392
4.553,-7.01418851171443,-6.68327854082251,-5.94134112110257
4.554,-7.01510610629383,-6.6834643760743,-5.94043874855371
4.555,-7.01602779758384,-6.68364691683008,-5.93953563217389
4.556,-7.01695359088683,-6.68382614198809,-5.93863176762226
4.557,-7.01788349160961,-6.68400203028813,-5.93772715053678
4.558,-7.01881750526548,-6.68417456031065,-5.93682177653519
4.559,-7.01975563747629,-6.68434371047568,-5.93591564121597
4.56,-7.02069789397449,-6.68450945904185,-5.93500874015936
4.561,-7.0216442806053,-6.68467178410539,-5.93410106892837
4.562,-7.02259480332882,-6.68483066359909,-5.93319262306976
4.563,-7.02354946822218,-6.6849860752913,-5.93228339811518
4.564,-7.02450828148177,-6.68513799678486,-5.93137338958215
4.565,-7.02547124942547,-6.68528640551611,-5.93046259297514
4.566,-7.0264383784949,-6.68543127875376,-5.92955100378676
4.567,-7.02740967525768,-6.68557259359791,-5.92863861749875
4.568,-7.02838514640982,-6.68571032697896,-5.92772542958322
4.569,-7.029364798778,-6.6858444556565,-5.92681143550373
4.57,-7.03034863932197,-6.68597495621827,-5.92589663071651
4.571,-7.03133667513699,-6.68610180507907,-5.92498101067161
4.572,-7.03232891345626,-6.6862249784796,-5.92406457081414
4.573,-7.03332536165336,-6.68634445248544,-5.92314730658547
4.574,-7.03432602724483,-6.68646020298587,-5.92222921342449
4.575,-7.03533091789265,-6.68657220569277,-5.92131028676889
4.576,-7.03634004140686,-6.68668043613948,-5.9203905220564
4.577,-7.03735340574813,-6.68678486967966,-5.91946991472615
4.578,-7.03837101903044,-6.68688548148613,-5.91854846021996
4.579,-7.03939288952374,-6.68698224654972,-5.91762615398368
4.58,-7.04041902565667,-6.68707513967813,-5.91670299146859
4.581,-7.0414494360193,-6.68716413549466,-5.91577896813276
4.582,-7.04248412936593,-6.68724920843714,-5.91485407944246
4.583,-7.04352311461792,-6.68733033275662,-5.91392832087359
4.584,-7.04456640086651,-6.68740748251625,-5.91300168791315
4.585,-7.04561399737574,-6.68748063159005,-5.91207417606066
4.586,-7.0466659135854,-6.68754975366165,-5.91114578082971
4.587,-7.04772215911398,-6.68761482222306,-5.91021649774946
4.588,-7.04878274376168,-6.68767581057344,-5.90928632236616
4.589,-7.04984767751346,-6.68773269181784,-5.9083552502447
4.59,-7.05091697054213,-6.68778543886598,-5.90742327697024
4.591,-7.0519906332115,-6.68783402443088,-5.90649039814978
4.592,-7.05306867607949,-6.68787842102767,-5.9055566094138
4.593,-7.05415110990142,-6.68791860097222,-5.90462190641791
4.594,-7.05523794563319,-6.68795453637988,-5.90368628484453
4.595,-7.05632919443462,-6.68798619916418,-5.90274974040456
4.596,-7.05742486767273,-6.68801356103543,-5.9018122688392
4.597,-7.05852497692521,-6.68803659349948,-5.90087386592156
4.598,-7.05962953398373,-6.68805526785627,-5.89993452745854
4.599,-7.06073855085749,-6.68806955519858,-5.8989942492926
4.6,-7.06185203977668,-6.68807942641053,-5.89805302730356
4.601,-7.06297001319606,-6.68808485216636,-5.89711085741047
4.602,-7.06409248379854,-6.68808580292889,-5.89616773557351
4.603,-7.06521946449885,-6.6880822489482,-5.89522365779585
4.604,-7.06635096844719,-6.68807416026021,-5.89427862012559
4.605,-7.06748700903301,-6.6880615066852,-5.89333261865771
4.606,-7.06862759988878,-6.68804425782644,-5.89238564953608
4.607,-7.06977275489381,-6.68802238306871,-5.89143770895546
4.608,-7.07092248817814,-6.68799585157684,-5.89048879316348
4.609,-7.07207681412649,-6.68796463229423,-5.88953889846279
4.61,-7.0732357473822,-6.68792869394139,-5.88858802121311
4.611,-7.0743993028513,-6.68788800501441,-5.88763615783331
4.612,-7.07556749570657,-6.68784253378347,-5.88668330480365
4.613,-7.07674034139169,-6.68779224829132,-5.88572945866788
4.614,-7.07791785562538,-6.68773711635175,-5.88477461603548
4.615,-7.0791000544057,-6.687677105548,-5.88381877358389
4.616,-7.0802869540143,-6.68761218323126,-5.88286192806077
4.617,-7.08147857102078,-6.68754231651907,-5.88190407628633
4.618,-7.08267492228706,-6.68746747229374,-5.88094521515559
4.619,-7.08387602497187,-6.68738761720072,-5.8799853416408
4.62,-7.08508189653524,-6.68730271764704,-5.8790244527938
4.621,-7.08629255474308,-6.68721273979964,-5.87806254574844
4.622,-7.08750801767177,-6.68711764958375,-5.87709961772305
4.623,-7.08872830371287,-6.68701741268126,-5.87613566602287
4.624,-7.08995343157785,-6.68691199452898,-5.87517068804265
4.625,-7.09118342030285,-6.68680136031706,-5.87420468126912
4.626,-7.09241828925361,-6.6866854749872,-5.87323764328361
4.627,-7.09365805813033,-6.68656430323101,-5.87226957176465
4.628,-7.09490274697263,-6.68643780948825,-5.87130046449063
4.629,-7.09615237616464,-6.6863059579451,-5.87033031934247
4.63,-7.09740696644007,-6.6861687125324,-5.86935913430633
4.631,-7.09866653888739,-6.68602603692393,-5.86838690747639
4.632,-7.09993111495501,-6.68587789453453,-5.86741363705761
4.633,-7.10120071645661,-6.68572424851841,-5.86643932136853
4.634,-7.10247536557652,-6.68556506176726,-5.86546395884417
4.635,-7.10375508487506,-6.68540029690846,-5.8644875480389
4.636,-7.1050398972941,-6.68522991630322,-5.86351008762937
4.637,-7.10632982616258,-6.68505388204472,-5.86253157641747
4.638,-7.10762489520211,-6.68487215595627,-5.86155201333336
4.639,-7.10892512853272,-6.68468469958935,-5.86057139743842
4.64,-7.11023055067856,-6.68449147422177,-5.85958972792846
4.641,-7.11154118657376,-6.68429244085569,-5.85860700413675
4.642,-7.11285706156831,-6.68408756021573,-5.85762322553715
4.643,-7.11417820143406,-6.68387679274698,-5.85663839174739
4.644,-7.1155046323707,-6.68366009861303,-5.85565250253224
4.645,-7.11683638101196,-6.683437437694,-5.85466555780675
4.646,-7.11817347443173,-6.68320876958447,-5.85367755763966
4.647,-7.11951594015036,-6.68297405359157,-5.85268850225667
4.648,-7.12086380614096,-6.68273324873279,-5.85169839204385
4.649,-7.12221710083588,-6.68248631373406,-5.85070722755108
4.65,-7.12357585313312,-6.68223320702756,-5.84971500949553
4.651,-7.12494009240297,-6.6819738867497,-5.84872173876516
4.652,-7.12630984849461,-6.68170831073894,-5.84772741642228
4.653,-7.12768515174285,-6.68143643653373,-5.84673204370716
4.654,-7.12906603297496,-6.6811582213703,-5.84573562204168
4.655,-7.1304525235175,-6.6808736221805,-5.844738153033
4.656,-7.13184465520336,-6.68058259558961,-5.84373963847728
4.657,-7.13324246037874,-6.68028509791417,-5.8427400803635
4.658,-7.13464597191033,-6.6799810851597,-5.84173948087723
4.659,-7.13605522319254,-6.67967051301846,-5.84073784240452
4.66,-7.13747024815474,-6.67935333686722,-5.83973516753582
4.661,-7.13889108126871,-6.67902951176493,-5.83873145906991
4.662,-7.14031775755609,-6.67869899245043,-5.83772672001792
4.663,-7.14175031259594,-6.67836173334011,-5.83672095360737
4.664,-7.1431887825324,-6.67801768852561,-5.83571416328626
4.665,-7.14463320408244,-6.67766681177136,-5.83470635272724
