Freq [GHz],Phase_Difference,S21 Phase(ç),S31 Phase(Á),S21-S31
4.063,119.9849844,-188.32721,-331.0275,142.70029
4.064,120.0136546,-188.368,-330.92856,142.56056
4.065,120.0423013,-188.41029,-331.11026,142.69997
4.066,120.0709246,-188.29936,-331.34213,143.04277
4.067,120.0995244,-188.49774,-331.10083,142.60309
4.068,120.1281006,-188.37648,-331.31903,142.94255
4.069,120.1566532,-188.62915,-331.6456,143.01645
4.07,120.1851822,-188.40829,-331.4205,143.01221
4.071,120.2136874,-188.56042,-331.66525,143.10483
4.072,120.2421688,-188.39009,-331.73105,143.34096
4.073,120.2706264,-188.5632,-331.55756,142.99436
4.074,120.29906,-188.59323,-331.74341,143.15018
4.075,120.3274697,-188.39801,-331.86359,143.46558
4.076,120.3558554,-188.62582,-331.86752,143.2417
4.077,120.3842169,-188.52005,-331.95813,143.43808
4.078,120.4125543,-188.75139,-332.00143,143.25004
4.079,120.4408676,-188.56306,-332.1384,143.57534
4.08,120.4691565,-188.70415,-332.22382,143.51967
4.081,120.4974211,-188.55609,-332.10889,143.5528
4.082,120.5256614,-188.88989,-332.49985,143.60996
4.083,120.5538772,-188.8084,-332.46558,143.65718
4.084,120.5820685,-188.84488,-332.55038,143.7055
4.085,120.6102352,-188.83658,-332.41586,143.57928
4.086,120.6383773,-188.69293,-332.73499,144.04206
4.087,120.6664947,-188.75363,-332.74414,143.99051
4.088,120.6945874,-188.92473,-332.87952,143.95479
4.089,120.7226553,-188.56049,-332.72891,144.16842
4.09,120.7506984,-188.94582,-333.02896,144.08314
4.091,120.7787165,-188.84894,-333.08655,144.23761
4.092,120.8067097,-188.72148,-333.02734,144.30586
4.093,120.8346778,-188.85934,-333.12521,144.26587
4.094,120.8626208,-189.00226,-333.19806,144.1958
4.095,120.8905387,-188.96837,-333.38672,144.41835
4.096,120.9184314,-188.8669,-333.34671,144.47981
4.097,120.9462988,-188.99947,-333.19406,144.19459
4.098,120.9741409,-188.93416,-333.3978,144.46364
4.099,121.0019576,-189.23203,-333.67346,144.44143
4.1,121.0297488,-188.97005,-333.82559,144.85554
4.101,121.0575145,-189.04164,-333.77554,144.7339
4.102,121.0852547,-189.00084,-333.77686,144.77602
4.103,121.1129693,-189.03204,-333.71002,144.67798
4.104,121.1406581,-189.16592,-333.86188,144.69596
4.105,121.1683212,-189.12419,-333.95044,144.82625
4.106,121.1959586,-188.95863,-334.0079,145.04927
4.107,121.22357,-189.04607,-334.08148,145.03541
4.108,121.2511556,-189.02834,-334.08771,145.05937
4.109,121.2787151,-189.00725,-334.28125,145.274
4.11,121.3062487,-188.98581,-334.19727,145.21146
4.111,121.3337561,-189.10176,-334.35815,145.25639
4.112,121.3612374,-189.02521,-334.26245,145.23724
4.113,121.3886924,-189.19182,-334.4566,145.26478
4.114,121.4161212,-189.16086,-334.67593,145.51507
4.115,121.4435237,-189.09369,-334.57446,145.48077
4.116,121.4708997,-189.11548,-334.57513,145.45965
4.117,121.4982493,-189.358,-334.81937,145.46137
4.118,121.5255724,-189.38118,-334.91345,145.53227
4.119,121.5528689,-189.23814,-334.91663,145.67849
4.12,121.5801388,-189.10242,-334.98224,145.87982
4.121,121.607382,-189.43132,-335.10803,145.67671
4.122,121.6345985,-189.42816,-335.30365,145.87549
4.123,121.6617881,-189.44702,-335.36493,145.91791
4.124,121.6889509,-189.39378,-335.27365,145.87987
4.125,121.7160868,-189.29034,-335.2995,146.00916
4.126,121.7431957,-189.49649,-335.48129,145.9848
4.127,121.7702775,-189.40858,-335.54794,146.13936
4.128,121.7973322,-189.43037,-335.59033,146.15996
4.129,121.8243598,-189.45541,-335.6716,146.21619
4.13,121.8513601,-189.50171,-335.74268,146.24097
4.131,121.8783332,-189.39807,-335.81134,146.41327
4.132,121.9052789,-189.69495,-335.97,146.27505
4.133,121.9321972,-189.65572,-336.02466,146.36894
4.134,121.9590881,-189.64639,-336.13297,146.48658
4.135,121.9859514,-189.27324,-336.04721,146.77397
4.136,122.0127872,-189.50665,-336.27161,146.76496
4.137,122.0395954,-189.53914,-336.35214,146.813
4.138,122.0663758,-189.53189,-336.30869,146.7768
4.139,122.0931285,-189.42613,-336.31625,146.89012
4.14,122.1198533,-189.62642,-336.58914,146.96272
4.141,122.1465503,-189.5587,-336.54483,146.98613
4.142,122.1732194,-189.65755,-336.556,146.89845
4.143,122.1998605,-189.6758,-336.69775,147.02195
4.144,122.2264735,-189.71889,-336.78906,147.07017
4.145,122.2530584,-189.95302,-337.00436,147.05134
4.146,122.2796152,-189.74677,-336.94464,147.19787
4.147,122.3061437,-189.83842,-336.99252,147.1541
4.148,122.3326439,-189.76538,-337.08249,147.31711
4.149,122.3591158,-189.59196,-337.03979,147.44783
4.15,122.3855593,-189.71851,-337.17892,147.46041
4.151,122.4119743,-189.78787,-337.23184,147.44397
4.152,122.4383607,-189.76086,-337.36044,147.59958
4.153,122.4647186,-189.86668,-337.32745,147.46077
4.154,122.4910479,-189.8999,-337.42084,147.52094
4.155,122.5173485,-189.71069,-337.53329,147.8226
4.156,122.5436203,-189.75851,-337.48755,147.72904
4.157,122.5698632,-189.76434,-337.57166,147.80732
4.158,122.5960773,-189.91963,-337.77356,147.85393
4.159,122.6222625,-189.95122,-337.73254,147.78132
4.16,122.6484186,-189.94435,-337.85919,147.91484
4.161,122.6745457,-189.80844,-337.86279,148.05435
4.162,122.7006437,-189.77972,-337.87079,148.09107
4.163,122.7267125,-189.91486,-338.11963,148.20477
4.164,122.7527521,-189.86172,-337.92242,148.0607
4.165,122.7787624,-189.77072,-338.16849,148.39777
4.166,122.8047433,-190.05876,-338.35379,148.29503
4.167,122.8306948,-190.12352,-338.3078,148.18428
4.168,122.8566168,-189.97972,-338.38309,148.40337
4.169,122.8825093,-189.97812,-338.5376,148.55948
4.17,122.9083722,-190.16484,-338.66837,148.50353
4.171,122.9342055,-189.89227,-338.64774,148.75547
4.172,122.9600091,-190.11165,-338.68835,148.5767
4.173,122.9857829,-190.12433,-338.65082,148.52649
4.174,123.0115268,-190.01419,-338.95941,148.94522
4.175,123.0372409,-190.07593,-338.89368,148.81775
4.176,123.062925,-190.09645,-338.97647,148.88002
4.177,123.0885791,-190.21909,-338.9483,148.72921
4.178,123.1142032,-190.07959,-338.87524,148.79565
4.179,123.1397971,-190.26445,-339.22626,148.96181
4.18,123.1653609,-190.10555,-339.34207,149.23652
4.181,123.1908944,-190.27196,-339.29083,149.01887
4.182,123.2163976,-190.11798,-339.29095,149.17297
4.183,123.2418704,-189.98723,-339.42697,149.43974
4.184,123.2673129,-190.32359,-339.60062,149.27703
4.185,123.2927248,-190.11586,-339.62607,149.51021
4.186,123.3181062,-190.15685,-339.58267,149.42582
4.187,123.343457,-190.34473,-339.89355,149.54882
4.188,123.3687772,-190.3866,-339.86938,149.48278
4.189,123.3940666,-190.25626,-339.80267,149.54641
4.19,123.4193253,-190.32329,-340.05392,149.73063
4.191,123.4445531,-190.32774,-340.10736,149.77962
4.192,123.4697501,-190.35286,-340.0567,149.70384
4.193,123.4949161,-190.19434,-340.02524,149.8309
4.194,123.520051,-190.31221,-340.04163,149.72942
4.195,123.5451549,-190.342,-340.40289,150.06089
4.196,123.5702277,-190.28336,-340.35126,150.0679
4.197,123.5952693,-190.39268,-340.38184,149.98916
4.198,123.6202796,-190.33896,-340.53333,150.19437
4.199,123.6452586,-190.43515,-340.57773,150.14258
4.2,123.6702063,-190.31242,-340.65005,150.33763
4.201,123.6951225,-190.52339,-340.68726,150.16387
4.202,123.7200072,-190.33904,-340.71106,150.37202
4.203,123.7448604,-190.30586,-340.84064,150.53478
4.204,123.769682,-190.57561,-340.97278,150.39717
4.205,123.7944719,-190.66992,-341.15045,150.48053
4.206,123.8192301,-190.46571,-341.15408,150.68837
4.207,123.8439566,-190.56577,-341.13641,150.57064
4.208,123.8686511,-190.47868,-341.18518,150.7065
4.209,123.8933138,-190.63336,-341.12234,150.48898
4.21,123.9179445,-190.48456,-341.25497,150.77041
4.211,123.9425432,-190.55534,-341.34103,150.78569
4.212,123.9671098,-190.65218,-341.51746,150.86528
4.213,123.9916443,-190.55316,-341.49414,150.94098
4.214,124.0161466,-190.58334,-341.50925,150.92591
4.215,124.0406166,-190.64847,-341.6474,150.99893
4.216,124.0650543,-190.71802,-341.73618,151.01816
4.217,124.0894596,-190.62997,-341.93192,151.30195
4.218,124.1138325,-190.56268,-341.84967,151.28699
4.219,124.1381729,-190.67444,-341.89862,151.22418
4.22,124.1624807,-190.75848,-342.02591,151.26743
4.221,124.186756,-190.66138,-342.05725,151.39587
4.222,124.2109985,-190.7532,-342.01135,151.25815
4.223,124.2352083,-190.93872,-342.26993,151.33121
4.224,124.2593854,-190.78325,-342.27863,151.49538
4.225,124.2835295,-190.82353,-342.50507,151.68154
4.226,124.3076408,-190.8299,-342.48563,151.65573
4.227,124.3317191,-190.65784,-342.51459,151.85675
4.228,124.3557644,-190.69209,-342.69577,152.00368
4.229,124.3797765,-190.88181,-342.70676,151.82495
4.23,124.4037556,-190.63539,-342.6167,151.98131
4.231,124.4277014,-190.87204,-342.78952,151.91748
4.232,124.4516139,-190.73441,-342.88617,152.15176
4.233,124.4754931,-190.95279,-343.05807,152.10528
4.234,124.499339,-190.99254,-342.96518,151.97264
4.235,124.5231514,-191.00049,-343.24902,152.24853
4.236,124.5469302,-190.74612,-343.02475,152.27863
4.237,124.5706755,-190.86848,-343.30731,152.43883
4.238,124.5943872,-190.7655,-343.1087,152.3432
4.239,124.6180652,-191.05789,-343.40295,152.34506
4.24,124.6417095,-190.74117,-343.25339,152.51222
4.241,124.6653199,-190.99281,-343.53485,152.54204
4.242,124.6888965,-190.99248,-343.60278,152.6103
4.243,124.7124391,-190.85641,-343.6926,152.83619
4.244,124.7359478,-191.0619,-343.82117,152.75927
4.245,124.7594224,-190.96109,-343.69354,152.73245
4.246,124.782863,-191.03568,-343.68893,152.65325
4.247,124.8062693,-190.95985,-343.88882,152.92897
4.248,124.8296414,-191.00429,-343.94562,152.94133
4.249,124.8529793,-190.9296,-343.9584,153.0288
4.25,124.8762828,-191.02969,-344.09451,153.06482
4.251,124.8995519,-191.1716,-344.34952,153.17792
4.252,124.9227865,-191.09647,-344.46893,153.37246
4.253,124.9459866,-191.10864,-344.30954,153.2009
4.254,124.9691522,-191.15019,-344.43018,153.27999
4.255,124.992283,-190.92207,-344.37799,153.45592
4.256,125.0153792,-191.11581,-344.59485,153.47904
4.257,125.0384406,-191.19354,-344.70319,153.50965
4.258,125.0614672,-191.08498,-344.62683,153.54185
4.259,125.0844589,-191.18878,-344.90958,153.7208
4.26,125.1074157,-191.33815,-344.82129,153.48314
4.261,125.1303374,-191.20293,-344.918,153.71507
4.262,125.1532241,-191.1635,-344.8093,153.6458
4.263,125.1760756,-191.20222,-345.09003,153.88781
4.264,125.198892,-191.25305,-345.16748,153.91443
4.265,125.2216731,-191.16855,-345.04276,153.87421
4.266,125.2444189,-191.16856,-345.11511,153.94655
4.267,125.2671294,-191.18274,-345.23563,154.05289
4.268,125.2898044,-191.32681,-345.44272,154.11591
4.269,125.3124439,-191.31549,-345.42239,154.1069
4.27,125.3350479,-191.38879,-345.51892,154.13013
4.271,125.3576162,-191.42969,-345.59329,154.1636
4.272,125.3801489,-191.44023,-345.71579,154.27556
4.273,125.4026459,-191.67896,-345.87296,154.194
4.274,125.425107,-191.13567,-345.58356,154.44789
4.275,125.4475323,-191.39258,-345.71637,154.32379
4.276,125.4699217,-191.40695,-345.80542,154.39847
4.277,125.4922751,-191.57523,-346.09378,154.51855
4.278,125.5145925,-191.37454,-346.06573,154.69119
4.279,125.5368738,-191.5388,-346.2132,154.6744
4.28,125.5591189,-191.54427,-346.28693,154.74266
4.281,125.5813278,-191.29782,-346.25464,154.95682
4.282,125.6035004,-191.51865,-346.36673,154.84808
4.283,125.6256366,-191.66307,-346.35873,154.69566
4.284,125.6477365,-191.63043,-346.73557,155.10514
4.285,125.6697999,-191.51703,-346.6438,155.12677
4.286,125.6918267,-191.55182,-346.77283,155.22101
4.287,125.713817,-191.57242,-346.62006,155.04764
4.288,125.7357706,-191.50424,-346.83249,155.32825
4.289,125.7576875,-191.52754,-346.65359,155.12605
4.29,125.7795676,-191.57677,-346.97028,155.39351
4.291,125.8014109,-191.606,-347.04196,155.43596
4.292,125.8232173,-191.62349,-347.09198,155.46849
4.293,125.8449867,-191.58533,-347.15146,155.56613
4.294,125.8667191,-191.56667,-347.23401,155.66734
4.295,125.8884144,-191.60786,-347.207,155.59914
4.296,125.9100725,-191.60823,-347.44177,155.83354
4.297,125.9316935,-191.83127,-347.49573,155.66446
4.298,125.9532772,-191.73637,-347.51971,155.78334
4.299,125.9748235,-191.82158,-347.55695,155.73537
4.3,125.9963324,-191.56697,-347.50537,155.9384
4.301,126.0178039,-191.64284,-347.81183,156.16899
4.302,126.0392378,-191.83031,-347.75339,155.92308
4.303,126.0606342,-191.57593,-347.93259,156.35666
4.304,126.0819929,-191.91792,-347.90067,155.98275
4.305,126.1033139,-191.71283,-348.01489,156.30206
4.306,126.1245971,-191.88516,-348.14496,156.2598
4.307,126.1458425,-191.72519,-348.11008,156.38489
4.308,126.1670499,-191.94627,-348.38806,156.44179
4.309,126.1882194,-191.81075,-348.28513,156.47438
4.31,126.2093509,-191.80101,-348.26193,156.46092
4.311,126.2304443,-191.88181,-348.31058,156.42877
4.312,126.2514995,-191.76332,-348.25668,156.49336
4.313,126.2725165,-191.85152,-348.40668,156.55516
4.314,126.2934951,-192.03746,-348.77911,156.74165
4.315,126.3144355,-192.07103,-348.68237,156.61134
4.316,126.3353374,-191.8858,-348.55899,156.67319
4.317,126.3562009,-192.03477,-348.88287,156.8481
4.318,126.3770258,-191.93663,-348.86148,156.92485
4.319,126.3978121,-192.08755,-349.04257,156.95502
4.32,126.4185597,-191.82544,-348.76416,156.93872
4.321,126.4392686,-191.9733,-349.14456,157.17126
4.322,126.4599387,-192.17035,-349.32303,157.15268
4.323,126.4805699,-191.99854,-349.23911,157.24057
4.324,126.5011621,-192.17711,-349.34137,157.16426
4.325,126.5217154,-191.88194,-349.21301,157.33107
4.326,126.5422296,-191.88318,-349.34247,157.45929
4.327,126.5627047,-192.00229,-349.51843,157.51614
4.328,126.5831406,-192.10638,-349.51047,157.40409
4.329,126.6035372,-192.27177,-349.89166,157.61989
4.33,126.6238945,-192.03252,-349.71408,157.68156
4.331,126.6442124,-192.16452,-349.61194,157.44742
4.332,126.6644908,-192.34612,-349.90295,157.55683
4.333,126.6847297,-192.08139,-349.87067,157.78928
4.334,126.704929,-192.1805,-349.93985,157.75935
4.335,126.7250886,-192.22134,-350.03632,157.81498
4.336,126.7452085,-192.20964,-350.16507,157.95543
4.337,126.7652886,-192.20685,-350.41504,158.20819
4.338,126.7853289,-192.33197,-350.31247,157.9805
4.339,126.8053292,-192.22958,-350.30453,158.07495
4.34,126.8252895,-192.04703,-350.28244,158.23541
4.341,126.8452097,-192.18201,-350.48471,158.3027
4.342,126.8650898,-192.27403,-350.72162,158.44759
4.343,126.8849297,-192.21706,-350.54019,158.32313
4.344,126.9047294,-192.46555,-350.7045,158.23895
4.345,126.9244887,-192.222,-350.57996,158.35796
4.346,126.9442075,-192.41144,-350.79993,158.38849
4.347,126.9638859,-192.32877,-350.82132,158.49255
4.348,126.9835238,-192.55687,-351.11777,158.5609
4.349,127.003121,-192.48973,-351.05353,158.5638
4.35,127.0226776,-192.29785,-350.98468,158.68683
4.351,127.0421933,-192.3309,-351.14273,158.81183
4.352,127.0616683,-192.50378,-351.28018,158.7764
4.353,127.0811023,-192.39972,-351.15936,158.75964
4.354,127.1004954,-192.4209,-351.4238,159.0029
4.355,127.1198475,-192.54044,-351.50989,158.96945
4.356,127.1391584,-192.69711,-351.63373,158.93662
4.357,127.1584282,-192.5031,-351.65805,159.15495
4.358,127.1776567,-192.53137,-351.58521,159.05384
4.359,127.1968439,-192.52827,-351.63022,159.10195
4.36,127.2159897,-192.42923,-351.75024,159.32101
4.361,127.235094,-192.58981,-351.87195,159.28214
4.362,127.2541567,-192.52318,-351.93317,159.40999
4.363,127.2731779,-192.5388,-351.85464,159.31584
4.364,127.2921574,-192.53702,-352.09277,159.55575
4.365,127.3110951,-192.58801,-352.17194,159.58393
4.366,127.329991,-192.73109,-352.36484,159.63375
4.367,127.348845,-192.62094,-352.36377,159.74283
4.368,127.3676569,-192.62064,-352.52338,159.90274
4.369,127.3864269,-192.72906,-352.53281,159.80375
4.37,127.4051547,-192.83795,-352.71365,159.8757
4.371,127.4238403,-192.7813,-352.68146,159.90016
4.372,127.4424837,-192.80061,-352.66141,159.8608
4.373,127.4610846,-193.01314,-352.78995,159.77681
4.374,127.4796432,-192.48506,-352.73816,160.2531
4.375,127.4981592,-192.81609,-352.92224,160.10615
4.376,127.5166327,-192.75487,-352.97745,160.22258
4.377,127.5350635,-192.79314,-353.04077,160.24763
4.378,127.5534516,-192.62688,-353.01236,160.38548
4.379,127.5717968,-192.82553,-353.27063,160.4451
4.38,127.5900992,-192.87405,-353.28345,160.4094
4.381,127.6083586,-193.02199,-353.51993,160.49794
4.382,127.626575,-192.81815,-353.28778,160.46963
4.383,127.6447483,-192.92708,-353.63763,160.71055
4.384,127.6628783,-192.8642,-353.48636,160.62216
4.385,127.6809651,-193.01686,-353.64981,160.63295
4.386,127.6990085,-192.82608,-353.79672,160.97064
4.387,127.7170085,-192.90515,-353.62216,160.71701
4.388,127.7349649,-192.94212,-353.67816,160.73604
4.389,127.7528778,-192.93832,-353.95285,161.01453
4.39,127.7707469,-193.05542,-353.87039,160.81497
4.391,127.7885724,-192.92436,-353.97919,161.05483
4.392,127.8063539,-193.05971,-354.09891,161.0392
4.393,127.8240916,-192.96049,-354.10999,161.1495
4.394,127.8417852,-193.1676,-354.28122,161.11362
4.395,127.8594348,-193.18381,-354.17227,160.98846
4.396,127.8770402,-192.97804,-354.27225,161.29421
4.397,127.8946014,-193.11685,-354.32071,161.20386
4.398,127.9121182,-193.11053,-354.60916,161.49863
4.399,127.9295905,-193.13753,-354.55508,161.41755
4.4,127.9470184,-192.97021,-354.50684,161.53663
4.401,127.9644017,-193.1337,-354.647,161.5133
4.402,127.9817403,-192.9826,-354.76572,161.78312
4.403,127.9990342,-193.15266,-354.78015,161.62749
4.404,128.0162832,-193.15958,-354.8602,161.70062
4.405,128.0334873,-193.19287,-354.88223,161.68936
4.406,128.0506463,-193.38144,-355.32056,161.93912
4.407,128.0677603,-193.29845,-355.293,161.99455
4.408,128.0848291,-193.41161,-355.20053,161.78892
4.409,128.1018525,-193.28218,-355.33978,162.0576
4.41,128.1188306,-193.23065,-355.21939,161.98874
4.411,128.1357633,-193.35655,-355.45889,162.10234
4.412,128.1526504,-193.37259,-355.71088,162.33829
4.413,128.1694918,-193.41205,-355.72333,162.31128
4.414,128.1862875,-193.68451,-355.90335,162.21884
4.415,128.2030374,-193.32719,-355.80057,162.47338
4.416,128.2197414,-193.31021,-355.83084,162.52063
4.417,128.2363994,-193.27499,-355.86014,162.58515
4.418,128.2530113,-193.50853,-356.01895,162.51042
4.419,128.269577,-193.39987,-356.01123,162.61136
4.42,128.2860964,-193.67963,-356.07983,162.4002
4.421,128.3025694,-193.4366,-356.10928,162.67268
4.422,128.318996,-193.39043,-356.26678,162.87635
4.423,128.335376,-193.45265,-356.2851,162.83245
4.424,128.3517093,-193.66182,-356.59821,162.93639
4.425,128.3679959,-193.69829,-356.41309,162.7148
4.426,128.3842356,-193.60178,-356.43655,162.83477
4.427,128.4004284,-193.60172,-356.71176,163.11004
4.428,128.4165741,-193.6071,-356.54312,162.93602
4.429,128.4326726,-193.75496,-356.69571,162.94075
4.43,128.4487239,-193.76201,-356.85809,163.09608
4.431,128.4647279,-193.61938,-356.93732,163.31794
4.432,128.4806844,-193.70665,-356.83008,163.12343
4.433,128.4965934,-193.68761,-356.94717,163.25956
4.434,128.5124547,-193.58902,-356.99908,163.41006
4.435,128.5282682,-193.86443,-357.06506,163.20063
4.436,128.544034,-193.64751,-357.08304,163.43553
4.437,128.5597517,-193.71484,-357.2283,163.51346
4.438,128.5754214,-193.7299,-357.24377,163.51387
4.439,128.5910429,-193.67915,-357.39816,163.71901
4.44,128.6066162,-193.69815,-357.42847,163.73032
4.441,128.622141,-193.97266,-357.64725,163.67459
4.442,128.6376174,-193.83168,-357.59219,163.76051
4.443,128.6530452,-193.78259,-357.62729,163.8447
4.444,128.6684243,-193.87408,-357.7088,163.83472
4.445,128.6837546,-193.93883,-357.86319,163.92436
4.446,128.699036,-194.05211,-358.05951,164.0074
4.447,128.7142684,-193.83026,-358.02609,164.19583
4.448,128.7294516,-193.91441,-358.20508,164.29067
4.449,128.7445856,-194.01982,-358.22015,164.20033
4.45,128.7596702,-194.16467,-358.33972,164.17505
4.451,128.7747053,-193.92831,-358.22025,164.29194
4.452,128.7896909,-194.0799,-358.27994,164.20004
4.453,128.8046268,-193.98225,-358.57336,164.59111
4.454,128.8195128,-194.13489,-358.51346,164.37857
4.455,128.8343489,-194.07413,-358.73132,164.65719
4.456,128.849135,-193.98128,-358.51196,164.53068
4.457,128.8638709,-193.96053,-358.55719,164.59666
4.458,128.8785566,-194.12952,-358.64948,164.51996
4.459,128.8931918,-194.32426,-358.7951,164.47084
4.46,128.9077765,-194.07245,-358.80722,164.73477
4.461,128.9223106,-194.07967,-358.91748,164.83781
4.462,128.9367939,-194.12538,-359.14035,165.01497
4.463,128.9512263,-194.07112,-359.17026,165.09914
4.464,128.9656077,-194.41084,-359.22357,164.81273
4.465,128.979938,-194.21609,-359.19897,164.98288
4.466,128.9942171,-194.27905,-359.39557,165.11652
4.467,129.0084447,-194.33733,-359.47531,165.13798
4.468,129.0226209,-194.50002,-359.54794,165.04792
4.469,129.0367454,-194.29305,-359.42969,165.13664
4.47,129.0508181,-194.28578,-359.75888,165.4731
4.471,129.064839,-194.40097,-359.70642,165.30545
4.472,129.0788079,-194.31859,-359.70523,165.38664
4.473,129.0927246,-194.27753,-359.8653,165.58777
4.474,129.106589,-194.545,-360.03665,165.49165
4.475,129.120401,-194.5524,-359.98804,165.43564
4.476,129.1341604,-194.4693,-359.96658,165.49728
4.477,129.1478672,-194.4399,-360.21127,165.77137
4.478,129.1615211,-194.48914,-360.35114,165.862
4.479,129.1751221,-194.38889,-360.3642,165.97531
4.48,129.18867,-194.61484,-360.47797,165.86313
4.481,129.2021647,-194.51161,-360.49527,165.98366
4.482,129.215606,-194.65483,-360.31882,165.66399
4.483,129.2289938,-194.54971,-360.41495,165.86524
4.484,129.2423279,-194.53307,-360.64383,166.11076
4.485,129.2556083,-194.74524,-360.61346,165.86822
4.486,129.2688347,-194.73877,-360.8205,166.08173
4.487,129.282007,-194.83574,-360.72733,165.89159
4.488,129.2951251,-194.61502,-361.02698,166.41196
4.489,129.3081888,-194.96539,-360.96313,165.99774
4.49,129.321198,-194.74937,-361.03491,166.28554
4.491,129.3341525,-194.97118,-361.15125,166.18007
4.492,129.3470521,-194.90688,-361.3609,166.45402
4.493,129.3598968,-194.98746,-361.56711,166.57965
4.494,129.3726864,-194.77377,-361.52725,166.75348
4.495,129.3854207,-194.77399,-361.46716,166.69317
4.496,129.3980996,-194.98386,-361.62173,166.63787
4.497,129.4107228,-194.88696,-361.65457,166.76761
4.498,129.4232904,-194.90244,-361.58548,166.68304
4.499,129.435802,-194.88475,-361.60712,166.72237
4.5,129.4482575,-194.98448,-361.77948,166.795
4.501,129.4606568,-194.9879,-362.0639,167.076
4.502,129.4729997,-195.04529,-362.05753,167.01224
4.503,129.4852861,-195.04338,-362.05075,167.00737
4.504,129.4975157,-194.9342,-362.13806,167.20386
4.505,129.5096885,-194.97047,-362.17429,167.20382
4.506,129.5218042,-195.21495,-362.29114,167.07619
4.507,129.5338627,-195.23761,-362.44077,167.20316
4.508,129.5458638,-195.11882,-362.42468,167.30586
4.509,129.5578073,-195.06688,-362.62079,167.55391
4.51,129.5696931,-195.15839,-362.45868,167.30029
4.511,129.581521,-195.28397,-362.76923,167.48526
4.512,129.5932908,-195.28395,-362.76428,167.48033
4.513,129.6050023,-195.25081,-362.86139,167.61058
4.514,129.6166555,-195.44116,-363.01987,167.57871
4.515,129.62825,-195.36896,-363.00244,167.63348
4.516,129.6397856,-195.53969,-363.07166,167.53197
4.517,129.6512624,-195.50484,-363.08795,167.58311
4.518,129.6626799,-195.34969,-363.15662,167.80693
4.519,129.6740381,-195.32918,-363.25671,167.92753
4.52,129.6853368,-195.51631,-363.27576,167.75945
4.521,129.6965757,-195.34758,-363.28348,167.9359
4.522,129.7077548,-195.41405,-363.40097,167.98692
4.523,129.7188737,-195.49382,-363.57193,168.07811
4.524,129.7299323,-195.49249,-363.58646,168.09397
4.525,129.7409305,-195.39896,-363.4783,168.07934
4.526,129.751868,-195.48737,-363.64136,168.15399
4.527,129.7627445,-195.65634,-363.78177,168.12543
4.528,129.77356,-195.62637,-363.95203,168.32566
4.529,129.7843142,-195.71661,-364.03436,168.31775
4.53,129.795007,-195.58504,-363.91019,168.32515
4.531,129.805638,-195.67439,-364.11432,168.43993
4.532,129.8162072,-195.61786,-364.07022,168.45236
4.533,129.8267142,-195.66949,-364.08206,168.41257
4.534,129.837159,-195.88907,-364.50461,168.61554
4.535,129.8475412,-195.71812,-364.47922,168.7611
4.536,129.8578607,-195.67328,-364.48352,168.81024
4.537,129.8681172,-195.81044,-364.59137,168.78093
4.538,129.8783106,-195.95233,-364.5141,168.56177
4.539,129.8884406,-195.7755,-364.62503,168.84953
4.54,129.898507,-195.8869,-364.79581,168.90891
4.541,129.9085096,-195.9093,-364.84604,168.93674
4.542,129.9184482,-195.87782,-365.0108,169.13298
4.543,129.9283224,-195.98642,-364.87186,168.88544
4.544,129.9381322,-195.91858,-365.19958,169.281
4.545,129.9478773,-195.97069,-365.14182,169.17113
4.546,129.9575574,-196.08595,-365.47284,169.38689
4.547,129.9671724,-196.0518,-365.31522,169.26342
4.548,129.9767219,-195.94537,-365.17639,169.23102
4.549,129.9862058,-196.22423,-365.55136,169.32713
4.55,129.9956238,-196.17456,-365.46494,169.29038
4.551,130.0049756,-196.20953,-365.63763,169.4281
4.552,130.0142611,-196.06876,-365.70413,169.63537
4.553,130.02348,-196.10735,-365.68491,169.57756
4.554,130.032632,-196.17729,-365.83688,169.65959
4.555,130.041717,-196.25497,-365.97958,169.72461
4.556,130.0507345,-196.27139,-365.93021,169.65882
4.557,130.0596845,-196.34003,-366.06778,169.72775
4.558,130.0685665,-196.37627,-365.97946,169.60319
4.559,130.0773805,-196.30481,-366.1048,169.79999
4.56,130.0861261,-196.37132,-366.23465,169.86333
4.561,130.094803,-196.3766,-366.47803,170.10143
4.562,130.1034111,-196.5742,-366.33981,169.76561
4.563,130.11195,-196.47101,-366.44672,169.97571
4.564,130.1204194,-196.42117,-366.45914,170.03797
4.565,130.1288192,-196.37422,-366.51343,170.13921
4.566,130.137149,-196.54961,-366.72812,170.17851
4.567,130.1454085,-196.67216,-366.6691,169.99694
4.568,130.1535976,-196.52621,-366.69159,170.16538
4.569,130.1617158,-196.64899,-366.91895,170.26996
4.57,130.1697629,-196.60849,-366.97403,170.36554
4.571,130.1777387,-196.6954,-366.99799,170.30259
4.572,130.1856429,-196.7263,-367.06503,170.33873
4.573,130.1934751,-196.7728,-367.14224,170.36944
4.574,130.201235,-196.55028,-367.14386,170.59358
4.575,130.2089225,-196.66425,-367.25513,170.59088
4.576,130.2165372,-196.59291,-367.44528,170.85237
4.577,130.2240787,-196.86497,-367.5838,170.71883
4.578,130.2315468,-196.80791,-367.41302,170.60511
4.579,130.2389413,-196.78807,-367.68613,170.89806
4.58,130.2462617,-196.96242,-367.71005,170.74763
4.581,130.2535078,-197.0645,-367.72574,170.66124
