Freq [GHz],dB(S11_OFF),dB(S11_ON),dB(S21_OFF),dB(S21_ON)
4.065,-6.9432080053,-3.7673019604,-2.1653025353,-3.4184924687
4.066,-6.9690794685,-3.7633564556,-2.1592441433,-3.422202
4.067,-6.9951168064,-3.7594154946,-2.1531980336,-3.4259133166
4.068,-7.0213214374,-3.7554790751,-2.1471643639,-3.4296264119
4.069,-7.0476947956,-3.751547195,-2.1411432927,-3.4333412796
4.07,-7.0742383302,-3.7476198523,-2.1351349796,-3.4370579132
4.071,-7.1009535067,-3.7436970448,-2.1291395853,-3.4407763063
4.072,-7.1278418061,-3.7397787705,-2.1231572713,-3.4444964522
4.073,-7.154904726,-3.7358650273,-2.1171882002,-3.4482183444
4.074,-7.1821437801,-3.7319558134,-2.1112325357,-3.4519419763
4.075,-7.2095604991,-3.7280511268,-2.1052904425,-3.4556673412
4.076,-7.2371564302,-3.7241509655,-2.099362086,-3.4593944324
4.077,-7.2649331379,-3.7202553277,-2.0934476331,-3.4631232431
4.078,-7.2928922039,-3.7163642116,-2.0875472514,-3.4668537665
4.079,-7.3210352276,-3.7124776154,-2.0816611096,-3.4705859957
4.08,-7.349363826,-3.7085955372,-2.0757893773,-3.474319924
4.081,-7.3778796341,-3.7047179755,-2.0699322254,-3.4780555442
4.082,-7.4065843055,-3.7008449285,-2.0640898255,-3.4817928495
4.083,-7.4354795118,-3.6969763945,-2.0582623505,-3.4855318328
4.084,-7.4645669438,-3.693112372,-2.0524499741,-3.4892724869
4.085,-7.4938483111,-3.6892528594,-2.0466528711,-3.4930148049
4.086,-7.5233253424,-3.6853978551,-2.0408712175,-3.4967587794
4.087,-7.5529997864,-3.6815473577,-2.0351051899,-3.5005044034
4.088,-7.582873411,-3.6777013657,-2.0293549663,-3.5042516694
4.089,-7.6129480046,-3.6738598776,-2.0236207257,-3.5080005702
4.09,-7.6432253757,-3.6700228922,-2.0179026479,-3.5117510983
4.091,-7.6737073535,-3.666190408,-2.012200914,-3.5155032465
4.092,-7.7043957879,-3.6623624239,-2.0065157058,-3.5192570071
4.093,-7.7352925503,-3.6585389384,-2.0008472064,-3.5230123726
4.094,-7.7663995331,-3.6547199505,-1.9951955998,-3.5267693355
4.095,-7.7977186508,-3.6509054589,-1.9895610711,-3.5305278882
4.096,-7.8292518396,-3.6470954625,-1.9839438064,-3.5342880229
4.097,-7.8610010584,-3.6432899603,-1.9783439928,-3.5380497319
4.098,-7.8929682883,-3.6394889511,-1.9727618183,-3.5418130074
4.099,-7.9251555336,-3.6356924341,-1.9671974722,-3.5455778416
4.1,-7.9575648218,-3.6319004081,-1.9616511446,-3.5493442265
4.101,-7.9901982038,-3.6281128724,-1.9561230267,-3.5531121542
4.102,-8.0230577544,-3.624329826,-1.9506133107,-3.5568816167
4.103,-8.0561455728,-3.6205512682,-1.9451221899,-3.5606526059
4.104,-8.0894637824,-3.6167771981,-1.9396498584,-3.5644251137
4.105,-8.1230145315,-3.613007615,-1.9341965116,-3.5681991319
4.106,-8.1567999936,-3.6092425182,-1.9287623457,-3.5719746522
4.107,-8.1908223676,-3.6054819071,-1.923347558,-3.5757516663
4.108,-8.2250838785,-3.6017257811,-1.9179523469,-3.579530166
4.109,-8.259586777,-3.5979741396,-1.9125769115,-3.5833101427
4.11,-8.2943333407,-3.5942269822,-1.9072214523,-3.587091588
4.111,-8.3293258738,-3.5904843083,-1.9018861705,-3.5908744934
4.112,-8.3645667079,-3.5867461176,-1.8965712685,-3.5946588501
4.113,-8.4000582019,-3.5830124097,-1.8912769496,-3.5984446497
4.114,-8.4358027429,-3.5792831844,-1.8860034181,-3.6022318833
4.115,-8.471802746,-3.5755584412,-1.8807508792,-3.6060205421
4.116,-8.5080606551,-3.5718381801,-1.8755195394,-3.6098106173
4.117,-8.5445789431,-3.5681224009,-1.8703096058,-3.6136021001
4.118,-8.5813601121,-3.5644111035,-1.8651212868,-3.6173949813
4.119,-8.618406694,-3.5607042878,-1.8599547916,-3.621189252
4.12,-8.6557212508,-3.5570019537,-1.8548103305,-3.624984903
4.121,-8.693306375,-3.5533041014,-1.8496881145,-3.6287819251
4.122,-8.7311646898,-3.549610731,-1.844588356,-3.6325803092
4.123,-8.7692988499,-3.5459218425,-1.839511268,-3.6363800458
4.124,-8.8077115412,-3.5422374363,-1.8344570646,-3.6401811257
4.125,-8.8464054817,-3.5385575125,-1.8294259609,-3.6439835393
4.126,-8.8853834219,-3.5348820714,-1.8244181728,-3.6477872772
4.127,-8.9246481449,-3.5312111135,-1.8194339174,-3.6515923297
4.128,-8.9642024667,-3.5275446391,-1.8144734126,-3.6553986871
4.129,-9.0040492369,-3.5238826488,-1.8095368771,-3.6592063398
4.13,-9.0441913391,-3.520225143,-1.8046245307,-3.6630152779
4.131,-9.0846316907,-3.5165721223,-1.7997365941,-3.6668254916
4.132,-9.1253732439,-3.5129235874,-1.7948732889,-3.6706369709
4.133,-9.1664189858,-3.509279539,-1.7900348377,-3.6744497057
4.134,-9.2077719388,-3.5056399778,-1.7852214638,-3.678263686
4.135,-9.2494351608,-3.5020049047,-1.7804333917,-3.6820789016
4.136,-9.2914117457,-3.4983743205,-1.7756708464,-3.6858953421
4.137,-9.3337048238,-3.4947482261,-1.7709340543,-3.6897129974
4.138,-9.3763175619,-3.4911266226,-1.7662232422,-3.693531857
4.139,-9.419253164,-3.4875095111,-1.761538638,-3.6973519103
4.14,-9.4625148711,-3.4838968925,-1.7568804706,-3.7011731469
4.141,-9.5061059621,-3.4802887681,-1.7522489694,-3.704995556
4.142,-9.5500297534,-3.4766851392,-1.747644365,-3.708819127
4.143,-9.5942896,-3.473086007,-1.7430668887,-3.712643849
4.144,-9.638888895,-3.4694913728,-1.7385167726,-3.7164697111
4.145,-9.6838310703,-3.4659012382,-1.7339942497,-3.7202967024
4.146,-9.7291195966,-3.4623156046,-1.7294995538,-3.7241248117
4.147,-9.774757984,-3.4587344735,-1.7250329195,-3.727954028
4.148,-9.8207497817,-3.4551578466,-1.7205945822,-3.7317843401
4.149,-9.8670985783,-3.4515857255,-1.7161847781,-3.7356157365
4.15,-9.9138080023,-3.448018112,-1.7118037443,-3.739448206
4.151,-9.9608817218,-3.444455008,-1.7074517185,-3.7432817369
4.152,-10.0083234447,-3.4408964152,-1.7031289392,-3.7471163177
4.153,-10.0561369189,-3.4373423356,-1.6988356457,-3.7509519369
4.154,-10.1043259321,-3.4337927713,-1.6945720782,-3.7547885825
4.155,-10.1528943121,-3.4302477243,-1.6903384773,-3.7586262427
4.156,-10.2018459262,-3.4267071968,-1.6861350845,-3.7624649056
4.157,-10.2511846819,-3.4231711909,-1.6819621421,-3.7663045592
4.158,-10.3009145258,-3.4196397091,-1.677819893,-3.7701451914
4.159,-10.3510394444,-3.4161127536,-1.6737085808,-3.7739867898
4.16,-10.4015634629,-3.4125903269,-1.6696284499,-3.7778293422
4.161,-10.4524906455,-3.4090724315,-1.6655797451,-3.7816728362
4.162,-10.503825095,-3.40555907,-1.6615627121,-3.7855172593
4.163,-10.5555709519,-3.402050245,-1.6575775972,-3.7893625987
4.164,-10.6077323943,-3.3985459592,-1.6536246473,-3.793208842
4.165,-10.6603136373,-3.3950462154,-1.6497041098,-3.7970559761
4.166,-10.7133189319,-3.3915510166,-1.645816233,-3.8009039883
4.167,-10.7667525646,-3.3880603657,-1.6419612655,-3.8047528654
4.168,-10.8206188566,-3.3845742656,-1.6381394567,-3.8086025944
4.169,-10.8749221622,-3.3810927195,-1.6343510564,-3.8124531621
4.17,-10.9296668684,-3.3776157306,-1.6305963151,-3.8163045551
4.171,-10.9848573933,-3.3741433021,-1.6268754837,-3.8201567601
4.172,-11.0404981847,-3.3706754374,-1.6231888136,-3.8240097634
4.173,-11.0965937187,-3.3672121398,-1.619536557,-3.8278635514
4.174,-11.1531484981,-3.3637534129,-1.6159189663,-3.8317181104
4.175,-11.2101670504,-3.3602992603,-1.6123362945,-3.8355734265
4.176,-11.2676539259,-3.3568496856,-1.608788795,-3.8394294857
4.177,-11.3256136956,-3.3534046925,-1.6052767217,-3.843286274
4.178,-11.3840509485,-3.3499642849,-1.6018003289,-3.8471437772
4.179,-11.4429702892,-3.3465284666,-1.5983598714,-3.8510019808
4.18,-11.5023763352,-3.3430972418,-1.5949556044,-3.8548608706
4.181,-11.5622737135,-3.3396706143,-1.5915877833,-3.858720432
4.182,-11.6226670573,-3.3362485885,-1.588256664,-3.8625806503
4.183,-11.6835610025,-3.3328311685,-1.5849625029,-3.8664415107
4.184,-11.7449601836,-3.3294183586,-1.5817055564,-3.8703029984
4.185,-11.8068692297,-3.3260101634,-1.5784860815,-3.8741650982
4.186,-11.8692927592,-3.3226065873,-1.5753043354,-3.8780277952
4.187,-11.9322353757,-3.3192076348,-1.5721605755,-3.881891074
4.188,-11.9957016616,-3.3158133108,-1.5690550597,-3.8857549192
4.189,-12.0596961733,-3.3124236199,-1.5659880458,-3.8896193154
4.19,-12.124223434,-3.3090385671,-1.562959792,-3.8934842469
4.191,-12.1892879273,-3.3056581573,-1.5599705569,-3.8973496978
4.192,-12.25489409,-3.3022823955,-1.5570205989,-3.9012156525
4.193,-12.321046304,-3.2989112869,-1.5541101768,-3.9050820948
4.194,-12.3877488877,-3.2955448368,-1.5512395496,-3.9089490085
4.195,-12.4550060874,-3.2921830505,-1.5484089763,-3.9128163775
4.196,-12.5228220669,-3.2888259334,-1.545618716,-3.9166841852
4.197,-12.5912008971,-3.2854734911,-1.5428690279,-3.9205524151
4.198,-12.6601465451,-3.2821257292,-1.5401601714,-3.9244210506
4.199,-12.7296628613,-3.2787826534,-1.5374924057,-3.9282900749
4.2,-12.7997535671,-3.2754442695,-1.5348659901,-3.9321594709
4.201,-12.8704222402,-3.2721105836,-1.5322811842,-3.9360292215
4.202,-12.9416723,-3.2687816015,-1.5297382471,-3.9398993096
4.203,-13.0135069915,-3.2654573295,-1.5272374382,-3.9437697177
4.204,-13.0859293676,-3.2621377738,-1.5247790167,-3.9476404284
4.205,-13.1589422712,-3.2588229407,-1.5223632417,-3.9515114239
4.206,-13.2325483147,-3.2555128366,-1.5199903722,-3.9553826865
4.207,-13.3067498593,-3.2522074682,-1.517660667,-3.9592541981
4.208,-13.381548992,-3.2489068421,-1.5153743851,-3.9631259407
4.209,-13.4569475014,-3.245610965,-1.5131317847,-3.966997896
4.21,-13.5329468516,-3.2423198439,-1.5109331244,-3.9708700456
4.211,-13.6095481544,-3.2390334856,-1.5087786621,-3.9747423709
4.212,-13.6867521396,-3.2357518973,-1.5066686558,-3.9786148533
4.213,-13.7645591231,-3.2324750863,-1.504603363,-3.9824874738
4.214,-13.8429689733,-3.2292030598,-1.5025830409,-3.9863602134
4.215,-13.9219810745,-3.2259358252,-1.5006079465,-3.9902330529
4.216,-14.0015942885,-3.2226733901,-1.4986783364,-3.9941059729
4.217,-14.0818069133,-3.2194157623,-1.4967944667,-3.9979789541
4.218,-14.1626166393,-3.2161629493,-1.4949565932,-4.0018519766
4.219,-14.2440205022,-3.2129149592,-1.4931649714,-4.0057250206
4.22,-14.3260148333,-3.2096718,-1.491419856,-4.0095980662
4.221,-14.4085952067,-3.2064334797,-1.4897215016,-4.0134710932
4.222,-14.4917563824,-3.2032000067,-1.488070162,-4.0173440812
4.223,-14.5754922468,-3.1999713893,-1.4864660905,-4.0212170098
4.224,-14.6597957488,-3.1967476361,-1.48490954,-4.0250898581
4.225,-14.7446588321,-3.1935287556,-1.4834007627,-4.0289626055
4.226,-14.8300723639,-3.1903147567,-1.4819400101,-4.0328352308
4.227,-14.9160260588,-3.1871056481,-1.4805275332,-4.0367077129
4.228,-15.0025083985,-3.1839014389,-1.4791635822,-4.0405800303
4.229,-15.0895065471,-3.1807021382,-1.4778484068,-4.0444521615
4.23,-15.1770062612,-3.1775077553,-1.4765822556,-4.0483240848
4.231,-15.2649917956,-3.1743182996,-1.4753653769,-4.0521957782
4.232,-15.3534458039,-3.1711337805,-1.4741980177,-4.0560672196
4.233,-15.4423492339,-3.1679542079,-1.4730804247,-4.0599383866
4.234,-15.5316812175,-3.1647795914,-1.4720128434,-4.0638092569
4.235,-15.6214189561,-3.161609941,-1.4709955185,-4.0676798077
4.236,-15.7115376005,-3.1584452668,-1.4700286938,-4.0715500162
4.237,-15.8020101249,-3.1552855789,-1.4691126123,-4.0754198593
4.238,-15.892807197,-3.1521308877,-1.4682475158,-4.0792893136
4.239,-15.9838970424,-3.1489812038,-1.4674336453,-4.0831583559
4.24,-16.0752453044,-3.1458365376,-1.4666712406,-4.0870269624
4.241,-16.1668148999,-3.1426969001,-1.4659605407,-4.0908951092
4.242,-16.2585658707,-3.1395623021,-1.4653017832,-4.0947627723
4.243,-16.3504552319,-3.1364327547,-1.4646952047,-4.0986299274
4.244,-16.4424368173,-3.1333082691,-1.4641410409,-4.1024965501
4.245,-16.5344611237,-3.1301888567,-1.4636395259,-4.1063626156
4.246,-16.6264751527,-3.1270745289,-1.4631908929,-4.1102280992
4.247,-16.7184222546,-3.1239652975,-1.4627953737,-4.1140929756
4.248,-16.8102419725,-3.1208611743,-1.462453199,-4.1179572196
4.249,-16.9018698905,-3.1177621712,-1.4621645979,-4.1218208056
4.25,-16.9932374862,-3.1146683004,-1.4619297984,-4.1256837079
4.251,-17.0842719906,-3.1115795741,-1.4617490272,-4.1295459005
4.252,-17.1748962577,-3.1084960049,-1.4616225094,-4.1334073573
4.253,-17.2650286451,-3.1054176053,-1.4615504687,-4.1372680518
4.254,-17.3545829099,-3.1023443881,-1.4615331275,-4.1411279573
4.255,-17.4434681231,-3.0992763662,-1.4615707064,-4.144987047
4.256,-17.5315886041,-3.0962135527,-1.4616634249,-4.1488452939
4.257,-17.6188438812,-3.093155961,-1.4618115006,-4.1527026705
4.258,-17.7051286805,-3.0901036045,-1.4620151495,-4.1565591494
4.259,-17.7903329479,-3.0870564967,-1.4622745863,-4.1604147027
4.26,-17.8743419087,-3.0840146514,-1.4625900237,-4.1642693023
4.261,-17.957036169,-3.0809780827,-1.462961673,-4.1681229201
4.262,-18.0382918623,-3.0779468046,-1.4633897434,-4.1719755274
4.263,-18.117980848,-3.0749208314,-1.4638744428,-4.1758270956
4.264,-18.1959709635,-3.0719001777,-1.4644159769,-4.1796775955
4.265,-18.2721263359,-3.0688848581,-1.4650145499,-4.1835269981
4.266,-18.3463077549,-3.0658748876,-1.465670364,-4.1873752736
4.267,-18.4183731112,-3.062870281,-1.4663836195,-4.1912223924
4.268,-18.4881779027,-3.0598710537,-1.4671545149,-4.1950683245
4.269,-18.5555758076,-3.0568772211,-1.4679832466,-4.1989130395
4.27,-18.6204193276,-3.0538887987,-1.4688700092,-4.202756507
4.271,-18.682560498,-3.0509058024,-1.469814995,-4.2065986961
4.272,-18.7418516621,-3.0479282482,-1.4708183945,-4.2104395757
4.273,-18.7981463074,-3.0449561523,-1.4718803962,-4.2142791146
4.274,-18.8512999558,-3.0419895311,-1.4730011861,-4.2181172811
4.275,-18.9011711022,-3.0390284011,-1.4741809485,-4.2219540433
4.276,-18.9476221906,-3.0360727791,-1.4754198652,-4.2257893692
4.277,-18.9905206174,-3.0331226822,-1.4767181159,-4.2296232262
4.278,-19.0297397501,-3.0301781276,-1.4780758781,-4.2334555816
4.279,-19.0651599454,-3.0272391327,-1.4794933271,-4.2372864025
4.28,-19.0966695541,-3.0243057151,-1.4809706355,-4.2411156556
4.281,-19.1241658943,-3.0213778926,-1.4825079741,-4.2449433074
4.282,-19.1475561784,-3.0184556833,-1.484105511,-4.2487693239
4.283,-19.1667583757,-3.0155391056,-1.4857634119,-4.2525936711
4.284,-19.1817019965,-3.0126281778,-1.4874818402,-4.2564163144
4.285,-19.1923287801,-3.0097229187,-1.4892609567,-4.2602372193
4.286,-19.198593275,-3.0068233473,-1.4911009198,-4.2640563505
4.287,-19.2004632987,-3.0039294827,-1.4930018853,-4.2678736729
4.288,-19.1979202669,-3.0010413444,-1.4949640064,-4.2716891507
4.289,-19.1909593862,-2.9981589519,-1.4969874339,-4.275502748
4.29,-19.1795897049,-2.9952823252,-1.4990723158,-4.2793144286
4.291,-19.1638340226,-2.9924114843,-1.5012187974,-4.2831241559
4.292,-19.1437286583,-2.9895464496,-1.5034270215,-4.2869318929
4.293,-19.1193230835,-2.9866872417,-1.505697128,-4.2907376025
4.294,-19.0906794285,-2.9838338815,-1.5080292541,-4.2945412472
4.295,-19.0578718699,-2.9809863899,-1.5104235342,-4.298342789
4.296,-19.0209859143,-2.9781447885,-1.5128801001,-4.3021421899
4.297,-18.980117591,-2.9753090987,-1.5153990804,-4.3059394113
4.298,-18.9353725692,-2.9724793424,-1.5179806011,-4.3097344144
4.299,-18.8868652166,-2.9696555417,-1.5206247851,-4.3135271599
4.3,-18.8347176157,-2.966837719,-1.5233317526,-4.3173176084
4.301,-18.7790585534,-2.9640258969,-1.5261016206,-4.3211057201
4.302,-18.7200225011,-2.9612200983,-1.5289345033,-4.3248914546
4.303,-18.6577485993,-2.9584203465,-1.5318305117,-4.3286747716
4.304,-18.5923796606,-2.9556266647,-1.5347897538,-4.33245563
4.305,-18.5240612023,-2.9528390769,-1.5378123347,-4.3362339886
4.306,-18.4529405216,-2.950057607,-1.5408983561,-4.3400098058
4.307,-18.3791658189,-2.9472822792,-1.5440479168,-4.3437830397
4.308,-18.3028853789,-2.9445131182,-1.5472611123,-4.3475536479
4.309,-18.2242468132,-2.9417501489,-1.550538035,-4.3513215877
4.31,-18.1433963694,-2.9389933963,-1.553878774,-4.3550868161
4.311,-18.0604783071,-2.936242886,-1.5572834151,-4.3588492896
4.312,-17.9756343432,-2.9334986438,-1.5607520411,-4.3626089644
4.313,-17.8890031655,-2.9307606956,-1.5642847311,-4.3663657963
4.314,-17.8007200124,-2.9280290679,-1.5678815612,-4.3701197409
4.315,-17.7109163175,-2.9253037873,-1.571542604,-4.373870753
4.316,-17.6197194149,-2.9225848809,-1.5752679287,-4.3776187874
4.317,-17.5272523026,-2.919872376,-1.5790576011,-4.3813637983
4.318,-17.4336334588,-2.9171663002,-1.5829116838,-4.3851057397
4.319,-17.3389767084,-2.9144666815,-1.5868302355,-4.388844565
4.32,-17.2433911337,-2.9117735481,-1.5908133117,-4.3925802273
4.321,-17.1469810255,-2.9090869288,-1.5948609645,-4.3963126792
4.322,-17.0498458716,-2.9064068525,-1.5989732422,-4.4000418731
4.323,-16.9520803749,-2.9037333485,-1.6031501897,-4.4037677608
4.324,-16.8537745019,-2.9010664464,-1.6073918483,-4.4074902937
4.325,-16.7550135528,-2.8984061763,-1.6116982557,-4.4112094228
4.326,-16.6558782538,-2.8957525686,-1.616069446,-4.4149250989
4.327,-16.5564448651,-2.893105654,-1.6205054495,-4.418637272
4.328,-16.4567853036,-2.8904654635,-1.625006293,-4.4223458919
4.329,-16.3569672765,-2.8878320286,-1.6295719996,-4.426050908
4.33,-16.2570544235,-2.8852053811,-1.6342025887,-4.4297522691
4.331,-16.1571064656,-2.8825855533,-1.6388980757,-4.4334499237
4.332,-16.0571793585,-2.8799725778,-1.6436584727,-4.4371438199
4.333,-15.9573254481,-2.8773664875,-1.6484837877,-4.4408339051
4.334,-15.8575936281,-2.8747673157,-1.6533740249,-4.4445201265
4.335,-15.7580294967,-2.8721750963,-1.658329185,-4.4482024307
4.336,-15.6586755128,-2.8695898634,-1.6633492644,-4.4518807641
4.337,-15.5595711492,-2.8670116516,-1.6684342561,-4.4555550723
4.338,-15.4607530439,-2.8644404958,-1.6735841489,-4.4592253006
4.339,-15.3622551474,-2.8618764315,-1.6787989278,-4.4628913939
4.34,-15.2641088654,-2.8593194945,-1.6840785741,-4.4665532966
4.341,-15.1663431982,-2.8567697211,-1.689423065,-4.4702109524
4.342,-15.0689848743,-2.8542271478,-1.6948323736,-4.4738643048
4.343,-14.9720584795,-2.8516918119,-1.7003064694,-4.4775132968
4.344,-14.8755865812,-2.8491637508,-1.7058453176,-4.4811578707
4.345,-14.7795898464,-2.8466430027,-1.7114488796,-4.4847979686
4.346,-14.684087156,-2.8441296059,-1.7171171129,-4.4884335319
4.347,-14.5890957126,-2.8416235995,-1.7228499706,-4.4920645016
4.348,-14.4946311436,-2.8391250228,-1.7286474022,-4.4956908181
4.349,-14.4007075995,-2.8366339156,-1.7345093529,-4.4993124214
4.35,-14.3073378468,-2.8341503184,-1.7404357639,-4.502929251
4.351,-14.2145333565,-2.831674272,-1.7464265723,-4.5065412458
4.352,-14.1223043871,-2.8292058176,-1.7524817112,-4.5101483442
4.353,-14.0306600644,-2.8267449972,-1.7586011096,-4.5137504842
4.354,-13.9396084555,-2.8242918531,-1.7647846922,-4.5173476031
4.355,-13.8491566397,-2.821846428,-1.7710323799,-4.5209396379
4.356,-13.7593107745,-2.8194087655,-1.7773440891,-4.5245265249
4.357,-13.6700761587,-2.8169789094,-1.7837197325,-4.5281081998
4.358,-13.5814572912,-2.814556904,-1.7901592182,-4.531684598
4.359,-13.493457926,-2.8121427945,-1.7966624504,-4.5352556542
4.36,-13.4060811249,-2.8097366262,-1.8032293291,-4.5388213026
4.361,-13.3193293063,-2.8073384453,-1.8098597502,-4.5423814768
4.362,-13.233204291,-2.8049482984,-1.8165536051,-4.5459361098
4.363,-13.1477073455,-2.8025662328,-1.8233107814,-4.5494851344
4.364,-13.0628392225,-2.8001922961,-1.8301311623,-4.5530284823
4.365,-12.9786001987,-2.7978265368,-1.8370146267,-4.556566085
4.366,-12.8949901105,-2.7954690039,-1.8439610495,-4.5600978734
4.367,-12.8120083873,-2.7931197469,-1.8509703013,-4.5636237778
4.368,-12.7296540824,-2.790778816,-1.8580422484,-4.5671437277
4.369,-12.6479259028,-2.788446262,-1.8651767529,-4.5706576524
4.37,-12.5668222358,-2.7861221363,-1.8723736728,-4.5741654805
4.371,-12.4863411749,-2.783806491,-1.8796328616,-4.5776671397
4.372,-12.4064805437,-2.7814993789,-1.8869541689,-4.5811625576
4.373,-12.3272379179,-2.7792008532,-1.8943374397,-4.5846516608
4.374,-12.2486106467,-2.7769109681,-1.901782515,-4.5881343756
4.375,-12.1705958716,-2.7746297782,-1.9092892315,-4.5916106275
4.376,-12.0931905449,-2.772357339,-1.9168574216,-4.5950803415
4.377,-12.0163914468,-2.7700937065,-1.9244869134,-4.598543442
4.378,-11.9401952009,-2.7678389375,-1.9321775309,-4.6019998527
4.379,-11.8645982891,-2.7655930896,-1.9399290937,-4.6054494967
4.38,-11.7895970654,-2.7633562209,-1.9477414173,-4.6088922966
4.381,-11.7151877685,-2.7611283905,-1.9556143127,-4.6123281742
4.382,-11.641366534,-2.758909658,-1.9635475869,-4.6157570509
4.383,-11.5681294056,-2.756700084,-1.9715410426,-4.6191788473
4.384,-11.4954723448,-2.7544997296,-1.9795944781,-4.6225934833
4.385,-11.4233912414,-2.7523086569,-1.9877076875,-4.6260008784
4.386,-11.3518819219,-2.7501269287,-1.9958804609,-4.6294009512
4.387,-11.2809401578,-2.7479546085,-2.0041125838,-4.63279362
4.388,-11.2105616739,-2.7457917609,-2.0124038378,-4.636178802
4.389,-11.1407421547,-2.7436384511,-2.020754,-4.6395564142
4.39,-11.0714772517,-2.7414947452,-2.0291628433,-4.6429263727
4.391,-11.0027625893,-2.73936071,-2.0376301367,-4.646288593
4.392,-10.9345937706,-2.7372364135,-2.0461556445,-4.6496429898
4.393,-10.8669663828,-2.7351219243,-2.0547391271,-4.6529894774
4.394,-10.7998760019,-2.7330173119,-2.0633803407,-4.6563279693
4.395,-10.7333181975,-2.7309226469,-2.0720790372,-4.6596583784
4.396,-10.6672885369,-2.7288380006,-2.0808349644,-4.6629806167
4.397,-10.601782589,-2.7267634454,-2.0896478658,-4.6662945958
4.398,-10.536795928,-2.7246990545,-2.0985174807,-4.6696002265
4.399,-10.4723241367,-2.7226449022,-2.1074435446,-4.672897419
4.4,-10.4083628092,-2.7206010637,-2.1164257884,-4.6761860827
4.401,-10.3449075542,-2.7185676151,-2.125463939,-4.6794661265
4.402,-10.2819539974,-2.7165446338,-2.1345577194,-4.6827374583
4.403,-10.2194977838,-2.7145321978,-2.1437068482,-4.6859999857
4.404,-10.15753458,-2.7125303865,-2.15291104,-4.6892536153
4.405,-10.096060076,-2.7105392802,-2.1621700053,-4.6924982532
4.406,-10.0350699874,-2.7085589602,-2.1714834504,-4.6957338047
4.407,-9.9745600564,-2.7065895091,-2.1808510779,-4.6989601744
4.408,-9.9145260541,-2.7046310104,-2.1902725858,-4.7021772664
4.409,-9.8549637812,-2.7026835488,-2.1997476686,-4.7053849837
4.41,-9.7958690698,-2.7007472102,-2.2092760164,-4.7085832291
4.411,-9.7372377839,-2.6988220815,-2.2188573154,-4.7117719043
4.412,-9.6790658211,-2.6969082509,-2.2284912478,-4.7149509105
4.413,-9.6213491128,-2.6950058079,-2.238177492,-4.7181201481
4.414,-9.5640836258,-2.6931148429,-2.2479157221,-4.7212795169
4.415,-9.5072653621,-2.6912354477,-2.2577056086,-4.7244289158
4.416,-9.4508903603,-2.6893677155,-2.2675468178,-4.7275682432
4.417,-9.3949546958,-2.6875117406,-2.2774390123,-4.7306973968
4.418,-9.3394544813,-2.6856676187,-2.2873818508,-4.7338162733
4.419,-9.2843858673,-2.6838354466,-2.2973749878,-4.7369247691
4.42,-9.2297450425,-2.6820153227,-2.3074180745,-4.7400227796
4.421,-9.1755282338,-2.6802073465,-2.3175107579,-4.7431101996
4.422,-9.121731707,-2.6784116193,-2.3276526813,-4.7461869232
4.423,-9.0683517665,-2.6766282433,-2.3378434842,-4.7492528438
4.424,-9.0153847559,-2.6748573225,-2.3480828025,-4.752307854
4.425,-8.9628270579,-2.6730989622,-2.3583702682,-4.7553518459
4.426,-8.9106750941,-2.6713532691,-2.3687055096,-4.7583847106
4.427,-8.8589253257,-2.6696203515,-2.3790881514,-4.7614063388
4.428,-8.8075742529,-2.6679003194,-2.3895178146,-4.7644166202
4.429,-8.7566184151,-2.6661932839,-2.3999941167,-4.7674154442
4.43,-8.7060543908,-2.6644993582,-2.4105166714,-4.7704026992
4.431,-8.6558787977,-2.6628186567,-2.421085089,-4.7733782729
4.432,-8.6060882923,-2.6611512956,-2.4316989763,-4.7763420525
4.433,-8.5566795698,-2.6594973928,-2.4423579363,-4.7792939243
4.434,-8.5076493645,-2.6578570678,-2.453061569,-4.7822337742
4.435,-8.4589944488,-2.6562304418,-2.4638094705,-4.7851614871
4.436,-8.4107116337,-2.6546176379,-2.4746012337,-4.7880769475
4.437,-8.3627977683,-2.6530187808,-2.4854364483,-4.790980039
4.438,-8.3152497395,-2.6514339971,-2.4963147003,-4.7938706447
4.439,-8.2680644722,-2.6498634152,-2.5072355728,-4.7967486471
4.44,-8.2212389287,-2.6483071654,-2.5181986452,-4.7996139277
4.441,-8.1747701086,-2.6467653798,-2.5292034941,-4.8024663678
4.442,-8.1286550486,-2.6452381927,-2.5402496928,-4.8053058478
4.443,-8.0828908223,-2.6437257401,-2.5513368112,-4.8081322474
4.444,-8.0374745397,-2.64222816,-2.5624644164,-4.810945446
4.445,-7.9924033473,-2.6407455927,-2.5736320725,-4.8137453219
4.446,-7.9476744276,-2.6392781803,-2.5848393402,-4.8165317533
4.447,-7.903284999,-2.6378260673,-2.5960857777,-4.8193046175
4.448,-7.8592323153,-2.6363893999,-2.60737094,-4.8220637911
4.449,-7.8155136657,-2.634968327,-2.6186943794,-4.8248091505
4.45,-7.7721263746,-2.6335629994,-2.6300556453,-4.8275405712
4.451,-7.729067801,-2.6321735703,-2.6414542843,-4.8302579283
4.452,-7.6863353385,-2.6308001951,-2.6528898405,-4.8329610963
4.453,-7.643926415,-2.6294430317,-2.6643618551,-4.8356499491
4.454,-7.6018384922,-2.6281022402,-2.6758698669,-4.8383243602
4.455,-7.560069066,-2.6267779834,-2.6874134121,-4.8409842025
