Freq [GHz],VSWR_HFSS,VSWR_measured_stub_matching,VSWR_measured_unmatched
2.412,96.99905915,21.64163,32.492443
2.413,96.67618762,22.769638,34.527096
2.414,96.35373539,21.931772,32.684395
2.415,96.03170372,21.952438,32.771503
2.416,95.71009386,22.484247,31.480719
2.417,95.38890705,21.920679,34.00103
2.418,95.06814455,21.699995,32.036545
2.419,94.7478076,22.434175,32.951897
2.42,94.42789744,21.431267,32.396385
2.421,94.10841531,22.285074,34.546383
2.422,93.78936246,22.124384,35.454418
2.423,93.4707401,21.153242,31.49559
2.424,93.15254948,21.409357,32.308544
2.425,92.83479182,21.017731,32.243046
2.426,92.51746835,21.831581,34.238529
2.427,92.20058029,21.186913,32.927944
2.428,91.88412887,21.797449,35.157288
2.429,91.56811531,22.344919,33.533859
2.43,91.25254081,21.563807,32.462723
2.431,90.93740659,20.882153,32.120335
2.432,90.62271386,20.530888,30.452557
2.433,90.30846383,21.806541,31.325838
2.434,89.9946577,21.441639,31.939829
2.435,89.68129667,20.932613,30.373852
2.436,89.36838195,21.032152,30.645628
2.437,89.05591472,21.575535,31.189983
2.438,88.74389617,21.258856,31.590246
2.439,88.43232751,21.219191,32.494934
2.44,88.12120991,20.740889,30.06777
2.441,87.81054455,21.595404,32.590664
2.442,87.50033262,20.360723,30.512688
2.443,87.1905753,20.317591,31.95392
2.444,86.88127375,21.029913,31.329815
2.445,86.57242915,21.427948,31.771652
2.446,86.26404266,21.070086,29.719389
2.447,85.95611546,20.518488,30.629354
2.448,85.64864869,20.740959,31.358936
2.449,85.34164352,20.429899,30.909168
2.45,85.03510111,20.6745,31.939116
2.451,84.7290226,20.893454,32.332737
2.452,84.42340914,20.261955,30.503054
2.453,84.11826188,20.171558,29.343735
2.454,83.81358195,20.422638,29.97645
2.455,83.5093705,20.977861,31.535025
2.456,83.20562867,20.732752,32.617649
2.457,82.90235757,20.855507,28.903498
2.458,82.59955834,20.715754,31.242876
2.459,82.2972321,20.609053,30.762848
2.46,81.99537998,20.435133,30.369991
2.461,81.69400309,19.661272,27.029196
2.462,81.39310254,19.448526,29.300179
2.463,81.09267945,19.986197,28.787041
2.464,80.79273492,20.215948,30.448309
2.465,80.49327005,19.870058,28.455606
2.466,80.19428595,20.095049,28.803543
2.467,79.8957837,20.369053,29.326303
2.468,79.5977644,19.799944,29.48064
2.469,79.30022914,19.93239,27.11047
2.47,79.00317901,19.834444,27.551853
2.471,78.70661508,19.995592,27.377928
2.472,78.41053843,20.175953,30.997494
2.473,78.11495014,20.37096,29.026958
2.474,77.81985127,19.905283,28.879519
2.475,77.52524289,19.568256,27.617046
2.476,77.23112607,20.090429,28.09446
2.477,76.93750185,19.242098,28.190758
2.478,76.6443713,20.162817,28.761663
2.479,76.35173547,19.780605,27.853846
2.48,76.0595954,19.869764,27.745052
2.481,75.76795213,19.701126,28.478823
2.482,75.4768067,18.803143,26.373264
2.483,75.18616016,19.831371,28.01609
2.484,74.89601352,19.156006,27.017138
2.485,74.60636782,19.6362,27.629496
2.486,74.31722407,19.287996,27.951519
2.487,74.0285833,19.448469,26.758642
2.488,73.74044653,19.697306,28.084557
2.489,73.45281476,19.173256,26.970463
2.49,73.16568899,20.231813,27.50849
2.491,72.87907024,19.220827,28.613894
2.492,72.5929595,19.804953,27.852983
2.493,72.30735776,19.583069,27.94874
2.494,72.02226602,19.988602,27.664991
2.495,71.73768526,19.652403,27.642874
2.496,71.45361646,20.484343,30.020479
2.497,71.1700606,20.253252,28.349066
2.498,70.88701865,20.059803,28.119312
2.499,70.60449159,20.172195,27.978245
2.5,70.32248037,19.787975,29.557119
2.501,70.04098596,19.826328,30.015121
2.502,69.76000932,19.960505,28.122576
2.503,69.47955139,19.864592,26.934689
2.504,69.19961313,20.698057,29.642887
2.505,68.92019547,20.790005,29.698219
2.506,68.64129936,20.623337,28.744059
2.507,68.36292573,20.515898,28.645885
2.508,68.08507551,20.623306,28.390484
2.509,67.80774963,21.203455,29.227922
2.51,67.53094901,20.559868,28.490269
2.511,67.25467457,20.527187,30.841259
2.512,66.97892721,20.868111,28.895025
2.513,66.70370786,21.422676,29.621883
2.514,66.4290174,21.572557,29.254311
2.515,66.15485675,20.869339,29.12937
2.516,65.88122679,20.670998,28.320026
2.517,65.60812841,21.017939,28.639841
2.518,65.33556251,20.747288,28.412514
2.519,65.06352996,20.937553,28.561007
2.52,64.79203164,22.348408,30.564886
2.521,64.52106843,21.609921,28.759981
2.522,64.25064118,20.703682,27.859535
2.523,63.98075077,21.15905,29.140287
2.524,63.71139804,20.813864,29.432486
2.525,63.44258387,21.725603,28.617292
2.526,63.17430908,21.863649,29.588282
2.527,62.90657454,21.3556,29.57093
2.528,62.63938108,22.410419,30.176739
2.529,62.37272953,21.881382,30.985682
2.53,62.10662072,21.582169,29.927568
2.531,61.84105549,21.87607,29.41243
2.532,61.57603465,22.467829,29.564589
2.533,61.31155902,21.988222,30.114813
2.534,61.04762941,21.829306,29.583214
2.535,60.78424663,22.345047,31.096298
2.536,60.52141148,22.242889,32.134697
2.537,60.25912475,22.07284,30.193552
2.538,59.99738725,22.295795,30.954365
2.539,59.73619976,22.498034,31.633932
2.54,59.47556307,21.374329,29.270853
2.541,59.21547794,22.585632,31.174335
2.542,58.95594516,22.857391,32.072609
2.543,58.69696549,22.623125,31.959288
2.544,58.43853971,22.681068,30.636169
2.545,58.18066856,22.083025,30.260471
2.546,57.9233528,22.09539,29.61763
2.547,57.66659319,22.460663,31.846052
2.548,57.41039047,21.804289,29.811417
2.549,57.15474537,21.996113,31.452133
2.55,56.89965863,22.542635,30.777481
2.551,56.64513099,22.03405,29.643185
2.552,56.39116316,21.882204,31.985371
2.553,56.13775588,22.433451,29.760799
2.554,55.88490985,22.074677,31.333511
2.555,55.63262578,23.333187,32.350033
2.556,55.38090438,22.433062,30.561419
2.557,55.12974636,23.462427,31.030497
2.558,54.8791524,23.128824,29.721268
2.559,54.6291232,22.344297,30.334909
2.56,54.37965944,23.233742,31.540178
2.561,54.13076181,23.156174,30.342001
2.562,53.88243098,22.23756,30.857784
2.563,53.63466762,21.507658,30.470657
2.564,53.3874724,21.715179,29.558027
2.565,53.14084598,22.282188,28.442341
2.566,52.89478902,22.125076,30.438841
2.567,52.64930216,22.304216,30.950285
2.568,52.40438606,23.169577,30.70727
2.569,52.16004135,22.205833,30.246378
2.57,51.91626867,21.594679,31.249479
2.571,51.67306864,21.827978,29.551928
2.572,51.43044191,22.050175,30.161531
2.573,51.18838909,22.390911,32.419231
2.574,50.94691079,22.384632,32.397457
2.575,50.70600762,22.006763,31.727823
2.576,50.46568019,22.349758,31.041098
2.577,50.22592911,22.144238,29.918434
2.578,49.98675496,21.508707,29.367353
2.579,49.74815834,22.153055,32.612762
2.58,49.51013984,22.931894,31.387081
2.581,49.27270003,22.013096,32.765202
2.582,49.03583949,22.733379,31.540312
2.583,48.79955879,22.215887,31.295525
2.584,48.56385849,21.974987,31.949575
2.585,48.32873916,22.397354,30.427301
2.586,48.09420135,21.050583,31.308187
2.587,47.86024561,21.718494,29.318163
2.588,47.62687249,21.661352,29.242912
2.589,47.39408252,22.633581,30.510592
2.59,47.16187624,21.952217,32.171391
2.591,46.93025418,22.368406,30.196196
2.592,46.69921687,22.05357,31.034328
2.593,46.46876482,23.414576,30.703533
2.594,46.23889855,22.193928,28.168581
2.595,46.00961856,22.966133,30.143291
2.596,45.78092537,21.346762,28.771715
2.597,45.55281946,21.808321,29.314461
2.598,45.32530134,22.325424,30.278328
2.599,45.09837149,22.384272,29.722324
2.6,44.8720304,21.972794,29.777828
2.601,44.64627854,22.176405,29.523474
2.602,44.42111639,22.148113,28.542761
2.603,44.19654441,22.788471,30.077856
2.604,43.97256307,22.989359,29.321079
2.605,43.74917283,22.132504,29.153675
2.606,43.52637414,21.81299,28.867294
2.607,43.30416744,22.44603,28.603708
2.608,43.08255318,21.936075,29.043797
2.609,42.8615318,22.142874,29.270966
2.61,42.64110372,22.829731,29.132263
2.611,42.42126939,22.760527,27.643238
2.612,42.2020292,22.539265,29.890459
2.613,41.98338359,22.779476,29.736877
2.614,41.76533297,21.652779,28.9168
2.615,41.54787773,21.905813,29.519165
2.616,41.33101829,22.496399,28.944109
2.617,41.11475504,22.306969,29.602062
2.618,40.89908837,22.101681,30.673861
2.619,40.68401866,22.3934,29.433542
2.62,40.46954629,22.251389,29.498684
2.621,40.25567165,22.133352,28.615213
2.622,40.0423951,22.646999,28.589211
2.623,39.82971701,22.891754,29.529898
2.624,39.61763773,22.171442,28.695894
2.625,39.40615763,23.027596,28.430019
2.626,39.19527704,22.408239,28.711557
2.627,38.98499632,22.584032,27.606756
2.628,38.77531581,21.667624,27.926769
2.629,38.56623583,22.778194,28.348196
2.63,38.35775673,22.799793,28.714565
2.631,38.14987882,22.087992,29.202284
2.632,37.94260241,21.985966,30.907314
2.633,37.73592784,23.589001,30.096191
2.634,37.5298554,22.998611,29.259815
2.635,37.32438539,22.447723,28.162237
2.636,37.11951812,23.112753,27.665819
2.637,36.91525388,23.568686,28.021175
2.638,36.71159296,22.250114,26.980728
2.639,36.50853564,21.971174,28.57925
2.64,36.30608219,22.641674,26.538303
2.641,36.1042329,22.872334,28.404957
2.642,35.90298802,22.559656,27.671244
2.643,35.70234782,23.072899,28.7358
2.644,35.50231256,22.145378,27.241014
2.645,35.3028825,21.19508,27.528376
2.646,35.10405787,22.498713,27.809927
2.647,34.90583891,22.984371,28.104004
2.648,34.70822588,22.339308,27.251469
2.649,34.51121899,22.16795,27.604139
2.65,34.31481848,22.77581,27.13217
2.651,34.11902456,22.375696,27.678875
2.652,33.92383746,22.553642,26.154329
2.653,33.72925738,22.624401,26.288889
2.654,33.53528453,23.470097,27.080614
2.655,33.34191912,22.793854,27.842648
2.656,33.14916133,21.657593,27.606869
2.657,32.95701136,22.544024,28.169165
2.658,32.76546939,21.960758,26.407915
2.659,32.57453562,22.378803,26.066055
2.66,32.3842102,22.50466,26.845058
2.661,32.19449332,22.490255,26.850821
2.662,32.00538513,23.017679,26.837437
2.663,31.81688581,23.173515,27.051561
2.664,31.6289955,22.748634,25.991608
2.665,31.44171435,23.320585,29.386082
2.666,31.25504252,22.8393,26.796188
2.667,31.06898014,21.960331,25.003548
2.668,30.88352734,22.94305,25.392353
2.669,30.69868426,22.639578,25.494492
2.67,30.51445102,22.121231,25.130175
2.671,30.33082775,22.962612,25.778555
2.672,30.14781456,22.953764,25.683243
2.673,29.96541155,22.3843,25.728321
2.674,29.78361883,23.152086,24.618387
2.675,29.60243651,22.234608,25.861269
2.676,29.42186468,23.352007,27.408859
2.677,29.24190343,22.99123,26.836145
2.678,29.06255284,23.215332,26.442051
2.679,28.883813,22.364826,23.930553
2.68,28.70568397,23.022024,24.692064
2.681,28.52816584,23.073402,25.728592
2.682,28.35125866,22.227642,25.684566
2.683,28.17496249,22.644527,25.360157
2.684,27.9992774,22.704382,23.210688
2.685,27.82420342,22.868786,24.700729
2.686,27.64974061,22.006491,24.84078
2.687,27.47588901,21.807995,24.751141
2.688,27.30264865,22.56242,24.114178
2.689,27.13001955,21.570721,23.952122
2.69,26.95800176,22.424658,24.030548
2.691,26.78659528,21.566971,23.933094
2.692,26.61580013,23.658533,24.808447
2.693,26.44561633,22.101273,23.992893
2.694,26.27604387,22.601791,24.57313
2.695,26.10708276,22.778437,24.520536
2.696,25.938733,22.909975,24.38201
2.697,25.77099457,22.874062,24.864357
2.698,25.60386746,22.401609,23.8375
2.699,25.43735166,22.106163,24.19632
2.7,25.27144712,22.609077,24.332947
2.701,25.10615384,23.076775,23.643341
2.702,24.94147177,22.805096,23.663502
2.703,24.77740088,22.454407,22.848269
2.704,24.61394111,21.874105,22.86779
2.705,24.45109243,23.036346,23.628773
2.706,24.28885477,22.657715,23.325932
2.707,24.12722808,21.729826,22.403728
2.708,23.9662123,22.323393,23.288271
2.709,23.80580736,22.314131,23.841246
2.71,23.64601318,22.045439,23.824245
2.711,23.48682968,22.299129,23.627707
2.712,23.32825679,22.387272,23.252764
2.713,23.17029441,22.139055,22.812326
2.714,23.01294245,23.032139,22.274117
2.715,22.85620081,23.098181,23.095276
2.716,22.70006939,23.262018,23.372208
2.717,22.54454808,22.392786,22.811781
2.718,22.38963678,23.331339,23.180401
2.719,22.23533535,22.962824,22.470076
2.72,22.08164368,22.740604,22.266148
2.721,21.92856164,22.31382,21.818289
2.722,21.77608911,22.506174,22.644987
2.723,21.62422593,22.595169,21.883457
2.724,21.47297197,22.196564,22.165113
2.725,21.32232709,22.008085,21.767956
2.726,21.17229112,22.25989,22.591568
2.727,21.02286392,22.192835,22.741592
2.728,20.87404532,22.161598,21.865063
2.729,20.72583516,23.124397,22.670763
2.73,20.57823326,22.879389,21.884638
2.731,20.43123944,21.942196,22.437185
2.732,20.28485353,22.05621,20.706789
2.733,20.13907535,22.34457,21.095695
2.734,19.99390469,22.345396,21.339285
2.735,19.84934136,22.741507,22.452145
2.736,19.70538516,21.799042,20.889605
2.737,19.56203589,21.786844,21.728323
2.738,19.41929333,22.799957,21.717793
2.739,19.27715727,21.650909,20.866369
2.74,19.13562749,21.904652,20.379108
2.741,18.99470376,21.859743,20.639664
2.742,18.85438585,22.265265,21.346104
2.743,18.71467353,22.197086,21.309797
2.744,18.57556656,21.744799,20.924114
2.745,18.43706468,21.400957,20.883638
2.746,18.29916766,22.166689,20.848539
2.747,18.16187522,22.326918,20.164671
2.748,18.02518713,22.957312,20.746761
2.749,17.8891031,22.98564,20.837355
2.75,17.75362287,22.912308,20.192848
2.751,17.61874617,21.734531,20.785461
2.752,17.48447271,21.374548,20.13727
2.753,17.3508022,24.209799,20.233047
2.754,17.21773437,21.734274,19.933372
2.755,17.08526891,22.131977,20.239687
2.756,16.95340552,22.179405,19.8118
2.757,16.82214389,21.381062,19.623652
2.758,16.69148373,22.165487,19.678564
2.759,16.56142471,22.722687,20.074427
2.76,16.43196651,22.211033,20.026985
2.761,16.3031088,22.48233,19.391462
2.762,16.17485126,21.975988,19.440048
2.763,16.04719355,21.961628,19.160378
2.764,15.92013533,21.567612,18.889391
2.765,15.79367625,21.646753,19.106441
2.766,15.66781597,21.152773,18.545641
2.767,15.54255412,21.823187,18.696728
2.768,15.41789035,21.034111,18.521189
2.769,15.29382428,21.687815,18.666319
2.77,15.17035555,22.099524,18.62261
2.771,15.04748378,23.064516,18.498024
2.772,14.92520859,21.868124,18.371384
2.773,14.80352959,21.373579,18.368986
2.774,14.68244639,20.854448,17.277761
2.775,14.56195859,22.290293,18.484747
2.776,14.44206579,21.487207,18.380461
2.777,14.32276757,21.772261,18.642488
2.778,14.20406353,21.460423,17.882061
2.779,14.08595325,20.987522,17.190811
2.78,13.96843629,21.878769,17.299232
2.781,13.85151224,20.719398,17.712393
2.782,13.73518066,21.358175,17.846657
2.783,13.6194411,21.46467,17.463068
2.784,13.50429312,22.332418,17.924994
2.785,13.38973627,21.372877,17.633802
2.786,13.27577009,21.772848,17.576855
2.787,13.16239412,20.560375,16.731421
2.788,13.04960789,21.920013,17.261158
2.789,12.93741093,21.074606,17.200968
2.79,12.82580275,21.036276,17.155924
2.791,12.71478287,21.92531,17.843292
2.792,12.60435081,21.65691,16.931019
2.793,12.49450606,21.369596,17.317047
2.794,12.38524812,20.28434,16.409525
2.795,12.27657649,21.160662,16.173746
2.796,12.16849065,21.310564,17.252525
2.797,12.06099008,22.366114,16.63711
2.798,11.95407425,22.311077,16.725206
2.799,11.84774264,21.004969,16.881813
2.8,11.74199471,20.700253,16.080427
2.801,11.63682991,20.770731,16.398321
2.802,11.53224769,21.491879,16.04631
2.803,11.42824751,20.416689,16.155193
2.804,11.32482879,20.816294,15.927421
2.805,11.22199097,19.769903,15.964002
2.806,11.11973347,20.710348,16.066771
2.807,11.01805572,20.405432,15.729259
2.808,10.91695713,21.545921,15.932796
2.809,10.81643711,19.841846,15.799516
2.81,10.71649505,19.789093,15.867204
2.811,10.61713035,20.58873,15.174094
2.812,10.51834241,21.001158,15.557469
2.813,10.42013059,20.697199,15.536374
2.814,10.32249428,19.934221,15.428188
2.815,10.22543284,20.272802,15.155846
2.816,10.12894564,19.789757,14.907391
2.817,10.03303202,19.750721,15.041842
2.818,9.937691343,20.083696,14.799604
2.819,9.842922944,19.436785,14.834547
2.82,9.748726156,19.215958,15.0501
2.821,9.655100308,19.461658,14.814066
2.822,9.562044717,19.356583,14.586138
2.823,9.469558698,19.662342,14.408689
2.824,9.377641556,20.040215,14.784938
2.825,9.286292588,20.061977,14.77505
2.826,9.195511086,20.306259,14.474385
2.827,9.105296333,19.409433,14.307816
2.828,9.015647604,19.651405,14.116659
2.829,8.926564169,19.867331,14.694655
2.83,8.838045288,19.310812,13.886103
2.831,8.750090212,19.614801,13.973186
2.832,8.662698189,18.992313,14.085866
2.833,8.575868454,18.845093,13.582246
2.834,8.489600237,19.888941,13.905458
2.835,8.403892758,18.912323,12.937738
2.836,8.318745231,19.381783,13.614272
2.837,8.23415686,18.309334,13.30534
2.838,8.150126841,18.768719,13.360578
2.839,8.066654362,20.000792,13.454729
2.84,7.983738602,18.703867,13.070954
2.841,7.901378732,18.468107,13.028238
2.842,7.819573913,18.147713,12.689773
2.843,7.738323298,18.852009,13.268138
2.844,7.657626032,18.957802,13.139712
2.845,7.577481248,17.9786,12.88698
2.846,7.497888073,18.012636,12.89232
2.847,7.418845623,18.658957,12.926435
2.848,7.340353004,18.83427,12.984096
2.849,7.262409315,18.781811,12.587037
2.85,7.185013642,18.265341,12.635911
2.851,7.108165064,18.404202,12.622658
2.852,7.031862649,18.004469,12.249249
2.853,6.956105455,18.05784,12.096811
2.854,6.880892529,17.754572,12.100793
2.855,6.80622291,17.671789,12.047521
2.856,6.732095624,17.970581,12.314247
2.857,6.658509687,17.865685,12.08621
2.858,6.585464106,17.842968,12.169861
2.859,6.512957876,17.829504,12.095318
2.86,6.440989981,17.926733,12.026909
2.861,6.369559394,17.368486,11.971491
2.862,6.298665076,17.442307,11.519687
2.863,6.228305978,17.413561,11.60488
2.864,6.158481038,17.436811,11.821897
2.865,6.089189183,17.357452,11.367354
2.866,6.020429329,17.204538,11.348157
2.867,5.952200378,17.663116,11.358842
2.868,5.884501222,17.266174,11.423421
2.869,5.817330737,17.208773,11.07058
2.87,5.750687792,17.002588,11.333922
2.871,5.684571238,16.355087,11.073867
2.872,5.618979916,17.13443,11.209011
2.873,5.553912653,16.442829,11.076793
2.874,5.489368263,16.93499,10.96533
2.875,5.425345547,16.293394,10.788004
2.876,5.361843292,16.404358,10.773358
2.877,5.298860272,16.810766,10.738832
2.878,5.236395244,17.005703,10.688067
2.879,5.174446955,16.950338,10.528103
2.88,5.113014136,16.38987,10.302132
2.881,5.052095503,16.423851,10.337305
2.882,4.991689757,15.892909,10.309755
2.883,4.931795585,16.147129,10.052914
2.884,4.872411659,16.35219,10.361307
2.885,4.813536635,16.281513,10.371576
2.886,4.755169154,16.003967,10.311315
2.887,4.697307841,15.98691,10.063886
2.888,4.639951306,16.048216,10.031659
2.889,4.583098141,15.81952,10.075978
2.89,4.526746924,15.64277,9.7905483
2.891,4.470896214,15.836025,10.050092
2.892,4.415544556,16.114559,9.7451696
2.893,4.360690477,15.311613,9.7090359
2.894,4.306332486,15.825583,9.7955599
2.895,4.252469075,15.331722,9.6271667
2.896,4.199098719,15.666854,9.5193081
2.897,4.146219876,15.358225,9.634203
2.898,4.093830985,15.477344,9.4094782
2.899,4.041930466,15.526829,9.4577656
2.9,3.990516723,15.053064,9.3130407
2.901,3.93958814,14.83198,9.2338028
2.902,3.889143081,14.621053,9.0623016
2.903,3.839179895,15.224616,9.3079395
2.904,3.789696907,15.087237,9.2323952
2.905,3.740692427,14.463326,9.0683804
2.906,3.692164742,14.991516,9.1173153
2.907,3.644112122,14.577769,9.0923634
2.908,3.596532815,14.879988,8.8760376
2.909,3.549425051,14.210141,8.8563938
2.91,3.502787037,14.726941,8.9073334
2.911,3.456616963,14.499721,8.8273287
2.912,3.410912995,14.224002,8.6551085
2.913,3.36567328,14.045849,8.6516609
2.914,3.320895944,13.898603,8.5002241
2.915,3.276579092,14.213428,8.5093155
2.916,3.232720807,13.894396,8.3661699
2.917,3.18931915,13.791529,8.3675013
2.918,3.146372163,13.279633,8.1049671
2.919,3.103877864,13.429173,8.2351475
2.92,3.06183425,13.385488,8.0919609
2.921,3.020239296,13.631924,8.1037865
2.922,2.979090955,13.36374,8.1183004
2.923,2.938387157,13.802698,8.0633297
2.924,2.898125812,13.225986,7.924808
2.925,2.858304804,12.993015,7.8346343
2.926,2.818921999,12.881931,7.8369575
2.927,2.779975237,12.733896,7.7912555
2.928,2.741462338,12.694922,7.6965146
2.929,2.703381097,12.803274,7.5364213
2.93,2.665729288,13.038673,7.68998
2.931,2.628504662,12.732718,7.6099043
2.932,2.591704948,12.698893,7.4762592
2.933,2.555327852,12.394583,7.4908309
2.934,2.519371057,12.452963,7.4445601
2.935,2.483832224,12.36167,7.4045334
2.936,2.448708991,12.303767,7.2936292
2.937,2.413998974,12.227617,7.2887192
2.938,2.379699768,12.374486,7.2525401
2.939,2.345808943,12.179856,7.1989579
2.94,2.312324049,11.983062,7.1506472
2.941,2.279242615,11.941998,7.0225191
2.942,2.246562145,11.749495,7.0192857
2.943,2.214280125,11.668387,6.8827515
2.944,2.182394018,11.463053,6.8786335
2.945,2.150901267,11.655801,6.9671574
2.946,2.119799291,11.661905,6.8934035
2.947,2.089085493,11.498178,6.7767029
2.948,2.058757254,11.3995,6.776978
2.949,2.028811935,11.123851,6.7352638
2.95,1.999246878,10.834276,6.6802378
2.951,1.970059405,11.121261,6.6633296
2.952,1.941246821,11.152335,6.6370029
2.953,1.912806414,10.888692,6.4736171
2.954,1.884735451,10.490928,6.473691
2.955,1.857031187,10.431279,6.4221921
2.956,1.829690858,10.939157,6.4959292
2.957,1.802711685,10.63913,6.4150577
2.958,1.776090875,10.283123,6.3511505
2.959,1.749825623,10.310422,6.2336631
2.96,1.723913108,10.010793,6.2142863
2.961,1.698350502,10.358205,6.2665353
2.962,1.673134965,9.8462648,6.063108
2.963,1.648263646,10.095773,6.080905
2.964,1.623733692,10.010606,6.0335455
2.965,1.599542241,9.435401,5.964169
2.966,1.575686431,9.5552521,5.9338636
2.967,1.552163397,9.6207561,5.9020305
2.968,1.528970279,9.3374062,5.8094072
2.969,1.506104221,9.5275974,5.8621311
2.97,1.48356238,9.277463,5.7831287
2.971,1.461341925,9.2609015,5.7460222
2.972,1.43944005,8.9202318,5.6447973
2.973,1.417853975,9.0069447,5.6827059
2.974,1.396580961,8.7640886,5.6713915
2.975,1.375618319,9.0405674,5.5918202
2.976,1.354963424,8.743659,5.5193877
2.977,1.33461374,8.7017765,5.5118523
2.978,1.314566841,8.5554361,5.5404296
2.979,1.294820452,8.5514679,5.4462023
2.98,1.27537249,8.5371199,5.4378781
2.981,1.25622114,8.3585644,5.4107599
2.982,1.237364942,8.3709707,5.3828902
2.983,1.218802935,8.2214966,5.3060641
2.984,1.200534861,8.292408,5.278151
2.985,1.18256148,8.0245228,5.2571692
2.986,1.164885073,7.8756995,5.1823969
2.987,1.147510263,7.7989969,5.131825
2.988,1.130445434,7.8833709,5.1340227
2.989,1.113705312,7.738204,5.0572295
2.99,1.097315958,7.5812793,5.0533991
2.991,1.081325261,7.522501,5.0066566
2.992,1.065827259,7.5078297,4.951787
2.993,1.051025943,7.3865118,4.9721909
2.994,1.037428968,7.2597628,4.9012456
2.995,1.026499506,7.2960348,4.8475208
2.996,1.022090598,7.0959215,4.8138094
2.997,1.027376604,7.0713339,4.790802
2.998,1.038665119,6.9546089,4.7744889
2.999,1.052368691,7.0267897,4.7557454
3,1.067176097,6.8415132,4.6956348
3.001,1.082626474,6.7942667,4.6984901
3.002,1.098531151,6.6364174,4.6277413
3.003,1.114801561,6.6003489,4.6060805
3.004,1.131391699,6.5203681,4.5571194
3.005,1.148275898,6.4260063,4.5664988
3.006,1.165439127,6.3576961,4.5026464
3.007,1.182872337,6.2977676,4.4961305
3.008,1.200570036,6.1747046,4.4486012
3.009,1.218528952,6.1024928,4.4224205
3.01,1.236747249,6.0341973,4.4224782
3.011,1.255224052,5.9513092,4.35113
3.012,1.273959145,5.9166985,4.3204761
3.013,1.292952772,5.8133745,4.3067765
3.014,1.312205506,5.780127,4.2659597
3.015,1.331718155,5.6741662,4.2449646
3.016,1.3514917,5.54706,4.2121387
3.017,1.371527247,5.4747558,4.1970253
3.018,1.391825992,5.4602842,4.187726
3.019,1.412389197,5.3581305,4.1398182
3.02,1.433218171,5.2975779,4.115272
3.021,1.454314255,5.2030635,4.0980024
3.022,1.475678808,5.1162438,4.0411725
3.023,1.497313203,5.0292172,3.9961619
3.024,1.519218815,5.0053568,4.0169168
3.025,1.541397018,4.9689422,3.974864
3.026,1.563849181,4.944777,3.9710915
3.027,1.58657666,4.8547306,3.9530859
3.028,1.609580802,4.783381,3.897038
3.029,1.632862934,4.709877,3.8714061
3.03,1.656424368,4.5780234,3.8262856
3.031,1.680266396,4.5586767,3.8189969
3.032,1.704390287,4.5060625,3.8097825
3.033,1.728797291,4.4368386,3.8083961
3.034,1.75348863,4.35008,3.7635944
3.035,1.778465505,4.2962837,3.7194164
3.036,1.803729091,4.2189679,3.7079997
3.037,1.829280535,4.1658759,3.6914294
3.038,1.85512096,4.1217098,3.6651292
3.039,1.88125146,3.9980969,3.6333992
3.04,1.907673104,3.9834688,3.6184263
3.041,1.934386931,3.9320018,3.6065173
3.042,1.961393953,3.8427329,3.561234
3.043,1.988695152,3.8365586,3.5821471
3.044,2.016291484,3.7709141,3.5527017
3.045,2.044183875,3.7186489,3.5420399
3.046,2.072373222,3.6641302,3.5040007
3.047,2.100860394,3.5882154,3.4795244
3.048,2.129646229,3.5394943,3.4624708
3.049,2.15873154,3.5023167,3.4695959
3.05,2.188117106,3.4364789,3.4412808
3.051,2.217803681,3.3677013,3.4150136
3.052,2.24779199,3.328536,3.3834755
3.053,2.278082725,3.2654707,3.3867753
3.054,2.308676555,3.1985242,3.3568008
3.055,2.339574117,3.1736052,3.3763638
3.056,2.37077602,3.0971169,3.3324249
3.057,2.402282845,3.0561202,3.3089955
3.058,2.434095144,2.9949765,3.2979488
3.059,2.466213441,2.9660764,3.2926433
3.06,2.498638235,2.9111764,3.2824891
3.061,2.531369993,2.8572721,3.2567184
3.062,2.564409157,2.813796,3.2653258
3.063,2.597756141,2.7656748,3.2398784
3.064,2.631411332,2.7110994,3.219404
3.065,2.665375091,2.6641912,3.1984496
3.066,2.69964775,2.6283331,3.1974659
3.067,2.734229617,2.5698688,3.1599011
3.068,2.769120972,2.5450971,3.1567295
3.069,2.804322071,2.4980292,3.1530626
3.07,2.839833142,2.4369581,3.1251464
3.071,2.87565439,2.406249,3.1115324
3.072,2.911785993,2.3620377,3.0978568
3.073,2.948228104,2.3248165,3.0984392
3.074,2.984980853,2.2806649,3.0834551
3.075,3.022044345,2.2473741,3.0606477
3.076,3.059418659,2.2152905,3.0518849
3.077,3.097103852,2.1639221,3.0602517
3.078,3.135099958,2.126806,3.0317881
3.079,3.173406986,2.0906591,3.0313866
3.08,3.212024923,2.0502756,3.0238359
3.081,3.250953734,2.0106201,3.0017953
3.082,3.290193358,1.9829663,3.0214953
3.083,3.329743717,1.943722,2.98364
3.084,3.369604708,1.9104896,2.9879317
3.085,3.409776205,1.878494,2.9633443
3.086,3.450258065,1.8487263,2.9574933
3.087,3.49105012,1.8092089,2.9503992
3.088,3.532152183,1.7831392,2.9487693
3.089,3.573564047,1.7446544,2.9350426
3.09,3.615285483,1.7145587,2.9253907
3.091,3.657316243,1.67977,2.912771
3.092,3.69965606,1.6499316,2.9062662
3.093,3.742304647,1.6201671,2.918349
3.094,3.785261697,1.5887841,2.9077711
