"Freq [GHz]","ang_deg(S(2,1)) [deg]"
4.317,-130.549801291929
4.318,-130.580501738136
4.319,-130.611202339245
4.32,-130.641903094958
4.321,-130.672604004977
4.322,-130.703305069006
4.323,-130.734006286747
4.324,-130.764707657901
4.325,-130.795409182171
4.326,-130.826110859259
4.327,-130.856812688866
4.328,-130.887514670693
4.329,-130.918216804443
4.33,-130.948919089816
4.331,-130.979621526513
4.332,-131.010324114236
4.333,-131.041026852684
4.334,-131.07172974156
4.335,-131.102432780562
4.336,-131.133135969392
4.337,-131.163839307749
4.338,-131.194542795334
4.339,-131.225246431846
4.34,-131.255950216985
4.341,-131.286654150451
4.342,-131.317358231944
4.343,-131.348062461161
4.344,-131.378766837803
4.345,-131.409471361569
4.346,-131.440176032158
4.347,-131.470880849267
4.348,-131.501585812597
4.349,-131.532290921844
4.35,-131.562996176709
4.351,-131.593701576889
4.352,-131.624407122081
4.353,-131.655112811985
4.354,-131.685818646297
4.355,-131.716524624716
4.356,-131.747230746939
4.357,-131.777937012663
4.358,-131.808643421587
4.359,-131.839349973406
4.36,-131.870056667819
4.361,-131.900763504522
4.362,-131.931470483212
4.363,-131.962177603586
4.364,-131.992884865341
4.365,-132.023592268172
4.366,-132.054299811776
4.367,-132.085007495851
4.368,-132.115715320091
4.369,-132.146423284193
4.37,-132.177131387853
4.371,-132.207839630767
4.372,-132.23854801263
4.373,-132.269256533138
4.374,-132.299965191987
4.375,-132.330673988872
4.376,-132.361382923488
4.377,-132.392091995531
4.378,-132.422801204696
4.379,-132.453510550678
4.38,-132.484220033171
4.381,-132.514929651872
4.382,-132.545639406473
4.383,-132.576349296671
4.384,-132.607059322159
4.385,-132.637769482633
4.386,-132.668479777786
4.387,-132.699190207313
4.388,-132.729900770908
4.389,-132.760611468265
4.39,-132.791322299078
4.391,-132.822033263042
4.392,-132.85274435985
4.393,-132.883455589196
4.394,-132.914166950773
4.395,-132.944878444276
4.396,-132.975590069398
4.397,-133.006301825832
4.398,-133.037013713272
4.399,-133.067725731412
4.4,-133.098437879943
4.401,-133.129150158561
4.402,-133.159862566957
4.403,-133.190575104826
4.404,-133.221287771859
4.405,-133.252000567751
4.406,-133.282713492193
4.407,-133.313426544879
4.408,-133.344139725501
4.409,-133.374853033753
4.41,-133.405566469326
4.411,-133.436280031913
4.412,-133.466993721208
4.413,-133.497707536902
4.414,-133.528421478687
4.415,-133.559135546257
4.416,-133.589849739304
4.417,-133.620564057519
4.418,-133.651278500595
4.419,-133.681993068225
4.42,-133.7127077601
4.421,-133.743422575912
4.422,-133.774137515353
4.423,-133.804852578116
4.424,-133.835567763893
4.425,-133.866283072375
4.426,-133.896998503254
4.427,-133.927714056223
4.428,-133.958429730972
4.429,-133.989145527194
4.43,-134.01986144458
4.431,-134.050577482823
4.432,-134.081293641613
4.433,-134.112009920643
4.434,-134.142726319604
4.435,-134.173442838188
4.436,-134.204159476087
4.437,-134.234876232991
4.438,-134.265593108592
4.439,-134.296310102583
4.44,-134.327027214654
4.441,-134.357744444497
4.442,-134.388461791803
4.443,-134.419179256264
4.444,-134.449896837571
4.445,-134.480614535416
4.446,-134.51133234949
4.447,-134.542050279485
4.448,-134.572768325091
4.449,-134.603486486001
4.45,-134.634204761905
4.451,-134.664923152495
4.452,-134.695641657462
4.453,-134.726360276498
4.454,-134.757079009294
4.455,-134.787797855542
4.456,-134.818516814932
4.457,-134.849235887156
4.458,-134.879955071905
4.459,-134.910674368872
4.46,-134.941393777746
4.461,-134.97211329822
4.462,-135.002832929985
4.463,-135.033552672733
4.464,-135.064272526154
4.465,-135.09499248994
4.466,-135.125712563783
4.467,-135.156432747374
4.468,-135.187153040404
4.469,-135.217873442566
4.47,-135.24859395355
4.471,-135.279314573048
4.472,-135.310035300751
4.473,-135.340756136352
4.474,-135.371477079542
4.475,-135.402198130012
4.476,-135.432919287454
4.477,-135.46364055156
4.478,-135.494361922021
4.479,-135.525083398529
4.48,-135.555804980777
4.481,-135.586526668455
4.482,-135.617248461255
4.483,-135.647970358871
4.484,-135.678692360992
4.485,-135.709414467312
4.486,-135.740136677522
4.487,-135.770858991315
4.488,-135.801581408382
4.489,-135.832303928415
4.49,-135.863026551108
4.491,-135.893749276151
4.492,-135.924472103237
4.493,-135.955195032059
4.494,-135.985918062309
4.495,-136.01664119368
4.496,-136.047364425863
4.497,-136.078087758551
4.498,-136.108811191437
4.499,-136.139534724214
4.5,-136.170258356574
4.501,-136.200982088209
4.502,-136.231705918814
4.503,-136.26242984808
4.504,-136.293153875701
4.505,-136.32387800137
4.506,-136.354602224779
4.507,-136.385326545622
4.508,-136.416050963592
4.509,-136.446775478382
4.51,-136.477500089686
4.511,-136.508224797197
4.512,-136.538949600608
4.513,-136.569674499613
4.514,-136.600399493907
4.515,-136.631124583182
4.516,-136.661849767132
4.517,-136.692575045451
4.518,-136.723300417833
4.519,-136.754025883973
4.52,-136.784751443564
4.521,-136.8154770963
4.522,-136.846202841876
4.523,-136.876928679987
4.524,-136.907654610326
4.525,-136.938380632588
4.526,-136.969106746468
4.527,-136.999832951661
4.528,-137.030559247862
4.529,-137.061285634765
4.53,-137.092012112065
4.531,-137.122738679458
4.532,-137.153465336639
4.533,-137.184192083303
4.534,-137.214918919146
4.535,-137.245645843863
4.536,-137.27637285715
4.537,-137.307099958702
4.538,-137.337827148216
4.539,-137.368554425387
4.54,-137.399281789912
4.541,-137.430009241486
4.542,-137.460736779807
4.543,-137.491464404569
4.544,-137.522192115471
4.545,-137.552919912208
4.546,-137.583647794477
4.547,-137.614375761976
4.548,-137.6451038144
4.549,-137.675831951448
4.55,-137.706560172816
4.551,-137.737288478202
4.552,-137.768016867304
4.553,-137.798745339818
4.554,-137.829473895443
4.555,-137.860202533876
4.556,-137.890931254816
4.557,-137.92166005796
4.558,-137.952388943007
4.559,-137.983117909656
4.56,-138.013846957604
4.561,-138.04457608655
4.562,-138.075305296193
4.563,-138.106034586233
4.564,-138.136763956368
4.565,-138.167493406296
4.566,-138.198222935719
4.567,-138.228952544334
4.568,-138.259682231843
4.569,-138.290411997943
4.57,-138.321141842336
4.571,-138.351871764722
4.572,-138.3826017648
4.573,-138.413331842271
4.574,-138.444061996835
4.575,-138.474792228194
4.576,-138.505522536048
4.577,-138.536252920097
4.578,-138.566983380043
4.579,-138.597713915588
4.58,-138.628444526432
4.581,-138.659175212278
4.582,-138.689905972826
4.583,-138.720636807779
4.584,-138.751367716839
4.585,-138.782098699709
4.586,-138.812829756089
4.587,-138.843560885684
4.588,-138.874292088196
4.589,-138.905023363327
4.59,-138.935754710781
4.591,-138.966486130261
4.592,-138.99721762147
4.593,-139.027949184112
4.594,-139.058680817891
4.595,-139.08941252251
4.596,-139.120144297674
4.597,-139.150876143086
4.598,-139.181608058452
4.599,-139.212340043476
4.6,-139.243072097862
4.601,-139.273804221316
4.602,-139.304536413543
4.603,-139.335268674247
4.604,-139.366001003136
4.605,-139.396733399913
4.606,-139.427465864286
4.607,-139.45819839596
4.608,-139.488930994641
4.609,-139.519663660037
4.61,-139.550396391853
4.611,-139.581129189796
4.612,-139.611862053573
4.613,-139.642594982893
4.614,-139.673327977461
4.615,-139.704061036986
4.616,-139.734794161175
4.617,-139.765527349736
4.618,-139.796260602378
4.619,-139.826993918809
4.62,-139.857727298738
4.621,-139.888460741873
4.622,-139.919194247923
4.623,-139.949927816597
4.624,-139.980661447605
4.625,-140.011395140657
4.626,-140.042128895462
4.627,-140.07286271173
4.628,-140.103596589171
4.629,-140.134330527497
4.63,-140.165064526417
4.631,-140.195798585642
4.632,-140.226532704883
4.633,-140.257266883853
4.634,-140.288001122261
4.635,-140.31873541982
4.636,-140.349469776242
4.637,-140.380204191238
4.638,-140.410938664522
4.639,-140.441673195806
4.64,-140.472407784802
4.641,-140.503142431223
4.642,-140.533877134783
4.643,-140.564611895196
4.644,-140.595346712174
4.645,-140.626081585432
4.646,-140.656816514683
4.647,-140.687551499643
4.648,-140.718286540026
4.649,-140.749021635546
4.65,-140.779756785918
4.651,-140.810491990858
4.652,-140.841227250081
4.653,-140.871962563304
4.654,-140.902697930241
4.655,-140.933433350609
4.656,-140.964168824124
4.657,-140.994904350504
4.658,-141.025639929464
4.659,-141.056375560723
4.66,-141.087111243996
4.661,-141.117846979003
4.662,-141.14858276546
4.663,-141.179318603086
4.664,-141.210054491599
4.665,-141.240790430718
4.666,-141.271526420161
4.667,-141.302262459648
4.668,-141.332998548897
4.669,-141.363734687628
4.67,-141.394470875562
4.671,-141.425207112417
4.672,-141.455943397914
4.673,-141.486679731774
4.674,-141.517416113717
4.675,-141.548152543465
4.676,-141.578889020738
4.677,-141.609625545258
4.678,-141.640362116747
4.679,-141.671098734927
4.68,-141.70183539952
4.681,-141.732572110248
4.682,-141.763308866834
4.683,-141.794045669002
4.684,-141.824782516474
4.685,-141.855519408974
4.686,-141.886256346226
4.687,-141.916993327954
4.688,-141.947730353881
4.689,-141.978467423734
4.69,-142.009204537235
4.691,-142.039941694111
4.692,-142.070678894087
4.693,-142.101416136888
4.694,-142.13215342224
4.695,-142.16289074987
4.696,-142.193628119503
4.697,-142.224365530866
4.698,-142.255102983687
4.699,-142.285840477692
4.7,-142.316578012608
4.701,-142.347315588164
4.702,-142.378053204088
4.703,-142.408790860107
4.704,-142.43952855595
4.705,-142.470266291346
4.706,-142.501004066024
4.707,-142.531741879713
4.708,-142.562479732143
4.709,-142.593217623044
4.71,-142.623955552145
4.711,-142.654693519177
4.712,-142.685431523872
4.713,-142.716169565959
4.714,-142.74690764517
4.715,-142.777645761236
4.716,-142.80838391389
4.717,-142.839122102863
4.718,-142.869860327887
4.719,-142.900598588696
4.72,-142.931336885021
4.721,-142.962075216597
4.722,-142.992813583157
4.723,-143.023551984433
4.724,-143.054290420161
4.725,-143.085028890075
4.726,-143.115767393909
4.727,-143.146505931397
4.728,-143.177244502276
4.729,-143.20798310628
4.73,-143.238721743145
4.731,-143.269460412607
4.732,-143.300199114403
4.733,-143.330937848268
4.734,-143.36167661394
4.735,-143.392415411156
4.736,-143.423154239652
4.737,-143.453893099168
4.738,-143.48463198944
4.739,-143.515370910207
4.74,-143.546109861208
4.741,-143.576848842181
4.742,-143.607587852865
4.743,-143.638326893
4.744,-143.669065962326
4.745,-143.699805060582
4.746,-143.730544187509
4.747,-143.761283342847
4.748,-143.792022526337
4.749,-143.82276173772
4.75,-143.853500976737
4.751,-143.884240243131
4.752,-143.914979536644
4.753,-143.945718857017
4.754,-143.976458203993
4.755,-144.007197577315
4.756,-144.037936976726
4.757,-144.06867640197
4.758,-144.099415852791
4.759,-144.130155328932
4.76,-144.160894830138
4.761,-144.191634356153
4.762,-144.222373906723
4.763,-144.253113481592
4.764,-144.283853080507
4.765,-144.314592703212
4.766,-144.345332349455
4.767,-144.376072018981
4.768,-144.406811711538
4.769,-144.437551426871
4.77,-144.468291164729
4.771,-144.49903092486
4.772,-144.52977070701
4.773,-144.560510510929
4.774,-144.591250336364
4.775,-144.621990183065
4.776,-144.65273005078
4.777,-144.68346993926
4.778,-144.714209848253
4.779,-144.74494977751
4.78,-144.775689726781
4.781,-144.806429695816
4.782,-144.837169684367
4.783,-144.867909692184
4.784,-144.89864971902
4.785,-144.929389764625
4.786,-144.960129828753
4.787,-144.990869911154
4.788,-145.021610011583
4.789,-145.052350129792
4.79,-145.083090265534
4.791,-145.113830418563
4.792,-145.144570588633
4.793,-145.175310775498
4.794,-145.206050978913
4.795,-145.236791198631
4.796,-145.267531434409
4.797,-145.298271686002
4.798,-145.329011953166
4.799,-145.359752235655
4.8,-145.390492533228
4.801,-145.42123284564
4.802,-145.451973172648
4.803,-145.48271351401
4.804,-145.513453869483
4.805,-145.544194238824
4.806,-145.574934621793
4.807,-145.605675018147
4.808,-145.636415427645
4.809,-145.667155850046
4.81,-145.69789628511
4.811,-145.728636732595
4.812,-145.759377192263
4.813,-145.790117663873
4.814,-145.820858147185
4.815,-145.851598641961
4.816,-145.882339147962
4.817,-145.913079664949
4.818,-145.943820192685
4.819,-145.97456073093
4.82,-146.005301279447
4.821,-146.036041837999
4.822,-146.066782406349
4.823,-146.097522984261
4.824,-146.128263571497
4.825,-146.159004167821
4.826,-146.189744772999
4.827,-146.220485386794
4.828,-146.25122600897
4.829,-146.281966639294
4.83,-146.31270727753
4.831,-146.343447923444
4.832,-146.374188576803
4.833,-146.404929237371
4.834,-146.435669904917
4.835,-146.466410579206
4.836,-146.497151260006
4.837,-146.527891947085
4.838,-146.55863264021
4.839,-146.589373339149
4.84,-146.620114043671
4.841,-146.650854753545
4.842,-146.681595468539
4.843,-146.712336188422
4.844,-146.743076912964
4.845,-146.773817641936
4.846,-146.804558375107
4.847,-146.835299112248
4.848,-146.866039853129
4.849,-146.896780597522
4.85,-146.927521345198
4.851,-146.958262095928
4.852,-146.989002849485
4.853,-147.019743605641
4.854,-147.050484364169
4.855,-147.081225124841
4.856,-147.11196588743
4.857,-147.14270665171
4.858,-147.173447417455
4.859,-147.204188184439
4.86,-147.234928952436
4.861,-147.265669721221
4.862,-147.296410490569
4.863,-147.327151260254
4.864,-147.357892030053
4.865,-147.388632799742
4.866,-147.419373569096
4.867,-147.450114337892
4.868,-147.480855105906
4.869,-147.511595872917
4.87,-147.5423366387
4.871,-147.573077403034
4.872,-147.603818165696
4.873,-147.634558926465
4.874,-147.665299685119
4.875,-147.696040441436
4.876,-147.726781195197
4.877,-147.75752194618
4.878,-147.788262694166
4.879,-147.819003438933
4.88,-147.849744180262
4.881,-147.880484917934
4.882,-147.911225651729
4.883,-147.941966381429
4.884,-147.972707106815
4.885,-148.003447827668
4.886,-148.034188543772
4.887,-148.064929254907
4.888,-148.095669960856
4.889,-148.126410661403
4.89,-148.15715135633
4.891,-148.187892045421
4.892,-148.218632728459
4.893,-148.249373405229
4.894,-148.280114075515
4.895,-148.310854739101
4.896,-148.341595395772
4.897,-148.372336045313
4.898,-148.403076687511
4.899,-148.433817322149
4.9,-148.464557949015
4.901,-148.495298567894
4.902,-148.526039178573
4.903,-148.55677978084
4.904,-148.58752037448
4.905,-148.618260959282
4.906,-148.649001535033
4.907,-148.679742101522
4.908,-148.710482658535
4.909,-148.741223205862
4.91,-148.771963743292
4.911,-148.802704270614
4.912,-148.833444787616
4.913,-148.864185294089
4.914,-148.894925789823
4.915,-148.925666274607
4.916,-148.956406748233
4.917,-148.98714721049
4.918,-149.017887661171
4.919,-149.048628100065
4.92,-149.079368526965
4.921,-149.110108941663
4.922,-149.14084934395
4.923,-149.17158973362
4.924,-149.202330110464
4.925,-149.233070474276
4.926,-149.263810824848
4.927,-149.294551161975
4.928,-149.32529148545
4.929,-149.356031795067
4.93,-149.38677209062
4.931,-149.417512371904
4.932,-149.448252638713
4.933,-149.478992890844
4.934,-149.50973312809
4.935,-149.540473350248
4.936,-149.571213557113
4.937,-149.601953748483
4.938,-149.632693924152
4.939,-149.663434083918
4.94,-149.694174227578
4.941,-149.724914354929
4.942,-149.755654465768
4.943,-149.786394559893
4.944,-149.817134637103
4.945,-149.847874697195
4.946,-149.878614739967
4.947,-149.90935476522
4.948,-149.940094772751
4.949,-149.97083476236
4.95,-150.001574733847
4.951,-150.032314687012
4.952,-150.063054621654
4.953,-150.093794537573
4.954,-150.124534434571
4.955,-150.155274312449
4.956,-150.186014171006
4.957,-150.216754010046
4.958,-150.247493829368
4.959,-150.278233628776
4.96,-150.308973408072
4.961,-150.339713167057
4.962,-150.370452905534
4.963,-150.401192623306
4.964,-150.431932320177
4.965,-150.46267199595
4.966,-150.493411650428
4.967,-150.524151283415
4.968,-150.554890894715
4.969,-150.585630484133
4.97,-150.616370051474
4.971,-150.647109596542
4.972,-150.677849119142
4.973,-150.70858861908
4.974,-150.739328096161
4.975,-150.770067550191
4.976,-150.800806980977
4.977,-150.831546388324
4.978,-150.86228577204
4.979,-150.893025131931
4.98,-150.923764467803
4.981,-150.954503779466
4.982,-150.985243066725
4.983,-151.015982329389
4.984,-151.046721567266
4.985,-151.077460780164
4.986,-151.108199967892
4.987,-151.138939130258
4.988,-151.169678267071
4.989,-151.200417378141
4.99,-151.231156463278
4.991,-151.26189552229
4.992,-151.292634554987
4.993,-151.323373561181
4.994,-151.354112540681
4.995,-151.384851493298
4.996,-151.415590418843
4.997,-151.446329317127
4.998,-151.477068187961
4.999,-151.507807031157
5,-151.538545846527
