Freq [GHz],S11 LPF Tap,S21 LPF Tap,"dB(S(2,1)) []","dB(S(2,2)) []",,S11 LPF T,S21 LPF T,,S11 LPF Milled,S21 LPF Milled
1.225,-23.50678219,-0.500235905,-0.500235905,-23.59438424,,-5.379878992,-2.149690874,,-13.296541,-0.4153752
1.226,-23.51346206,-0.500576007,-0.500576007,-23.60145497,,-5.382211095,-2.149129509,,-13.256551,-0.39885882
1.227,-23.52015227,-0.500916152,-0.500916152,-23.60853651,,-5.384558022,-2.148561978,,-13.320204,-0.46282476
1.228,-23.52685288,-0.501256341,-0.501256341,-23.61562892,,-5.386919788,-2.147988286,,-13.273002,-0.40118459
1.229,-23.53356394,-0.501596574,-0.501596574,-23.62273224,,-5.38929641,-2.147408442,,-13.300097,-0.45271519
1.23,-23.5402855,-0.501936852,-0.501936852,-23.62984651,,-5.391687905,-2.146822451,,-13.290751,-0.42044184
1.231,-23.5470176,-0.502277176,-0.502277176,-23.63697177,,-5.394094288,-2.146230321,,-13.276175,-0.44646221
1.232,-23.55376031,-0.502617546,-0.502617546,-23.64410807,,-5.396515577,-2.145632058,,-13.26507,-0.42738611
1.233,-23.56051366,-0.502957962,-0.502957962,-23.65125544,,-5.398951787,-2.145027668,,-13.238229,-0.43093947
1.234,-23.56727771,-0.503298425,-0.503298425,-23.65841394,,-5.401402936,-2.14441716,,-13.277033,-0.45160493
1.235,-23.57405251,-0.503638936,-0.503638936,-23.66558361,,-5.403869041,-2.143800539,,-13.248494,-0.43102112
1.236,-23.5808381,-0.503979495,-0.503979495,-23.67276448,,-5.406350118,-2.143177814,,-13.211406,-0.4184207
1.237,-23.58763455,-0.504320102,-0.504320102,-23.6799566,,-5.408846186,-2.14254899,,-13.2481,-0.4304699
1.238,-23.5944419,-0.504660758,-0.504660758,-23.68716002,,-5.41135726,-2.141914075,,-13.235456,-0.43599126
1.239,-23.60126021,-0.505001463,-0.505001463,-23.69437478,,-5.413883359,-2.141273077,,-13.194293,-0.42161801
1.24,-23.60808951,-0.505342218,-0.505342218,-23.70160092,,-5.416424499,-2.140626002,,-13.210777,-0.45128047
1.241,-23.61492987,-0.505683024,-0.505683024,-23.70883849,,-5.4189807,-2.139972857,,-13.202621,-0.41872105
1.242,-23.62178134,-0.506023881,-0.506023881,-23.71608753,,-5.421551978,-2.13931365,,-13.185838,-0.42302677
1.243,-23.62864396,-0.506364788,-0.506364788,-23.72334808,,-5.424138351,-2.138648388,,-13.185593,-0.42513096
1.244,-23.63551779,-0.506705748,-0.506705748,-23.7306202,,-5.426739837,-2.137977079,,-13.189126,-0.42815143
1.245,-23.64240289,-0.50704676,-0.50704676,-23.73790391,,-5.429356455,-2.13729973,,-13.161693,-0.43552676
1.246,-23.64929929,-0.507387825,-0.507387825,-23.74519927,,-5.431988222,-2.136616348,,-13.173958,-0.42353407
1.247,-23.65620706,-0.507728943,-0.507728943,-23.75250632,,-5.434635157,-2.135926941,,-13.195063,-0.43220678
1.248,-23.66312624,-0.508070114,-0.508070114,-23.7598251,,-5.437297278,-2.135231517,,-13.142848,-0.43836904
1.249,-23.67005689,-0.50841134,-0.50841134,-23.76715567,,-5.439974605,-2.134530083,,-13.19284,-0.43577391
1.25,-23.67699906,-0.508752621,-0.508752621,-23.77449806,,-5.442667155,-2.133822646,,-13.174721,-0.45277479
1.251,-23.6839528,-0.509093956,-0.509093956,-23.78185231,,-5.445374948,-2.133109215,,-13.206306,-0.47149962
1.252,-23.69091817,-0.509435347,-0.509435347,-23.78921848,,-5.448098003,-2.132389798,,-13.143643,-0.47347423
1.253,-23.69789522,-0.509776794,-0.509776794,-23.79659661,,-5.450836338,-2.131664401,,-13.136936,-0.44076386
1.254,-23.70488399,-0.510118298,-0.510118298,-23.80398674,,-5.453589973,-2.130933034,,-13.132999,-0.44169614
1.255,-23.71188455,-0.510459858,-0.510459858,-23.81138892,,-5.456358927,-2.130195703,,-13.165545,-0.47017053
1.256,-23.71889694,-0.510801476,-0.510801476,-23.81880319,,-5.459143219,-2.129452416,,-13.122214,-0.45254284
1.257,-23.72592122,-0.511143151,-0.511143151,-23.8262296,,-5.46194287,-2.128703183,,-13.130424,-0.42116353
1.258,-23.73295745,-0.511484885,-0.511484885,-23.8336682,,-5.464757899,-2.12794801,,-13.102239,-0.42454895
1.259,-23.74000566,-0.511826677,-0.511826677,-23.84111902,,-5.467588325,-2.127186906,,-13.086361,-0.43825004
1.26,-23.74706593,-0.512168529,-0.512168529,-23.84858212,,-5.470434169,-2.12641988,,-13.131265,-0.45574847
1.261,-23.7541383,-0.51251044,-0.51251044,-23.85605754,,-5.473295451,-2.125646938,,-13.080157,-0.4087663
1.262,-23.76122283,-0.512852411,-0.512852411,-23.86354532,,-5.476172191,-2.12486809,,-13.077215,-0.42721111
1.263,-23.76831956,-0.513194442,-0.513194442,-23.87104552,,-5.479064408,-2.124083343,,-13.089996,-0.42501101
1.264,-23.77542856,-0.513536534,-0.513536534,-23.87855817,,-5.481972125,-2.123292706,,-13.082917,-0.44914019
1.265,-23.78254988,-0.513878688,-0.513878688,-23.88608333,,-5.484895361,-2.122496188,,-13.067646,-0.43363425
1.266,-23.78968357,-0.514220903,-0.514220903,-23.89362104,,-5.487834136,-2.121693796,,-13.062386,-0.44090027
1.267,-23.79682968,-0.514563181,-0.514563181,-23.90117134,,-5.490788472,-2.12088554,,-13.057673,-0.43404746
1.268,-23.80398828,-0.514905521,-0.514905521,-23.90873429,,-5.49375839,-2.120071428,,-13.059133,-0.43819004
1.269,-23.81115941,-0.515247924,-0.515247924,-23.91630992,,-5.496743911,-2.119251467,,-13.044797,-0.445869
1.27,-23.81834314,-0.51559039,-0.51559039,-23.92389829,,-5.499745055,-2.118425668,,-13.04278,-0.41965887
1.271,-23.82553951,-0.51593292,-0.51593292,-23.93149945,,-5.502761845,-2.117594038,,-13.013718,-0.44627884
1.272,-23.83274858,-0.516275514,-0.516275514,-23.93911343,,-5.505794301,-2.116756587,,-13.057282,-0.44103563
1.273,-23.8399704,-0.516618173,-0.516618173,-23.94674029,,-5.508842446,-2.115913322,,-13.033797,-0.43494937
1.274,-23.84720504,-0.516960898,-0.516960898,-23.95438007,,-5.5119063,-2.115064254,,-12.994587,-0.44306749
1.275,-23.85445254,-0.517303687,-0.517303687,-23.96203283,,-5.514985886,-2.11420939,,-13.034637,-0.43338671
1.276,-23.86171297,-0.517646542,-0.517646542,-23.9696986,,-5.518081225,-2.113348739,,-12.993995,-0.45196795
1.277,-23.86898638,-0.517989464,-0.517989464,-23.97737744,,-5.52119234,-2.112482312,,-13.03012,-0.44580787
1.278,-23.87627282,-0.518332452,-0.518332452,-23.98506938,,-5.524319253,-2.111610115,,-13.006081,-0.47068915
1.279,-23.88357235,-0.518675508,-0.518675508,-23.99277449,,-5.527461986,-2.110732159,,-12.992998,-0.43720526
1.28,-23.89088502,-0.519018631,-0.519018631,-24.00049281,,-5.530620562,-2.109848453,,-13.036901,-0.48864195
1.281,-23.8982109,-0.519361821,-0.519361821,-24.00822439,,-5.533795003,-2.108959006,,-12.994474,-0.4552947
1.282,-23.90555004,-0.51970508,-0.51970508,-24.01596926,,-5.536985331,-2.108063826,,-13.008951,-0.48382711
1.283,-23.9129025,-0.520048408,-0.520048408,-24.02372749,,-5.540191571,-2.107162924,,-12.98388,-0.45646948
1.284,-23.92026833,-0.520391804,-0.520391804,-24.03149912,,-5.543413743,-2.106256308,,-12.98022,-0.44648358
1.285,-23.92764759,-0.52073527,-0.52073527,-24.0392842,,-5.546651873,-2.105343988,,-12.97432,-0.45474389
1.286,-23.93504034,-0.521078806,-0.521078806,-24.04708278,,-5.549905982,-2.104425973,,-12.947915,-0.4397929
1.287,-23.94244664,-0.521422412,-0.521422412,-24.0548949,,-5.553176095,-2.103502272,,-12.973911,-0.44887173
1.288,-23.94986654,-0.521766089,-0.521766089,-24.06272062,,-5.556462234,-2.102572896,,-12.989732,-0.46717966
1.289,-23.9573001,-0.522109836,-0.522109836,-24.07055998,,-5.559764424,-2.101637853,,-12.990106,-0.46309239
1.29,-23.96474737,-0.522453655,-0.522453655,-24.07841304,,-5.563082688,-2.100697153,,-12.974738,-0.46473494
1.291,-23.97220843,-0.522797545,-0.522797545,-24.08627984,,-5.566417049,-2.099750805,,-12.948883,-0.46376473
1.292,-23.97968332,-0.523141508,-0.523141508,-24.09416042,,-5.569767532,-2.098798821,,-12.924326,-0.45472097
1.293,-23.9871721,-0.523485543,-0.523485543,-24.10205485,,-5.573134161,-2.097841208,,-12.943887,-0.450394
1.294,-23.99467484,-0.52382965,-0.52382965,-24.10996317,,-5.57651696,-2.096877977,,-12.921491,-0.45617607
1.295,-24.00219158,-0.524173831,-0.524173831,-24.11788543,,-5.579915954,-2.095909137,,-12.951583,-0.46325791
1.296,-24.0097224,-0.524518086,-0.524518086,-24.12582168,,-5.583331166,-2.094934699,,-12.957838,-0.47420639
1.297,-24.01726734,-0.524862414,-0.524862414,-24.13377197,,-5.586762622,-2.093954673,,-12.891823,-0.45616949
1.298,-24.02482647,-0.525206817,-0.525206817,-24.14173635,,-5.590210347,-2.092969067,,-12.913574,-0.45780551
1.299,-24.03239985,-0.525551294,-0.525551294,-24.14971487,,-5.593674364,-2.091977893,,-12.915103,-0.44650355
1.3,-24.03998754,-0.525895846,-0.525895846,-24.15770758,,-5.5971547,-2.090981161,,-12.907098,-0.4695569
1.301,-24.04758959,-0.526240473,-0.526240473,-24.16571454,,-5.600651379,-2.089978879,,-12.90593,-0.4647578
1.302,-24.05520607,-0.526585176,-0.526585176,-24.17373578,,-5.604164427,-2.08897106,,-12.920241,-0.45670852
1.303,-24.06283703,-0.526929955,-0.526929955,-24.18177137,,-5.607693869,-2.087957711,,-12.887031,-0.4367913
1.304,-24.07048255,-0.527274811,-0.527274811,-24.18982135,,-5.61123973,-2.086938845,,-12.928854,-0.47120324
1.305,-24.07814267,-0.527619743,-0.527619743,-24.19788578,,-5.614802037,-2.085914472,,-12.924342,-0.48998496
1.306,-24.08581746,-0.527964752,-0.527964752,-24.2059647,,-5.618380814,-2.0848846,,-12.878493,-0.46158457
1.307,-24.09350698,-0.528309839,-0.528309839,-24.21405818,,-5.621976089,-2.083849242,,-12.8795,-0.46239984
1.308,-24.10121129,-0.528655003,-0.528655003,-24.22216625,,-5.625587886,-2.082808407,,-12.918994,-0.49326822
1.309,-24.10893046,-0.529000245,-0.529000245,-24.23028897,,-5.629216233,-2.081762106,,-12.900051,-0.46215749
1.31,-24.11666453,-0.529345566,-0.529345566,-24.2384264,,-5.632861155,-2.080710349,,-12.885669,-0.46805954
1.311,-24.12441358,-0.529690965,-0.529690965,-24.24657858,,-5.636522679,-2.079653147,,-12.834995,-0.44246173
1.312,-24.13217767,-0.530036444,-0.530036444,-24.25474557,,-5.640200831,-2.07859051,,-12.878038,-0.46615192
1.313,-24.13995686,-0.530382002,-0.530382002,-24.26292743,,-5.643895639,-2.07752245,,-12.868918,-0.4635182
1.314,-24.14775121,-0.530727639,-0.530727639,-24.27112419,,-5.647607129,-2.076448977,,-12.872145,-0.47342122
1.315,-24.15556078,-0.531073357,-0.531073357,-24.27933592,,-5.651335328,-2.075370101,,-12.837389,-0.46445435
1.316,-24.16338564,-0.531419155,-0.531419155,-24.28756267,,-5.655080263,-2.074285834,,-12.840014,-0.46285942
1.317,-24.17122585,-0.531765034,-0.531765034,-24.29580449,,-5.658841962,-2.073196186,,-12.856637,-0.47204947
1.318,-24.17908147,-0.532110993,-0.532110993,-24.30406143,,-5.662620452,-2.072101168,,-12.829812,-0.44603994
1.319,-24.18695257,-0.532457034,-0.532457034,-24.31233356,,-5.66641576,-2.071000791,,-12.852413,-0.47874066
1.32,-24.19483921,-0.532803157,-0.532803157,-24.32062091,,-5.670227914,-2.069895067,,-12.847975,-0.47412157
1.321,-24.20274145,-0.533149362,-0.533149362,-24.32892355,,-5.674056941,-2.068784005,,-12.843573,-0.48748019
1.322,-24.21065936,-0.533495648,-0.533495648,-24.33724154,,-5.677902871,-2.067667618,,-12.816907,-0.45456749
1.323,-24.21859299,-0.533842018,-0.533842018,-24.34557491,,-5.681765731,-2.066545916,,-12.852191,-0.48526728
1.324,-24.22654243,-0.53418847,-0.53418847,-24.35392373,,-5.685645548,-2.065418911,,-12.840186,-0.48834792
1.325,-24.23450772,-0.534535006,-0.534535006,-24.36228806,,-5.689542352,-2.064286614,,-12.817256,-0.45697942
1.326,-24.24248894,-0.534881625,-0.534881625,-24.37066794,,-5.69345617,-2.063149036,,-12.789045,-0.47433341
1.327,-24.25048615,-0.535228327,-0.535228327,-24.37906343,,-5.697387033,-2.062006188,,-12.817608,-0.4812566
1.328,-24.25849941,-0.535575114,-0.535575114,-24.3874746,,-5.701334967,-2.060858082,,-12.812,-0.44752854
1.329,-24.26652879,-0.535921985,-0.535921985,-24.39590148,,-5.705300002,-2.059704729,,-12.803529,-0.47234413
1.33,-24.27457436,-0.536268941,-0.536268941,-24.40434414,,-5.709282168,-2.058546141,,-12.793052,-0.46288079
1.331,-24.28263619,-0.536615982,-0.536615982,-24.41280263,,-5.713281492,-2.057382329,,-12.795139,-0.49258089
1.332,-24.29071433,-0.536963108,-0.536963108,-24.42127702,,-5.717298005,-2.056213305,,-12.770156,-0.46812877
1.333,-24.29880885,-0.53731032,-0.53731032,-24.42976734,,-5.721331736,-2.055039081,,-12.759942,-0.45293352
1.334,-24.30691983,-0.537657618,-0.537657618,-24.43827367,,-5.725382715,-2.053859667,,-12.766714,-0.48935708
1.335,-24.31504732,-0.538005001,-0.538005001,-24.44679606,,-5.729450971,-2.052675076,,-12.817677,-0.51157016
1.336,-24.3231914,-0.538352472,-0.538352472,-24.45533456,,-5.733536533,-2.05148532,,-12.77299,-0.47361186
1.337,-24.33135213,-0.538700028,-0.538700028,-24.46388923,,-5.737639433,-2.05029041,,-12.746838,-0.45643139
1.338,-24.33952958,-0.539047672,-0.539047672,-24.47246012,,-5.7417597,-2.049090358,,-12.754852,-0.47617212
1.339,-24.34772382,-0.539395403,-0.539395403,-24.4810473,,-5.745897364,-2.047885176,,-12.746865,-0.45426255
1.34,-24.35593491,-0.539743222,-0.539743222,-24.48965083,,-5.750052456,-2.046674876,,-12.775009,-0.49071106
1.341,-24.36416292,-0.540091129,-0.540091129,-24.49827075,,-5.754225007,-2.04545947,,-12.778106,-0.50081199
1.342,-24.37240793,-0.540439123,-0.540439123,-24.50690713,,-5.758415046,-2.044238971,,-12.769515,-0.46769065
1.343,-24.38067,-0.540787206,-0.540787206,-24.51556002,,-5.762622606,-2.043013389,,-12.73685,-0.4887884
1.344,-24.3889492,-0.541135378,-0.541135378,-24.52422949,,-5.766847716,-2.041782738,,-12.759893,-0.49728122
1.345,-24.3972456,-0.541483638,-0.541483638,-24.53291559,,-5.771090407,-2.040547029,,-12.740311,-0.47791287
1.346,-24.40555927,-0.541831988,-0.541831988,-24.54161838,,-5.775350712,-2.039306275,,-12.761151,-0.48918054
1.347,-24.41389027,-0.542180427,-0.542180427,-24.55033791,,-5.779628662,-2.038060488,,-12.755429,-0.46999651
1.348,-24.42223869,-0.542528956,-0.542528956,-24.55907426,,-5.783924287,-2.03680968,,-12.763187,-0.47649053
1.349,-24.43060458,-0.542877575,-0.542877575,-24.56782747,,-5.78823762,-2.035553864,,-12.745203,-0.50059575
1.35,-24.43898802,-0.543226284,-0.543226284,-24.57659761,,-5.792568693,-2.034293052,,-12.765609,-0.51572186
1.351,-24.44738908,-0.543575084,-0.543575084,-24.58538473,,-5.796917537,-2.033027256,,-12.760235,-0.50051612
1.352,-24.45580783,-0.543923974,-0.543923974,-24.5941889,,-5.801284184,-2.03175649,,-12.726353,-0.50185668
1.353,-24.46424435,-0.544272956,-0.544272956,-24.60301017,,-5.805668667,-2.030480765,,-12.715969,-0.48921502
1.354,-24.47269869,-0.544622029,-0.544622029,-24.61184861,,-5.810071018,-2.029200095,,-12.709761,-0.50160944
1.355,-24.48117095,-0.544971193,-0.544971193,-24.62070428,,-5.81449127,-2.027914491,,-12.722479,-0.50025237
1.356,-24.48966118,-0.545320449,-0.545320449,-24.62957724,,-5.818929455,-2.026623967,,-12.70496,-0.49435374
1.357,-24.49816946,-0.545669797,-0.545669797,-24.63846754,,-5.823385606,-2.025328535,,-12.700505,-0.4846147
1.358,-24.50669586,-0.546019237,-0.546019237,-24.64737525,,-5.827859756,-2.024028209,,-12.702676,-0.48558798
1.359,-24.51524046,-0.54636877,-0.54636877,-24.65630044,,-5.832351938,-2.022723,,-12.712203,-0.47776526
1.36,-24.52380332,-0.546718396,-0.546718396,-24.66524315,,-5.836862185,-2.021412923,,-12.706594,-0.50588775
1.361,-24.53238453,-0.547068115,-0.547068115,-24.67420347,,-5.841390531,-2.020097989,,-12.683537,-0.46322212
1.362,-24.54098416,-0.547417927,-0.547417927,-24.68318144,,-5.845937009,-2.018778212,,-12.658545,-0.47759733
1.363,-24.54960227,-0.547767832,-0.547767832,-24.69217712,,-5.850501653,-2.017453605,,-12.674579,-0.48202273
1.364,-24.55823895,-0.548117831,-0.548117831,-24.70119059,,-5.855084496,-2.016124181,,-12.685009,-0.50626212
1.365,-24.56689427,-0.548467925,-0.548467925,-24.71022191,,-5.859685573,-2.014789953,,-12.668787,-0.47499445
1.366,-24.5755683,-0.548818112,-0.548818112,-24.71927113,,-5.864304918,-2.013450934,,-12.666016,-0.48554632
1.367,-24.58426112,-0.549168394,-0.549168394,-24.72833833,,-5.868942565,-2.012107138,,-12.63821,-0.48793638
1.368,-24.5929728,-0.549518771,-0.549518771,-24.73742355,,-5.873598548,-2.010758577,,-12.679544,-0.48835546
1.369,-24.60170343,-0.549869242,-0.549869242,-24.74652688,,-5.878272902,-2.009405265,,-12.715051,-0.49918494
1.37,-24.61045307,-0.550219809,-0.550219809,-24.75564838,,-5.882965661,-2.008047216,,-12.65029,-0.48074749
1.371,-24.61922181,-0.550570471,-0.550570471,-24.7647881,,-5.887676861,-2.006684443,,-12.64798,-0.47113064
1.372,-24.62800971,-0.550921229,-0.550921229,-24.77394611,,-5.892406536,-2.005316959,,-12.667698,-0.48808318
1.373,-24.63681686,-0.551272082,-0.551272082,-24.78312248,,-5.897154722,-2.003944777,,-12.66653,-0.49675316
1.374,-24.64564333,-0.551623032,-0.551623032,-24.79231727,,-5.901921453,-2.002567912,,-12.662646,-0.48676357
1.375,-24.65448921,-0.551974078,-0.551974078,-24.80153055,,-5.906706766,-2.001186377,,-12.63265,-0.486339
1.376,-24.66335457,-0.55232522,-0.55232522,-24.81076238,,-5.911510695,-1.999800185,,-12.673115,-0.50450718
1.377,-24.67223948,-0.55267646,-0.55267646,-24.82001284,,-5.916333277,-1.998409351,,-12.662674,-0.51052397
1.378,-24.68114403,-0.553027796,-0.553027796,-24.82928198,,-5.921174547,-1.997013888,,-12.621721,-0.4736661
1.379,-24.69006829,-0.553379229,-0.553379229,-24.83856987,,-5.926034542,-1.995613809,,-12.638366,-0.51616645
1.38,-24.69901235,-0.55373076,-0.55373076,-24.84787659,,-5.930913297,-1.994209129,,-12.663168,-0.50740367
1.381,-24.70797628,-0.554082388,-0.554082388,-24.85720219,,-5.935810848,-1.992799861,,-12.620677,-0.4967978
1.382,-24.71696017,-0.554434114,-0.554434114,-24.86654674,,-5.940727234,-1.99138602,,-12.645923,-0.49579933
1.383,-24.72596409,-0.554785939,-0.554785939,-24.87591032,,-5.945662489,-1.989967619,,-12.586795,-0.46513644
1.384,-24.73498812,-0.555137861,-0.555137861,-24.88529299,,-5.95061665,-1.988544672,,-12.628514,-0.50916153
1.385,-24.74403235,-0.555489882,-0.555489882,-24.89469481,,-5.955589756,-1.987117194,,-12.668638,-0.54064351
1.386,-24.75309686,-0.555842002,-0.555842002,-24.90411587,,-5.960581842,-1.985685198,,-12.617715,-0.50331849
1.387,-24.76218172,-0.556194221,-0.556194221,-24.91355621,,-5.965592946,-1.984248699,,-12.628587,-0.4991248
1.388,-24.77128703,-0.556546538,-0.556546538,-24.92301593,,-5.970623105,-1.982807711,,-12.59855,-0.47691458
1.389,-24.78041286,-0.556898955,-0.556898955,-24.93249508,,-5.975672357,-1.981362248,,-12.637269,-0.51653254
1.39,-24.78955929,-0.557251472,-0.557251472,-24.94199373,,-5.980740739,-1.979912324,,-12.609239,-0.49144435
1.391,-24.79872641,-0.557604088,-0.557604088,-24.95151196,,-5.98582829,-1.978457954,,-12.595481,-0.49048772
1.392,-24.8079143,-0.557956805,-0.557956805,-24.96104984,,-5.990935047,-1.976999152,,-12.625184,-0.50780892
1.393,-24.81712304,-0.558309621,-0.558309621,-24.97060743,,-5.996061048,-1.975535933,,-12.591109,-0.51422507
1.394,-24.82635273,-0.558662538,-0.558662538,-24.98018481,,-6.001206332,-1.97406831,,-12.613761,-0.48964685
1.395,-24.83560343,-0.559015555,-0.559015555,-24.98978204,,-6.006370937,-1.972596299,,-12.618769,-0.50931656
1.396,-24.84487525,-0.559368673,-0.559368673,-24.99939921,,-6.011554902,-1.971119914,,-12.588959,-0.49430466
1.397,-24.85416826,-0.559721892,-0.559721892,-25.00903638,,-6.016758266,-1.96963917,,-12.59104,-0.49439642
1.398,-24.86348254,-0.560075212,-0.560075212,-25.01869362,,-6.021981067,-1.968154081,,-12.597371,-0.48878306
1.399,-24.87281819,-0.560428633,-0.560428633,-25.02837101,,-6.027223344,-1.966664662,,-12.583195,-0.5070613
1.4,-24.88217529,-0.560782156,-0.560782156,-25.03806862,,-6.032485137,-1.965170928,,-12.589462,-0.50498968
1.401,-24.89155393,-0.561135781,-0.561135781,-25.04778653,,-6.037766485,-1.963672894,,-12.569439,-0.50843382
1.402,-24.90095419,-0.561489508,-0.561489508,-25.0575248,,-6.043067428,-1.962170574,,-12.580593,-0.50526994
1.403,-24.91037616,-0.561843336,-0.561843336,-25.06728351,,-6.048388005,-1.960663983,,-12.547891,-0.47528148
1.404,-24.91981994,-0.562197267,-0.562197267,-25.07706274,,-6.053728256,-1.959153136,,-12.52695,-0.474132
1.405,-24.9292856,-0.562551301,-0.562551301,-25.08686256,,-6.059088221,-1.957638048,,-12.572147,-0.49615613
1.406,-24.93877323,-0.562905437,-0.562905437,-25.09668304,,-6.064467941,-1.956118735,,-12.599523,-0.51685417
1.407,-24.94828293,-0.563259676,-0.563259676,-25.10652427,,-6.069867455,-1.954595211,,-12.542103,-0.48188391
1.408,-24.95781478,-0.563614018,-0.563614018,-25.11638631,,-6.075286804,-1.953067491,,-12.55745,-0.50241846
1.409,-24.96736888,-0.563968463,-0.563968463,-25.12626925,,-6.080726029,-1.951535591,,-12.536857,-0.49065924
1.41,-24.97694531,-0.564323012,-0.564323012,-25.13617316,,-6.08618517,-1.949999525,,-12.54425,-0.4965921
1.411,-24.98654416,-0.564677665,-0.564677665,-25.14609811,,-6.091664269,-1.94845931,,-12.550385,-0.52061057
1.412,-24.99616553,-0.565032421,-0.565032421,-25.15604418,,-6.097163366,-1.946914959,,-12.540836,-0.51196516
1.413,-25.00580951,-0.565387281,-0.565387281,-25.16601146,,-6.102682503,-1.945366489,,-12.545114,-0.48628643
1.414,-25.01547618,-0.565742246,-0.565742246,-25.17600002,,-6.108221721,-1.943813915,,-12.528625,-0.49596184
1.415,-25.02516564,-0.566097314,-0.566097314,-25.18600993,,-6.113781062,-1.942257252,,-12.496872,-0.48958573
